,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,"  USA, California, Alameda County: White (1983-1987)",14,0.7,0.5,..,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",2,1,1,0.01,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",1,1,1,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",4,5.8,5.8,0.03,"  USA, California, Alameda County: White (1983-1987)",2,4,4,0.02,"  USA, California, Alameda County: White (1983-1987)",2,6,6,0.03,"  USA, California, Alameda County: White (1983-1987)",1,5.1,5.1,0.03,"  USA, California, Alameda County: White (1983-1987)",2,14.2,14.2,..,
North America,"  USA, California, Los Angeles: Black (1983-1987)",15,0.6,0.7,..,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",2,1.3,1.3,0.01,"  USA, California, Los Angeles: Black (1983-1987)",1,0.9,0.9,0,"  USA, California, Los Angeles: Black (1983-1987)",1,1.1,1.1,0.01,"  USA, California, Los Angeles: Black (1983-1987)",1,1.1,1.1,0.01,"  USA, California, Los Angeles: Black (1983-1987)",4,4.9,4.9,0.02,"  USA, California, Los Angeles: Black (1983-1987)",5,8.1,8.1,0.04,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",1,4.2,4.2,0.02,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,..,
North America,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,..,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,..,
North America,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,..,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,..,
North America,"  USA, California, Los Angeles: Hispanic White (1983-1987)",7,0.1,0.3,..,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",2,1,1,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",1,0.8,0.8,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",1,1,1,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",2,2.8,2.8,0.01,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",1,9.6,9.6,..,
North America,"  USA, California, Los Angeles: Japanese (1983-1987)",1,0.4,0.2,..,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",1,5.4,5.4,0.03,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,..,
North America,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,..,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,..,
North America,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",130,1.3,0.8,..,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",1,0.1,0.1,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",6,0.9,0.9,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",5,0.9,0.9,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",12,2.1,2.1,0.01,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",13,2.1,2.1,0.01,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",14,2.2,2.2,0.01,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",20,4.1,4.1,0.02,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",23,6.5,6.5,0.03,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",19,8.7,8.7,0.04,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",11,8.5,8.5,0.04,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",6,7.3,7.3,..,
North America,"  USA, California, San Francisco: Black (1983-1987)",9,0.9,0.9,..,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",1,1.8,1.8,0.01,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",1,2.3,2.3,0.01,"  USA, California, San Francisco: Black (1983-1987)",2,4.6,4.6,0.02,"  USA, California, San Francisco: Black (1983-1987)",1,2.5,2.5,0.01,"  USA, California, San Francisco: Black (1983-1987)",2,7.1,7.1,0.04,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",2,16.8,16.8,0.08,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,..,
North America,"  USA, California, San Francisco: White (1983-1987)",56,0.9,0.7,..,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",2,0.3,0.3,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",3,0.7,0.7,0,"  USA, California, San Francisco: White (1983-1987)",2,0.6,0.6,0,"  USA, California, San Francisco: White (1983-1987)",3,1,1,0,"  USA, California, San Francisco: White (1983-1987)",4,1.3,1.3,0.01,"  USA, California, San Francisco: White (1983-1987)",10,3.6,3.6,0.02,"  USA, California, San Francisco: White (1983-1987)",14,6,6,0.03,"  USA, California, San Francisco: White (1983-1987)",6,3.5,3.5,0.02,"  USA, California, San Francisco: White (1983-1987)",4,3.4,3.4,0.02,"  USA, California, San Francisco: White (1983-1987)",3,4.5,4.5,0.02,"  USA, California, San Francisco: White (1983-1987)",5,11.1,11.1,..,
North America,"  USA, Connecticut: Black (1983-1987)",4,0.7,0.8,..,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",1,3,3,0.01,"  USA, Connecticut: Black (1983-1987)",1,3.8,3.8,0.02,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",1,4.9,4.9,0.02,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",1,8.3,8.3,0.04,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,..,
North America,"  USA, Connecticut: White (1983-1987)",65,0.9,0.7,..,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",1,0.2,0.2,0,"  USA, Connecticut: White (1983-1987)",1,0.2,0.2,0,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",1,0.2,0.2,0,"  USA, Connecticut: White (1983-1987)",2,0.6,0.6,0,"  USA, Connecticut: White (1983-1987)",3,0.8,0.8,0,"  USA, Connecticut: White (1983-1987)",9,2.4,2.4,0.01,"  USA, Connecticut: White (1983-1987)",8,2.3,2.3,0.01,"  USA, Connecticut: White (1983-1987)",15,5.1,5.1,0.03,"  USA, Connecticut: White (1983-1987)",10,4.6,4.6,0.02,"  USA, Connecticut: White (1983-1987)",6,4.4,4.4,0.02,"  USA, Connecticut: White (1983-1987)",5,6.6,6.6,0.03,"  USA, Connecticut: White (1983-1987)",4,7.7,7.7,..,
North America,"  USA, Georgia, Atlanta: Black (1983-1987)",5,0.4,0.6,..,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",1,1.8,1.8,0.01,"  USA, Georgia, Atlanta: Black (1983-1987)",1,2.3,2.3,0.01,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",1,4.5,4.5,0.02,"  USA, Georgia, Atlanta: Black (1983-1987)",2,12.7,12.7,0.06,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,..,
North America,"  USA, Georgia, Atlanta: White (1983-1987)",21,0.6,0.6,..,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",1,0.3,0.3,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",2,1.1,1.1,0.01,"  USA, Georgia, Atlanta: White (1983-1987)",1,0.6,0.6,0,"  USA, Georgia, Atlanta: White (1983-1987)",5,3.6,3.6,0.02,"  USA, Georgia, Atlanta: White (1983-1987)",3,2.5,2.5,0.01,"  USA, Georgia, Atlanta: White (1983-1987)",1,1.2,1.2,0.01,"  USA, Georgia, Atlanta: White (1983-1987)",4,6.8,6.8,0.03,"  USA, Georgia, Atlanta: White (1983-1987)",4,10.9,10.9,0.05,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,..,
North America,"  USA, Iowa (1983-1987)",50,0.7,0.5,..,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",2,0.5,0.5,0,"  USA, Iowa (1983-1987)",3,0.9,0.9,0,"  USA, Iowa (1983-1987)",4,1.3,1.3,0.01,"  USA, Iowa (1983-1987)",3,0.9,0.9,0,"  USA, Iowa (1983-1987)",11,3.5,3.5,0.02,"  USA, Iowa (1983-1987)",6,2.2,2.2,0.01,"  USA, Iowa (1983-1987)",8,3.7,3.7,0.02,"  USA, Iowa (1983-1987)",6,3.9,3.9,0.02,"  USA, Iowa (1983-1987)",4,4.3,4.3,0.02,"  USA, Iowa (1983-1987)",3,4.2,4.2,..,
North America,"  USA, Louisiana, New Orleans: Black (1983-1987)",5,0.5,0.6,..,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",1,3.2,3.2,0.02,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",1,3.7,3.7,0.02,"  USA, Louisiana, New Orleans: Black (1983-1987)",1,4.9,4.9,0.02,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",1,9.3,9.3,0.05,"  USA, Louisiana, New Orleans: Black (1983-1987)",1,20,20,0.1,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,..,
North America,"  USA, Louisiana, New Orleans: White (1983-1987)",8,0.5,0.4,..,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",2,2.6,2.6,0.01,"  USA, Louisiana, New Orleans: White (1983-1987)",3,5.5,5.5,0.03,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",1,4,4,0.02,"  USA, Louisiana, New Orleans: White (1983-1987)",1,7,7,0.04,"  USA, Louisiana, New Orleans: White (1983-1987)",1,12.4,12.4,..,
North America,"  USA, Michigan, Detroit: Black (1983-1987)",20,1,1,..,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",2,1.5,1.5,0.01,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",2,2.2,2.2,0.01,"  USA, Michigan, Detroit: Black (1983-1987)",2,2.5,2.5,0.01,"  USA, Michigan, Detroit: Black (1983-1987)",4,4.7,4.7,0.02,"  USA, Michigan, Detroit: Black (1983-1987)",2,2.7,2.7,0.01,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",4,9.2,9.2,0.05,"  USA, Michigan, Detroit: Black (1983-1987)",3,10.7,10.7,0.05,"  USA, Michigan, Detroit: Black (1983-1987)",1,6.9,6.9,0.03,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,..,
North America,"  USA, Michigan, Detroit: White (1983-1987)",57,0.8,0.7,..,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: White (1983-1987)",1,0.2,0.2,0,"  USA, Michigan, Detroit: White (1983-1987)",3,0.7,0.7,0,"  USA, Michigan, Detroit: White (1983-1987)",7,1.9,1.9,0.01,"  USA, Michigan, Detroit: White (1983-1987)",6,1.7,1.7,0.01,"  USA, Michigan, Detroit: White (1983-1987)",7,1.8,1.8,0.01,"  USA, Michigan, Detroit: White (1983-1987)",5,1.5,1.5,0.01,"  USA, Michigan, Detroit: White (1983-1987)",9,3.3,3.3,0.02,"  USA, Michigan, Detroit: White (1983-1987)",10,5.4,5.4,0.03,"  USA, Michigan, Detroit: White (1983-1987)",5,4.4,4.4,0.02,"  USA, Michigan, Detroit: White (1983-1987)",4,6,6,0.03,"  USA, Michigan, Detroit: White (1983-1987)",0,0,0,..,
North America,"  USA, New Mexico (1983-1987)",22,0.6,0.5,..,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",1,0.4,0.4,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",1,0.6,0.6,0,"  USA, New Mexico (1983-1987)",0,0,0,0,"  USA, New Mexico (1983-1987)",4,2.8,2.8,0.01,"  USA, New Mexico (1983-1987)",4,2.8,2.8,0.01,"  USA, New Mexico (1983-1987)",1,0.9,0.9,0,"  USA, New Mexico (1983-1987)",1,1.2,1.2,0.01,"  USA, New Mexico (1983-1987)",4,7.2,7.2,0.04,"  USA, New Mexico (1983-1987)",4,14.4,14.4,0.07,"  USA, New Mexico (1983-1987)",2,10.6,10.6,..,
