,Breast(C50)-Male age 0-85+,,,,,,,,age 0-4,,,,,,,,age 5-9,,,,,,,,age 10-14,,,,,,,,age 15-19,,,,,,,,age 20-24,,,,,,,,age 25-29,,,,,,,,age 30-34,,,,,,,,age 35-39,,,,,,,age 40-44,,,,,,,,,age 45-49,,,,,,,age 50-54,,,,,,,,age 55-59,,,,,,,,age 60-64,,,,,,,,age 65-69,,,,,,,,age 70-74,,,,,,,,age 75-79,,,,,,,,age 80-84,,,,,,,,age 85+,,,,,,,,
Continent,Population,Cases,Crude Rate,Std Dev,ASR ,(W),Cumulative Rate,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR(W) ,Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,Std Dev,Population,Cases,Crude Rate,Std Dev,ASR (W),Std Dev,Cumulative Rate,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
Europe," Spain, Asturias",20,1.30,0.29,0.50,0.130,..," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",1,0.90,0.86,0.90,0.86,0.000,0.004," Spain, Asturias",1,0.90,0.94,0.90,0.94,0.000,0.005," Spain, Asturias",6,6.30,2.56,6.30,2.56,0.030,0.013," Spain, Asturias",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Asturias",3,4.40,2.54,4.40,2.54,0.020,0.013," Spain, Asturias",2,3.00,2.12,3.00,2.12,0.010,0.011," Spain, Asturias",5,11.10,4.97,11.10,4.97,0.060,0.025," Spain, Asturias",2,6.50,4.59,6.50,4.59,..,,
Europe," Spain, Basque Country",80,1.50,0.17,0.80,0.090,..," Spain, Basque Country",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Basque Country",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Basque Country",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Basque Country",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Basque Country",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Basque Country",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Basque Country",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Basque Country",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Basque Country",1,0.20,0.22,0.20,0.22,0.000,0.001," Spain, Basque Country",7,1.60,0.62,1.60,0.62,0.010,0.003," Spain, Basque Country",5,1.30,0.57,1.30,0.57,0.010,0.003," Spain, Basque Country",12,3.50,1.00,3.50,1.00,0.020,0.005," Spain, Basque Country",14,4.40,1.18,4.40,1.18,0.020,0.006," Spain, Basque Country",11,4.20,1.25,4.20,1.25,0.020,0.006," Spain, Basque Country",9,4.30,1.43,4.30,1.43,0.020,0.007," Spain, Basque Country",10,5.00,1.59,5.00,1.59,0.030,0.008," Spain, Basque Country",6,4.50,1.84,4.50,1.84,0.020,0.009," Spain, Basque Country",5,6.10,2.72,6.10,2.72,..,,
Europe," Spain, Canary Islands",24,0.70,0.14,0.40,0.090,..," Spain, Canary Islands",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Canary Islands",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Canary Islands",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Canary Islands",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Canary Islands",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Canary Islands",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Canary Islands",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Canary Islands",2,0.60,0.42,0.60,0.42,0.000,0.002," Spain, Canary Islands",2,0.60,0.45,0.60,0.45,0.000,0.002," Spain, Canary Islands",2,0.70,0.50,0.70,0.50,0.000,0.002," Spain, Canary Islands",1,0.40,0.44,0.40,0.44,0.000,0.002," Spain, Canary Islands",2,1.00,0.73,1.00,0.73,0.010,0.004," Spain, Canary Islands",2,1.20,0.84,1.20,0.84,0.010,0.004," Spain, Canary Islands",2,1.40,1.00,1.40,1.00,0.010,0.005," Spain, Canary Islands",5,4.40,1.99,4.40,1.99,0.020,0.010," Spain, Canary Islands",2,2.20,1.57,2.20,1.57,0.010,0.008," Spain, Canary Islands",2,4.10,2.87,4.10,2.87,0.020,0.014," Spain, Canary Islands",2,6.40,4.54,6.40,4.54,..,,
Europe," Spain, Castellon",13,0.90,0.24,0.40,0.130,..," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",1,0.70,0.71,0.70,0.71,0.000,0.004," Spain, Castellon",1,0.80,0.77,0.80,0.77,0.000,0.004," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Castellon",1,1.30,1.35,1.30,1.35,0.010,0.007," Spain, Castellon",2,3.30,2.32,3.30,2.32,0.020,0.012," Spain, Castellon",1,1.90,1.93,1.90,1.93,0.010,0.010," Spain, Castellon",3,6.30,3.66,6.30,3.66,0.030,0.018," Spain, Castellon",2,6.40,4.51,6.40,4.51,0.030,0.023," Spain, Castellon",2,9.30,6.60,9.30,6.60,..,,
Europe," Spain, Ciudad Real",5,0.50,0.21,0.30,0.140,..," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",2,4.20,3.00,4.20,3.00,0.020,0.015," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",1,2.60,2.58,2.60,2.58,0.010,0.013," Spain, Ciudad Real",1,2.50,2.52,2.50,2.52,0.010,0.013," Spain, Ciudad Real",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Ciudad Real",1,5.50,5.51,5.50,5.51,..,,
Europe," Spain, Cuenca",7,1.60,0.60,0.50,0.250,..," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",1,2.90,2.88,2.90,2.88,0.010,0.014," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",1,5.20,5.21,5.20,5.21,0.030,0.026," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Cuenca",4,25.50,12.74,25.50,12.74,0.130,0.064," Spain, Cuenca",1,9.10,9.14,9.10,9.14,..,,
Europe," Spain, Girona",20,1.10,0.24,0.70,0.160,..," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",1,0.60,0.63,0.60,0.63,0.000,0.003," Spain, Girona",1,0.70,0.69,0.70,0.69,0.000,0.003," Spain, Girona",2,1.60,1.13,1.60,1.13,0.010,0.006," Spain, Girona",2,1.90,1.33,1.90,1.33,0.010,0.007," Spain, Girona",4,4.30,2.14,4.30,2.14,0.020,0.011," Spain, Girona",3,4.00,2.33,4.00,2.33,0.020,0.012," Spain, Girona",2,3.30,2.36,3.30,2.36,0.020,0.012," Spain, Girona",4,7.10,3.53,7.10,3.53,0.040,0.018," Spain, Girona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Girona",1,3.60,3.62,3.60,3.62,..,,
Europe," Spain, Granada",24,1.10,0.22,0.70,0.150,..," Spain, Granada",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Granada",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Granada",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Granada",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Granada",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Granada",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Granada",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Granada",2,1.10,0.75,1.10,0.75,0.010,0.004," Spain, Granada",1,0.50,0.54,0.50,0.54,0.000,0.003," Spain, Granada",2,1.20,0.82,1.20,0.82,0.010,0.004," Spain, Granada",3,2.00,1.16,2.00,1.16,0.010,0.006," Spain, Granada",3,2.50,1.46,2.50,1.46,0.010,0.007," Spain, Granada",3,2.90,1.65,2.90,1.65,0.010,0.008," Spain, Granada",1,1.10,1.10,1.10,1.10,0.010,0.006," Spain, Granada",6,7.70,3.14,7.70,3.14,0.040,0.016," Spain, Granada",1,1.30,1.35,1.30,1.35,0.010,0.007," Spain, Granada",1,2.10,2.14,2.10,2.14,0.010,0.011," Spain, Granada",1,3.60,3.62,3.60,3.62,..,,
Europe," Spain, La Rioja",6,0.70,0.31,0.30,0.140,..," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",1,1.50,1.51,1.50,1.51,0.010,0.008," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",1,2.10,2.13,2.10,2.13,0.010,0.011," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, La Rioja",1,3.40,3.43,3.40,3.43,0.020,0.017," Spain, La Rioja",3,14.60,8.40,14.60,8.40,0.070,0.042," Spain, La Rioja",0,0.00,0.00,0.00,0.00,..,,
Europe," Spain, Mallorca",22,1.30,0.27,0.80,0.170,..," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",1,0.60,0.61,0.60,0.61,0.000,0.003," Spain, Mallorca",1,0.70,0.68,0.70,0.68,0.000,0.003," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Mallorca",1,1.10,1.08,1.10,1.08,0.010,0.005," Spain, Mallorca",5,6.00,2.67,6.00,2.67,0.030,0.013," Spain, Mallorca",4,6.00,2.98,6.00,2.98,0.030,0.015," Spain, Mallorca",1,1.90,1.91,1.90,1.91,0.010,0.010," Spain, Mallorca",4,9.20,4.61,9.20,4.61,0.050,0.023," Spain, Mallorca",3,10.90,6.29,10.90,6.29,0.050,0.031," Spain, Mallorca",2,9.70,6.83,9.70,6.83,..,,
Europe," Spain, Murcia",22,1.00,0.21,0.70,0.160,..," Spain, Murcia",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Murcia",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Murcia",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Murcia",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Murcia",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Murcia",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Murcia",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Murcia",1,0.50,0.49,0.50,0.49,0.000,0.002," Spain, Murcia",3,1.60,0.93,1.60,0.93,0.010,0.005," Spain, Murcia",2,1.30,0.90,1.30,0.90,0.010,0.005," Spain, Murcia",1,0.80,0.79,0.80,0.79,0.000,0.004," Spain, Murcia",2,1.90,1.37,1.90,1.37,0.010,0.007," Spain, Murcia",3,3.20,1.86,3.20,1.86,0.020,0.009," Spain, Murcia",2,2.60,1.87,2.60,1.87,0.010,0.009," Spain, Murcia",3,4.40,2.53,4.40,2.53,0.020,0.013," Spain, Murcia",2,3.40,2.43,3.40,2.43,0.020,0.012," Spain, Murcia",1,2.70,2.69,2.70,2.69,0.010,0.013," Spain, Murcia",2,9.30,6.54,9.30,6.54,..,,
Europe," Spain, Navarra",10,1.10,0.33,0.60,0.210,..," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",2,2.40,1.67,2.40,1.67,0.010,0.008," Spain, Navarra",1,1.30,1.25,1.30,1.25,0.010,0.006," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",1,1.60,1.60,1.60,1.60,0.010,0.008," Spain, Navarra",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Navarra",1,2.00,2.00,2.00,2.00,0.010,0.010," Spain, Navarra",2,5.10,3.64,5.10,3.64,0.030,0.018," Spain, Navarra",1,2.90,2.93,2.90,2.93,0.010,0.015," Spain, Navarra",0,0.00,0 (0.00),0.00,0.00,0.000,0.000," Spain, Navarra",2,9.40,6.64,9.40,6.64,0.050,0.033," Spain, Navarra",0,0.00,0.00,0.00,0.00,..,,
Europe," Spain, Tarragona",15,0.70,0.19,0.40,0.110,..," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",2,1.80,1.25,1.80,1.25,0.010,0.006," Spain, Tarragona",2,1.90,1.37,1.90,1.37,0.010,0.007," Spain, Tarragona",1,1.20,1.18,1.20,1.18,0.010,0.006," Spain, Tarragona",4,5.90,2.96,5.90,2.96,0.030,0.015," Spain, Tarragona",3,4.90,2.83,4.90,2.83,0.020,0.014," Spain, Tarragona",0,0.00,0.00,0.00,0.00,0.000,0.000," Spain, Tarragona",3,9.80,5.65,9.80,5.65,..,,
Europe," Switzerland, Fribourg",5,0.70,0.33,0.40,0.190,..," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",1,1.70,1.74,1.70,1.74,0.010,0.009," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",1,2.40,2.40,2.40,2.40,0.010,0.012," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",1,4.70,4.73,4.70,4.73,0.020,0.024," Switzerland, Fribourg",1,6.30,6.34,6.30,6.34,0.030,0.032," Switzerland, Fribourg",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Fribourg",1,13.40,13.35,13.40,13.35,..,,
Europe," Switzerland, Geneva",16,1.50,0.37,0.90,0.230,..," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",1,1.10,1.13,1.10,1.13,0.010,0.006," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Geneva",3,4.80,2.76,4.80,2.76,0.020,0.014," Switzerland, Geneva",3,5.20,3.00,5.20,3.00,0.030,0.015," Switzerland, Geneva",1,2.10,2.08,2.10,2.08,0.010,0.010," Switzerland, Geneva",4,10.90,5.44,10.90,5.44,0.050,0.027," Switzerland, Geneva",2,7.00,4.93,7.00,4.93,0.030,0.025," Switzerland, Geneva",2,10.30,7.27,10.30,7.27,0.050,0.036," Switzerland, Geneva",0,0.00,0.00,0.00,0.00,..,,
Europe," Switzerland, Graubunden and Glarus",6,1.00,0.43,0.50,0.200,..," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",1,2.30,2.26,2.30,2.26,0.010,0.011," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Graubunden and Glarus",1,3.40,3.41,3.40,3.41,0.020,0.017," Switzerland, Graubunden and Glarus",1,4.50,4.51,4.50,4.51,0.020,0.023," Switzerland, Graubunden and Glarus",1,5.90,5.91,5.90,5.91,0.030,0.030," Switzerland, Graubunden and Glarus",2,17.60,12.42,17.60,12.42,0.090,0.062," Switzerland, Graubunden and Glarus",0,0.00,0.00,0.00,0.00,..,,
Europe," Switzerland, Neuchatel",4,1.00,0.48,0.30,0.180,..," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",1,6.60,6.64,6.60,6.64,0.030,0.033," Switzerland, Neuchatel",1,8.10,8.15,8.10,8.15,0.040,0.041," Switzerland, Neuchatel",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, Neuchatel",2,26.40,18.67,26.40,18.67,..,,
Europe," Switzerland, St Gall-Appenzell",12,0.90,0.26,0.40,0.130,..," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",1,1.00,1.01,1.00,1.01,0.010,0.005," Switzerland, St Gall-Appenzell",1,1.20,1.17,1.20,1.17,0.010,0.006," Switzerland, St Gall-Appenzell",1,1.30,1.28,1.30,1.28,0.010,0.006," Switzerland, St Gall-Appenzell",3,4.60,2.65,4.60,2.65,0.020,0.013," Switzerland, St Gall-Appenzell",0,0.00,0.00,0.00,0.00,0.000,0.000," Switzerland, St Gall-Appenzell",2,5.50,3.89,5.50,3.89,0.030,0.019," Switzerland, St Gall-Appenzell",1,4.20,4.19,4.20,4.19,0.020,0.021," Switzerland, St Gall-Appenzell",3,16.00,9.23,16.00,9.23,..,,
