,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,"  USA, California, Alameda County: White (1983-1987)",2864,135.3,99.2,..,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",0,0,0,0,"  USA, California, Alameda County: White (1983-1987)",1,0.5,0.5,0,"  USA, California, Alameda County: White (1983-1987)",20,9.3,9.3,0.05,"  USA, California, Alameda County: White (1983-1987)",55,27.1,27.1,0.14,"  USA, California, Alameda County: White (1983-1987)",114,66.8,66.8,0.33,"  USA, California, Alameda County: White (1983-1987)",194,141.3,141.3,0.71,"  USA, California, Alameda County: White (1983-1987)",197,191.5,191.5,0.96,"  USA, California, Alameda County: White (1983-1987)",215,220.5,220.5,1.1,"  USA, California, Alameda County: White (1983-1987)",323,330,330,1.65,"  USA, California, Alameda County: White (1983-1987)",366,395.9,395.9,1.98,"  USA, California, Alameda County: White (1983-1987)",398,466.1,466.1,2.33,"  USA, California, Alameda County: White (1983-1987)",340,471.5,471.5,2.36,"  USA, California, Alameda County: White (1983-1987)",280,491.1,491.1,2.46,"  USA, California, Alameda County: White (1983-1987)",190,469.6,469.6,2.35,"  USA, California, Alameda County: White (1983-1987)",171,412.1,412.1,..,
North America,"  USA, California, Los Angeles: Black (1983-1987)",2010,77,73.1,..,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Black (1983-1987)",6,2.7,2.7,0.01,"  USA, California, Los Angeles: Black (1983-1987)",32,13.3,13.3,0.07,"  USA, California, Los Angeles: Black (1983-1987)",83,35.8,35.8,0.18,"  USA, California, Los Angeles: Black (1983-1987)",139,67.3,67.3,0.34,"  USA, California, Los Angeles: Black (1983-1987)",178,106.5,106.5,0.53,"  USA, California, Los Angeles: Black (1983-1987)",207,163.5,163.5,0.82,"  USA, California, Los Angeles: Black (1983-1987)",203,195.6,195.6,0.98,"  USA, California, Los Angeles: Black (1983-1987)",215,214.2,214.2,1.07,"  USA, California, Los Angeles: Black (1983-1987)",213,215.1,215.1,1.08,"  USA, California, Los Angeles: Black (1983-1987)",243,302.3,302.3,1.51,"  USA, California, Los Angeles: Black (1983-1987)",186,300,300,1.5,"  USA, California, Los Angeles: Black (1983-1987)",134,333.4,333.4,1.67,"  USA, California, Los Angeles: Black (1983-1987)",93,415.6,415.6,2.08,"  USA, California, Los Angeles: Black (1983-1987)",78,409.1,409.1,..,
North America,"  USA, California, Los Angeles: Chinese (1983-1987)",181,51.2,48.7,..,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1983-1987)",2,4.8,4.8,0.02,"  USA, California, Los Angeles: Chinese (1983-1987)",9,20.5,20.5,0.1,"  USA, California, Los Angeles: Chinese (1983-1987)",15,50.3,50.3,0.25,"  USA, California, Los Angeles: Chinese (1983-1987)",19,76.2,76.2,0.38,"  USA, California, Los Angeles: Chinese (1983-1987)",16,88.8,88.8,0.44,"  USA, California, Los Angeles: Chinese (1983-1987)",21,141.4,141.4,0.71,"  USA, California, Los Angeles: Chinese (1983-1987)",17,133.2,133.2,0.67,"  USA, California, Los Angeles: Chinese (1983-1987)",21,156,156,0.78,"  USA, California, Los Angeles: Chinese (1983-1987)",26,225.6,225.6,1.13,"  USA, California, Los Angeles: Chinese (1983-1987)",19,253.9,253.9,1.27,"  USA, California, Los Angeles: Chinese (1983-1987)",7,147.4,147.4,0.74,"  USA, California, Los Angeles: Chinese (1983-1987)",6,258.6,258.6,1.29,"  USA, California, Los Angeles: Chinese (1983-1987)",3,188.4,188.4,..,
North America,"  USA, California, Los Angeles: Filipino (1983-1987)",226,51.7,52.2,..,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1983-1987)",1,2.4,2.4,0.01,"  USA, California, Los Angeles: Filipino (1983-1987)",18,31.8,31.8,0.16,"  USA, California, Los Angeles: Filipino (1983-1987)",27,52.6,52.6,0.26,"  USA, California, Los Angeles: Filipino (1983-1987)",34,95.3,95.3,0.48,"  USA, California, Los Angeles: Filipino (1983-1987)",39,188.5,188.5,0.94,"  USA, California, Los Angeles: Filipino (1983-1987)",24,158.4,158.4,0.79,"  USA, California, Los Angeles: Filipino (1983-1987)",35,239,239,1.2,"  USA, California, Los Angeles: Filipino (1983-1987)",12,75.6,75.6,0.38,"  USA, California, Los Angeles: Filipino (1983-1987)",14,105.2,105.2,0.53,"  USA, California, Los Angeles: Filipino (1983-1987)",12,124.6,124.6,0.62,"  USA, California, Los Angeles: Filipino (1983-1987)",7,180.6,180.6,0.9,"  USA, California, Los Angeles: Filipino (1983-1987)",1,96.4,96.4,0.48,"  USA, California, Los Angeles: Filipino (1983-1987)",2,291.1,291.1,..,
North America,"  USA, California, Los Angeles: Hispanic White (1983-1987)",2023,38.3,52.1,..,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1983-1987)",6,1.2,1.2,0.01,"  USA, California, Los Angeles: Hispanic White (1983-1987)",36,6.7,6.7,0.03,"  USA, California, Los Angeles: Hispanic White (1983-1987)",85,18.7,18.7,0.09,"  USA, California, Los Angeles: Hispanic White (1983-1987)",170,45.9,45.9,0.23,"  USA, California, Los Angeles: Hispanic White (1983-1987)",200,73.9,73.9,0.37,"  USA, California, Los Angeles: Hispanic White (1983-1987)",249,118.3,118.3,0.59,"  USA, California, Los Angeles: Hispanic White (1983-1987)",238,138.7,138.7,0.69,"  USA, California, Los Angeles: Hispanic White (1983-1987)",245,171.3,171.3,0.86,"  USA, California, Los Angeles: Hispanic White (1983-1987)",213,175.4,175.4,0.88,"  USA, California, Los Angeles: Hispanic White (1983-1987)",197,207.5,207.5,1.04,"  USA, California, Los Angeles: Hispanic White (1983-1987)",143,197.3,197.3,0.99,"  USA, California, Los Angeles: Hispanic White (1983-1987)",127,246.3,246.3,1.23,"  USA, California, Los Angeles: Hispanic White (1983-1987)",72,304.3,304.3,1.52,"  USA, California, Los Angeles: Hispanic White (1983-1987)",42,216.8,216.8,..,
North America,"  USA, California, Los Angeles: Japanese (1983-1987)",272,96.5,72.7,..,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1983-1987)",2,7.9,7.9,0.04,"  USA, California, Los Angeles: Japanese (1983-1987)",9,33.4,33.4,0.17,"  USA, California, Los Angeles: Japanese (1983-1987)",11,45.9,45.9,0.23,"  USA, California, Los Angeles: Japanese (1983-1987)",21,102.1,102.1,0.51,"  USA, California, Los Angeles: Japanese (1983-1987)",36,159,159,0.8,"  USA, California, Los Angeles: Japanese (1983-1987)",40,188.2,188.2,0.94,"  USA, California, Los Angeles: Japanese (1983-1987)",45,225,225,1.13,"  USA, California, Los Angeles: Japanese (1983-1987)",47,307,307,1.54,"  USA, California, Los Angeles: Japanese (1983-1987)",22,295.5,295.5,1.48,"  USA, California, Los Angeles: Japanese (1983-1987)",24,505.1,505.1,2.53,"  USA, California, Los Angeles: Japanese (1983-1987)",4,75.3,75.3,0.38,"  USA, California, Los Angeles: Japanese (1983-1987)",5,104.6,104.6,0.52,"  USA, California, Los Angeles: Japanese (1983-1987)",6,148.6,148.6,..,
North America,"  USA, California, Los Angeles: Korean (1983-1987)",48,15.8,16.9,..,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",1,4.8,4.8,0.02,"  USA, California, Los Angeles: Korean (1983-1987)",4,13,13,0.06,"  USA, California, Los Angeles: Korean (1983-1987)",2,5.2,5.2,0.03,"  USA, California, Los Angeles: Korean (1983-1987)",6,17.3,17.3,0.09,"  USA, California, Los Angeles: Korean (1983-1987)",6,23.6,23.6,0.12,"  USA, California, Los Angeles: Korean (1983-1987)",11,75.3,75.3,0.38,"  USA, California, Los Angeles: Korean (1983-1987)",3,35,35,0.17,"  USA, California, Los Angeles: Korean (1983-1987)",3,39.3,39.3,0.2,"  USA, California, Los Angeles: Korean (1983-1987)",2,23.8,23.8,0.12,"  USA, California, Los Angeles: Korean (1983-1987)",5,63.6,63.6,0.32,"  USA, California, Los Angeles: Korean (1983-1987)",5,101.5,101.5,0.51,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Korean (1983-1987)",0,0,0,..,
North America,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",16057,146.8,88.5,..,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",1,0.2,0.2,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",13,1.7,1.7,0.01,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",78,8.9,8.9,0.04,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",253,27.9,27.9,0.14,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",561,68.9,68.9,0.34,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",894,136.5,136.5,0.68,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",1170,203.6,203.6,1.02,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",1306,220,220,1.1,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",1826,267.6,267.6,1.34,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",2262,320,320,1.6,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",2183,379,379,1.89,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",1939,386.4,386.4,1.93,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",1571,410.1,410.1,2.05,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",1047,367.1,367.1,1.84,"  USA, California, Los Angeles: Non-Hispanic White (1983-1987)",953,376.3,376.3,..,
North America,"  USA, California, San Francisco: Black (1983-1987)",996,90.7,81.6,..,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",0,0,0,0,"  USA, California, San Francisco: Black (1983-1987)",3,2.8,2.8,0.01,"  USA, California, San Francisco: Black (1983-1987)",14,11.7,11.7,0.06,"  USA, California, San Francisco: Black (1983-1987)",42,40.2,40.2,0.2,"  USA, California, San Francisco: Black (1983-1987)",74,90.3,90.3,0.45,"  USA, California, San Francisco: Black (1983-1987)",82,140.7,140.7,0.7,"  USA, California, San Francisco: Black (1983-1987)",80,158.5,158.5,0.79,"  USA, California, San Francisco: Black (1983-1987)",74,158.3,158.3,0.79,"  USA, California, San Francisco: Black (1983-1987)",115,227.7,227.7,1.14,"  USA, California, San Francisco: Black (1983-1987)",151,310,310,1.55,"  USA, California, San Francisco: Black (1983-1987)",121,335.8,335.8,1.68,"  USA, California, San Francisco: Black (1983-1987)",96,348.6,348.6,1.74,"  USA, California, San Francisco: Black (1983-1987)",64,366.4,366.4,1.83,"  USA, California, San Francisco: Black (1983-1987)",50,533.6,533.6,2.67,"  USA, California, San Francisco: Black (1983-1987)",30,370.9,370.9,..,
North America,"  USA, California, San Francisco: White (1983-1987)",9736,151.2,104.2,..,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",0,0,0,0,"  USA, California, San Francisco: White (1983-1987)",3,0.5,0.5,0,"  USA, California, San Francisco: White (1983-1987)",51,7.4,7.4,0.04,"  USA, California, San Francisco: White (1983-1987)",157,25.3,25.3,0.13,"  USA, California, San Francisco: White (1983-1987)",407,76,76,0.38,"  USA, California, San Francisco: White (1983-1987)",619,145.9,145.9,0.73,"  USA, California, San Francisco: White (1983-1987)",714,218.5,218.5,1.09,"  USA, California, San Francisco: White (1983-1987)",769,254.4,254.4,1.27,"  USA, California, San Francisco: White (1983-1987)",1047,329.3,329.3,1.65,"  USA, California, San Francisco: White (1983-1987)",1352,425.9,425.9,2.13,"  USA, California, San Francisco: White (1983-1987)",1310,460.5,460.5,2.3,"  USA, California, San Francisco: White (1983-1987)",1124,461.5,461.5,2.31,"  USA, California, San Francisco: White (1983-1987)",978,501.4,501.4,2.51,"  USA, California, San Francisco: White (1983-1987)",661,499.5,499.5,2.5,"  USA, California, San Francisco: White (1983-1987)",544,427.5,427.5,..,
North America,"  USA, Connecticut: Black (1983-1987)",448,67.8,71.7,..,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",0,0,0,0,"  USA, Connecticut: Black (1983-1987)",1,1.5,1.5,0.01,"  USA, Connecticut: Black (1983-1987)",7,10.7,10.7,0.05,"  USA, Connecticut: Black (1983-1987)",34,59.1,59.1,0.3,"  USA, Connecticut: Black (1983-1987)",40,82.8,82.8,0.41,"  USA, Connecticut: Black (1983-1987)",46,112.1,112.1,0.56,"  USA, Connecticut: Black (1983-1987)",54,169,169,0.85,"  USA, Connecticut: Black (1983-1987)",44,159.3,159.3,0.8,"  USA, Connecticut: Black (1983-1987)",51,207.6,207.6,1.04,"  USA, Connecticut: Black (1983-1987)",49,247.1,247.1,1.24,"  USA, Connecticut: Black (1983-1987)",43,258,258,1.29,"  USA, Connecticut: Black (1983-1987)",33,287.1,287.1,1.44,"  USA, Connecticut: Black (1983-1987)",20,243.4,243.4,1.22,"  USA, Connecticut: Black (1983-1987)",13,297.6,297.6,1.49,"  USA, Connecticut: Black (1983-1987)",13,353,353,..,
North America,"  USA, Connecticut: White (1983-1987)",10155,136.5,88.9,..,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",0,0,0,0,"  USA, Connecticut: White (1983-1987)",8,1.4,1.4,0.01,"  USA, Connecticut: White (1983-1987)",55,9,9,0.04,"  USA, Connecticut: White (1983-1987)",180,29.3,29.3,0.15,"  USA, Connecticut: White (1983-1987)",370,63.2,63.2,0.32,"  USA, Connecticut: White (1983-1987)",574,120.6,120.6,0.6,"  USA, Connecticut: White (1983-1987)",714,188.4,188.4,0.94,"  USA, Connecticut: White (1983-1987)",826,222,222,1.11,"  USA, Connecticut: White (1983-1987)",1111,274.7,274.7,1.37,"  USA, Connecticut: White (1983-1987)",1274,321.7,321.7,1.61,"  USA, Connecticut: White (1983-1987)",1428,389.8,389.8,1.95,"  USA, Connecticut: White (1983-1987)",1224,415.3,415.3,2.08,"  USA, Connecticut: White (1983-1987)",1065,463.6,463.6,2.32,"  USA, Connecticut: White (1983-1987)",677,444.4,444.4,2.22,"  USA, Connecticut: White (1983-1987)",649,431.9,431.9,..,
North America,"  USA, Georgia, Atlanta: Black (1983-1987)",937,61.6,69.3,..,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1983-1987)",1,0.6,0.6,0,"  USA, Georgia, Atlanta: Black (1983-1987)",19,10.8,10.8,0.05,"  USA, Georgia, Atlanta: Black (1983-1987)",47,29.3,29.3,0.15,"  USA, Georgia, Atlanta: Black (1983-1987)",109,86,86,0.43,"  USA, Georgia, Atlanta: Black (1983-1987)",102,113.2,113.2,0.57,"  USA, Georgia, Atlanta: Black (1983-1987)",90,138.8,138.8,0.69,"  USA, Georgia, Atlanta: Black (1983-1987)",84,161.5,161.5,0.81,"  USA, Georgia, Atlanta: Black (1983-1987)",87,203.2,203.2,1.02,"  USA, Georgia, Atlanta: Black (1983-1987)",94,244.7,244.7,1.22,"  USA, Georgia, Atlanta: Black (1983-1987)",84,255.7,255.7,1.28,"  USA, Georgia, Atlanta: Black (1983-1987)",85,305.3,305.3,1.53,"  USA, Georgia, Atlanta: Black (1983-1987)",71,349.5,349.5,1.75,"  USA, Georgia, Atlanta: Black (1983-1987)",39,342.8,342.8,1.71,"  USA, Georgia, Atlanta: Black (1983-1987)",25,272.7,272.7,..,
North America,"  USA, Georgia, Atlanta: White (1983-1987)",3748,107.8,91,..,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",0,0,0,0,"  USA, Georgia, Atlanta: White (1983-1987)",6,1.8,1.8,0.01,"  USA, Georgia, Atlanta: White (1983-1987)",30,7.8,7.8,0.04,"  USA, Georgia, Atlanta: White (1983-1987)",96,27,27,0.14,"  USA, Georgia, Atlanta: White (1983-1987)",221,69.8,69.8,0.35,"  USA, Georgia, Atlanta: White (1983-1987)",330,137.5,137.5,0.69,"  USA, Georgia, Atlanta: White (1983-1987)",365,202.1,202.1,1.01,"  USA, Georgia, Atlanta: White (1983-1987)",373,234.8,234.8,1.17,"  USA, Georgia, Atlanta: White (1983-1987)",452,298.7,298.7,1.49,"  USA, Georgia, Atlanta: White (1983-1987)",456,316.4,316.4,1.58,"  USA, Georgia, Atlanta: White (1983-1987)",428,392.3,392.3,1.96,"  USA, Georgia, Atlanta: White (1983-1987)",370,406.4,406.4,2.03,"  USA, Georgia, Atlanta: White (1983-1987)",278,389.6,389.6,1.95,"  USA, Georgia, Atlanta: White (1983-1987)",183,377.5,377.5,1.89,"  USA, Georgia, Atlanta: White (1983-1987)",160,395.3,395.3,..,
North America,"  USA, Iowa (1983-1987)",8835,119.1,78.8,..,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",0,0,0,0,"  USA, Iowa (1983-1987)",3,0.5,0.5,0,"  USA, Iowa (1983-1987)",32,5,5,0.03,"  USA, Iowa (1983-1987)",149,26.8,26.8,0.13,"  USA, Iowa (1983-1987)",278,56.2,56.2,0.28,"  USA, Iowa (1983-1987)",442,110.7,110.7,0.55,"  USA, Iowa (1983-1987)",544,158.9,158.9,0.79,"  USA, Iowa (1983-1987)",629,188.8,188.8,0.94,"  USA, Iowa (1983-1987)",818,232.4,232.4,1.16,"  USA, Iowa (1983-1987)",1045,296,296,1.48,"  USA, Iowa (1983-1987)",1123,336.4,336.4,1.68,"  USA, Iowa (1983-1987)",1149,396.4,396.4,1.98,"  USA, Iowa (1983-1987)",1035,425.3,425.3,2.13,"  USA, Iowa (1983-1987)",812,446.9,446.9,2.23,"  USA, Iowa (1983-1987)",776,418.7,418.7,..,
North America,"  USA, Louisiana, New Orleans: Black (1983-1987)",694,64.7,68.4,..,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1983-1987)",4,3.7,3.7,0.02,"  USA, Louisiana, New Orleans: Black (1983-1987)",12,11.1,11.1,0.06,"  USA, Louisiana, New Orleans: Black (1983-1987)",36,39.4,39.4,0.2,"  USA, Louisiana, New Orleans: Black (1983-1987)",61,87.4,87.4,0.44,"  USA, Louisiana, New Orleans: Black (1983-1987)",51,94.1,94.1,0.47,"  USA, Louisiana, New Orleans: Black (1983-1987)",79,177.7,177.7,0.89,"  USA, Louisiana, New Orleans: Black (1983-1987)",56,137.1,137.1,0.69,"  USA, Louisiana, New Orleans: Black (1983-1987)",60,154.4,154.4,0.77,"  USA, Louisiana, New Orleans: Black (1983-1987)",88,253.7,253.7,1.27,"  USA, Louisiana, New Orleans: Black (1983-1987)",78,276.9,276.9,1.38,"  USA, Louisiana, New Orleans: Black (1983-1987)",61,267.1,267.1,1.34,"  USA, Louisiana, New Orleans: Black (1983-1987)",47,273.3,273.3,1.37,"  USA, Louisiana, New Orleans: Black (1983-1987)",39,445,445,2.22,"  USA, Louisiana, New Orleans: Black (1983-1987)",22,295.7,295.7,..,
North America,"  USA, Louisiana, New Orleans: White (1983-1987)",1917,110.7,78.4,..,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1983-1987)",9,5,5,0.03,"  USA, Louisiana, New Orleans: White (1983-1987)",46,31.7,31.7,0.16,"  USA, Louisiana, New Orleans: White (1983-1987)",98,80.7,80.7,0.4,"  USA, Louisiana, New Orleans: White (1983-1987)",134,135.4,135.4,0.68,"  USA, Louisiana, New Orleans: White (1983-1987)",127,155.5,155.5,0.78,"  USA, Louisiana, New Orleans: White (1983-1987)",144,169.9,169.9,0.85,"  USA, Louisiana, New Orleans: White (1983-1987)",211,223.7,223.7,1.12,"  USA, Louisiana, New Orleans: White (1983-1987)",248,272.8,272.8,1.36,"  USA, Louisiana, New Orleans: White (1983-1987)",235,324.7,324.7,1.62,"  USA, Louisiana, New Orleans: White (1983-1987)",248,398.6,398.6,1.99,"  USA, Louisiana, New Orleans: White (1983-1987)",188,372.6,372.6,1.86,"  USA, Louisiana, New Orleans: White (1983-1987)",137,431.6,431.6,2.16,"  USA, Louisiana, New Orleans: White (1983-1987)",92,376.2,376.2,..,
North America,"  USA, Michigan, Detroit: Black (1983-1987)",1960,81.9,75.6,..,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",0,0,0,0,"  USA, Michigan, Detroit: Black (1983-1987)",3,1.4,1.4,0.01,"  USA, Michigan, Detroit: Black (1983-1987)",33,14.7,14.7,0.07,"  USA, Michigan, Detroit: Black (1983-1987)",67,32.3,32.3,0.16,"  USA, Michigan, Detroit: Black (1983-1987)",112,67,67,0.33,"  USA, Michigan, Detroit: Black (1983-1987)",173,131.2,131.2,0.66,"  USA, Michigan, Detroit: Black (1983-1987)",168,152.1,152.1,0.76,"  USA, Michigan, Detroit: Black (1983-1987)",184,188.1,188.1,0.94,"  USA, Michigan, Detroit: Black (1983-1987)",228,223.9,223.9,1.12,"  USA, Michigan, Detroit: Black (1983-1987)",258,279.3,279.3,1.4,"  USA, Michigan, Detroit: Black (1983-1987)",227,277.3,277.3,1.39,"  USA, Michigan, Detroit: Black (1983-1987)",187,310.5,310.5,1.55,"  USA, Michigan, Detroit: Black (1983-1987)",148,347.7,347.7,1.74,"  USA, Michigan, Detroit: Black (1983-1987)",94,391.1,391.1,1.96,"  USA, Michigan, Detroit: Black (1983-1987)",78,371.8,371.8,..,
