,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,"  USA, California, Alameda County: White (1973-1977)",2193,102.5,78.2,..,"  USA, California, Alameda County: White (1973-1977)",0,0,0,0,"  USA, California, Alameda County: White (1973-1977)",0,0,0,0,"  USA, California, Alameda County: White (1973-1977)",0,0,0,0,"  USA, California, Alameda County: White (1973-1977)",0,0,0,0,"  USA, California, Alameda County: White (1973-1977)",4,1.9,1.9,0.01,"  USA, California, Alameda County: White (1973-1977)",13,6.5,6.5,0.03,"  USA, California, Alameda County: White (1973-1977)",28,18.4,18.4,0.09,"  USA, California, Alameda County: White (1973-1977)",80,69.1,69.1,0.35,"  USA, California, Alameda County: White (1973-1977)",133,122.1,122.1,0.61,"  USA, California, Alameda County: White (1973-1977)",238,196.3,196.3,0.98,"  USA, California, Alameda County: White (1973-1977)",251,192.3,192.3,0.96,"  USA, California, Alameda County: White (1973-1977)",265,237.3,237.3,1.19,"  USA, California, Alameda County: White (1973-1977)",269,284.3,284.3,1.42,"  USA, California, Alameda County: White (1973-1977)",253,313.8,313.8,1.57,"  USA, California, Alameda County: White (1973-1977)",214,320.6,320.6,1.6,"  USA, California, Alameda County: White (1973-1977)",167,314.6,314.6,1.57,"  USA, California, Alameda County: White (1973-1977)",151,354.5,354.5,1.77,"  USA, California, Alameda County: White (1973-1977)",127,389.2,389.2,..,
North America,"  USA, California, Los Angeles: Black (1972-1977)",1604,57.5,65.4,..,"  USA, California, Los Angeles: Black (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Black (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Black (1972-1977)",1,0.3,0.3,0,"  USA, California, Los Angeles: Black (1972-1977)",1,0.4,0.4,0,"  USA, California, Los Angeles: Black (1972-1977)",7,2.9,2.9,0.01,"  USA, California, Los Angeles: Black (1972-1977)",21,9.5,9.5,0.05,"  USA, California, Los Angeles: Black (1972-1977)",72,36.9,36.9,0.18,"  USA, California, Los Angeles: Black (1972-1977)",118,69.6,69.6,0.35,"  USA, California, Los Angeles: Black (1972-1977)",156,100,100,0.5,"  USA, California, Los Angeles: Black (1972-1977)",210,144.1,144.1,0.72,"  USA, California, Los Angeles: Black (1972-1977)",219,177.2,177.2,0.89,"  USA, California, Los Angeles: Black (1972-1977)",199,188.2,188.2,0.94,"  USA, California, Los Angeles: Black (1972-1977)",175,210.5,210.5,1.05,"  USA, California, Los Angeles: Black (1972-1977)",149,233.5,233.5,1.17,"  USA, California, Los Angeles: Black (1972-1977)",99,239,239,1.19,"  USA, California, Los Angeles: Black (1972-1977)",177,..,..,..,"  USA, California, Los Angeles: Black (1972-1977)",0,..,..,..,"  USA, California, Los Angeles: Black (1972-1977)",0,..,..,..,
North America,"  USA, California, Los Angeles: Chinese (1972-1977)",62,33.6,42.7,..,"  USA, California, Los Angeles: Chinese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1972-1977)",1,5.9,5.9,0.03,"  USA, California, Los Angeles: Chinese (1972-1977)",3,17.9,17.9,0.09,"  USA, California, Los Angeles: Chinese (1972-1977)",4,28.6,28.6,0.14,"  USA, California, Los Angeles: Chinese (1972-1977)",7,54.8,54.8,0.27,"  USA, California, Los Angeles: Chinese (1972-1977)",9,101.2,101.2,0.51,"  USA, California, Los Angeles: Chinese (1972-1977)",5,82.6,82.6,0.41,"  USA, California, Los Angeles: Chinese (1972-1977)",9,151.4,151.4,0.76,"  USA, California, Los Angeles: Chinese (1972-1977)",8,175,175,0.87,"  USA, California, Los Angeles: Chinese (1972-1977)",10,247.3,247.3,1.24,"  USA, California, Los Angeles: Chinese (1972-1977)",3,151.5,151.5,0.76,"  USA, California, Los Angeles: Chinese (1972-1977)",3,..,..,..,"  USA, California, Los Angeles: Chinese (1972-1977)",0,..,..,..,"  USA, California, Los Angeles: Chinese (1972-1977)",0,..,..,..,
North America,"  USA, California, Los Angeles: Hispanic (1972-1977)",1473,43.3,56.6,..,"  USA, California, Los Angeles: Hispanic (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Hispanic (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Hispanic (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Hispanic (1972-1977)",3,1,1,0,"  USA, California, Los Angeles: Hispanic (1972-1977)",7,2.2,2.2,0.01,"  USA, California, Los Angeles: Hispanic (1972-1977)",24,8.3,8.3,0.04,"  USA, California, Los Angeles: Hispanic (1972-1977)",79,34.3,34.3,0.17,"  USA, California, Los Angeles: Hispanic (1972-1977)",102,55.1,55.1,0.28,"  USA, California, Los Angeles: Hispanic (1972-1977)",137,65.5,65.5,0.33,"  USA, California, Los Angeles: Hispanic (1972-1977)",231,151.6,151.6,0.76,"  USA, California, Los Angeles: Hispanic (1972-1977)",212,153.5,153.5,0.77,"  USA, California, Los Angeles: Hispanic (1972-1977)",150,145.9,145.9,0.73,"  USA, California, Los Angeles: Hispanic (1972-1977)",156,182.3,182.3,0.91,"  USA, California, Los Angeles: Hispanic (1972-1977)",133,229.3,229.3,1.15,"  USA, California, Los Angeles: Hispanic (1972-1977)",121,246.4,246.4,1.23,"  USA, California, Los Angeles: Hispanic (1972-1977)",118,..,..,..,"  USA, California, Los Angeles: Hispanic (1972-1977)",0,..,..,..,"  USA, California, Los Angeles: Hispanic (1972-1977)",0,..,..,..,
North America,"  USA, California, Los Angeles: Japanese (1972-1977)",218,61,57.3,..,"  USA, California, Los Angeles: Japanese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1972-1977)",1,3.4,3.4,0.02,"  USA, California, Los Angeles: Japanese (1972-1977)",2,7,7,0.04,"  USA, California, Los Angeles: Japanese (1972-1977)",11,40.6,40.6,0.2,"  USA, California, Los Angeles: Japanese (1972-1977)",6,19.2,19.2,0.1,"  USA, California, Los Angeles: Japanese (1972-1977)",23,68.1,68.1,0.34,"  USA, California, Los Angeles: Japanese (1972-1977)",44,141.2,141.2,0.71,"  USA, California, Los Angeles: Japanese (1972-1977)",65,343.7,343.7,1.72,"  USA, California, Los Angeles: Japanese (1972-1977)",23,218.7,218.7,1.09,"  USA, California, Los Angeles: Japanese (1972-1977)",11,153.8,153.8,0.77,"  USA, California, Los Angeles: Japanese (1972-1977)",13,148.7,148.7,0.74,"  USA, California, Los Angeles: Japanese (1972-1977)",3,37.5,37.5,0.19,"  USA, California, Los Angeles: Japanese (1972-1977)",16,..,..,..,"  USA, California, Los Angeles: Japanese (1972-1977)",0,..,..,..,"  USA, California, Los Angeles: Japanese (1972-1977)",0,..,..,..,
North America,"  USA, California, Los Angeles: Other White (1972-1977)",18076,118.9,85.3,..,"  USA, California, Los Angeles: Other White (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Other White (1972-1977)",0,0,0,0,"  USA, California, Los Angeles: Other White (1972-1977)",2,0.2,0.2,0,"  USA, California, Los Angeles: Other White (1972-1977)",6,0.5,0.5,0,"  USA, California, Los Angeles: Other White (1972-1977)",8,0.6,0.6,0,"  USA, California, Los Angeles: Other White (1972-1977)",108,10.2,10.2,0.05,"  USA, California, Los Angeles: Other White (1972-1977)",264,31.1,31.1,0.16,"  USA, California, Los Angeles: Other White (1972-1977)",518,63.5,63.5,0.32,"  USA, California, Los Angeles: Other White (1972-1977)",1112,120.7,120.7,0.6,"  USA, California, Los Angeles: Other White (1972-1977)",2037,192.9,192.9,0.96,"  USA, California, Los Angeles: Other White (1972-1977)",2460,257.2,257.2,1.29,"  USA, California, Los Angeles: Other White (1972-1977)",2481,282.9,282.9,1.41,"  USA, California, Los Angeles: Other White (1972-1977)",2250,308.2,308.2,1.54,"  USA, California, Los Angeles: Other White (1972-1977)",2053,327.8,327.8,1.64,"  USA, California, Los Angeles: Other White (1972-1977)",1751,330.2,330.2,1.65,"  USA, California, Los Angeles: Other White (1972-1977)",3026,..,..,..,"  USA, California, Los Angeles: Other White (1972-1977)",0,..,..,..,"  USA, California, Los Angeles: Other White (1972-1977)",0,..,..,..,
North America,"  USA, California, San Francisco: Black (1973-1977)",598,62,64.1,..,"  USA, California, San Francisco: Black (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Black (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Black (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Black (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Black (1973-1977)",1,1.1,1.1,0.01,"  USA, California, San Francisco: Black (1973-1977)",9,10.3,10.3,0.05,"  USA, California, San Francisco: Black (1973-1977)",23,33.3,33.3,0.17,"  USA, California, San Francisco: Black (1973-1977)",34,63.4,63.4,0.32,"  USA, California, San Francisco: Black (1973-1977)",61,122.7,122.7,0.61,"  USA, California, San Francisco: Black (1973-1977)",67,122.8,122.8,0.61,"  USA, California, San Francisco: Black (1973-1977)",106,193.5,193.5,0.97,"  USA, California, San Francisco: Black (1973-1977)",72,175.9,175.9,0.88,"  USA, California, San Francisco: Black (1973-1977)",69,210.5,210.5,1.05,"  USA, California, San Francisco: Black (1973-1977)",52,204,204,1.02,"  USA, California, San Francisco: Black (1973-1977)",51,304.5,304.5,1.52,"  USA, California, San Francisco: Black (1973-1977)",25,249.9,249.9,1.25,"  USA, California, San Francisco: Black (1973-1977)",16,288.3,288.3,1.44,"  USA, California, San Francisco: Black (1973-1977)",12,277.5,277.5,..,
North America,"  USA, California, San Francisco: Chinese (1973-1977)",148,60.9,56.8,..,"  USA, California, San Francisco: Chinese (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Chinese (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Chinese (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Chinese (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Chinese (1973-1977)",0,0,0,0,"  USA, California, San Francisco: Chinese (1973-1977)",1,5.6,5.6,0.03,"  USA, California, San Francisco: Chinese (1973-1977)",5,27,27,0.14,"  USA, California, San Francisco: Chinese (1973-1977)",15,92.7,92.7,0.46,"  USA, California, San Francisco: Chinese (1973-1977)",20,116.9,116.9,0.58,"  USA, California, San Francisco: Chinese (1973-1977)",23,172.6,172.6,0.86,"  USA, California, San Francisco: Chinese (1973-1977)",19,156.1,156.1,0.78,"  USA, California, San Francisco: Chinese (1973-1977)",15,141.8,141.8,0.71,"  USA, California, San Francisco: Chinese (1973-1977)",15,159.5,159.5,0.8,"  USA, California, San Francisco: Chinese (1973-1977)",16,182.6,182.6,0.91,"  USA, California, San Francisco: Chinese (1973-1977)",8,130.7,130.7,0.65,"  USA, California, San Francisco: Chinese (1973-1977)",5,136.2,136.2,0.68,"  USA, California, San Francisco: Chinese (1973-1977)",2,99,99,0.5,"  USA, California, San Francisco: Chinese (1973-1977)",4,390.2,390.2,..,
North America,"  USA, California, San Francisco: White (1973-1977)",7464,115.6,83.7,..,"  USA, California, San Francisco: White (1973-1977)",0,0,0,0,"  USA, California, San Francisco: White (1973-1977)",0,0,0,0,"  USA, California, San Francisco: White (1973-1977)",0,0,0,0,"  USA, California, San Francisco: White (1973-1977)",1,0.2,0.2,0,"  USA, California, San Francisco: White (1973-1977)",5,0.9,0.9,0,"  USA, California, San Francisco: White (1973-1977)",50,8.6,8.6,0.04,"  USA, California, San Francisco: White (1973-1977)",122,26.3,26.3,0.13,"  USA, California, San Francisco: White (1973-1977)",251,69,69,0.35,"  USA, California, San Francisco: White (1973-1977)",423,123.3,123.3,0.62,"  USA, California, San Francisco: White (1973-1977)",854,220.9,220.9,1.1,"  USA, California, San Francisco: White (1973-1977)",920,217.1,217.1,1.09,"  USA, California, San Francisco: White (1973-1977)",973,267,267,1.34,"  USA, California, San Francisco: White (1973-1977)",913,289,289,1.45,"  USA, California, San Francisco: White (1973-1977)",861,319.3,319.3,1.6,"  USA, California, San Francisco: White (1973-1977)",710,327.9,327.9,1.64,"  USA, California, San Francisco: White (1973-1977)",601,366.5,366.5,1.83,"  USA, California, San Francisco: White (1973-1977)",416,336.6,336.6,1.68,"  USA, California, San Francisco: White (1973-1977)",364,395,395,..,
North America,"  USA, Connecticut (1973-1977)",8187,101.3,77.9,..,"  USA, Connecticut (1973-1977)",0,0,0,0,"  USA, Connecticut (1973-1977)",0,0,0,0,"  USA, Connecticut (1973-1977)",0,0,0,0,"  USA, Connecticut (1973-1977)",0,0,0,0,"  USA, Connecticut (1973-1977)",9,1.3,1.3,0.01,"  USA, Connecticut (1973-1977)",43,7.3,7.3,0.04,"  USA, Connecticut (1973-1977)",134,25.7,25.7,0.13,"  USA, Connecticut (1973-1977)",253,53.1,53.1,0.27,"  USA, Connecticut (1973-1977)",486,106.4,106.4,0.53,"  USA, Connecticut (1973-1977)",914,196.4,196.4,0.98,"  USA, Connecticut (1973-1977)",1028,217.2,217.2,1.09,"  USA, Connecticut (1973-1977)",1096,247.3,247.3,1.24,"  USA, Connecticut (1973-1977)",939,242.7,242.7,1.21,"  USA, Connecticut (1973-1977)",931,297.4,297.4,1.49,"  USA, Connecticut (1973-1977)",801,323,323,1.61,"  USA, Connecticut (1973-1977)",699,389.4,389.4,1.95,"  USA, Connecticut (1973-1977)",486,424.8,424.8,2.12,"  USA, Connecticut (1973-1977)",368,484.9,484.9,..,
North America,"  USA, Georgia, Atlanta: Black (1975-1977)",326,56.8,61.9,..,"  USA, Georgia, Atlanta: Black (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1975-1977)",1,1.7,1.7,0.01,"  USA, Georgia, Atlanta: Black (1975-1977)",5,9.4,9.4,0.05,"  USA, Georgia, Atlanta: Black (1975-1977)",21,49.7,49.7,0.25,"  USA, Georgia, Atlanta: Black (1975-1977)",20,61.4,61.4,0.31,"  USA, Georgia, Atlanta: Black (1975-1977)",23,81.3,81.3,0.41,"  USA, Georgia, Atlanta: Black (1975-1977)",25,98.8,98.8,0.49,"  USA, Georgia, Atlanta: Black (1975-1977)",35,158.3,158.3,0.79,"  USA, Georgia, Atlanta: Black (1975-1977)",34,168.5,168.5,0.84,"  USA, Georgia, Atlanta: Black (1975-1977)",51,275.8,275.8,1.38,"  USA, Georgia, Atlanta: Black (1975-1977)",45,260.9,260.9,1.3,"  USA, Georgia, Atlanta: Black (1975-1977)",26,241.3,241.3,1.21,"  USA, Georgia, Atlanta: Black (1975-1977)",22,303.3,303.3,1.52,"  USA, Georgia, Atlanta: Black (1975-1977)",12,265.8,265.8,1.33,"  USA, Georgia, Atlanta: Black (1975-1977)",6,161.9,161.9,..,
North America,"  USA, Georgia, Atlanta: White (1975-1977)",1508,85.2,76.7,..,"  USA, Georgia, Atlanta: White (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: White (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: White (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: White (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: White (1975-1977)",0,0,0,0,"  USA, Georgia, Atlanta: White (1975-1977)",17,9.6,9.6,0.05,"  USA, Georgia, Atlanta: White (1975-1977)",34,23.4,23.4,0.12,"  USA, Georgia, Atlanta: White (1975-1977)",60,53.9,53.9,0.27,"  USA, Georgia, Atlanta: White (1975-1977)",123,122.1,122.1,0.61,"  USA, Georgia, Atlanta: White (1975-1977)",176,176.5,176.5,0.88,"  USA, Georgia, Atlanta: White (1975-1977)",226,227.1,227.1,1.14,"  USA, Georgia, Atlanta: White (1975-1977)",193,252.8,252.8,1.26,"  USA, Georgia, Atlanta: White (1975-1977)",161,258.6,258.6,1.29,"  USA, Georgia, Atlanta: White (1975-1977)",154,282.8,282.8,1.41,"  USA, Georgia, Atlanta: White (1975-1977)",129,305.1,305.1,1.53,"  USA, Georgia, Atlanta: White (1975-1977)",118,381.2,381.2,1.91,"  USA, Georgia, Atlanta: White (1975-1977)",65,302.6,302.6,1.51,"  USA, Georgia, Atlanta: White (1975-1977)",52,337.4,337.4,..,
North America,"  USA, Iowa (1973-1977)",7039,95.9,68.4,..,"  USA, Iowa (1973-1977)",0,0,0,0,"  USA, Iowa (1973-1977)",0,0,0,0,"  USA, Iowa (1973-1977)",0,0,0,0,"  USA, Iowa (1973-1977)",0,0,0,0,"  USA, Iowa (1973-1977)",7,1.1,1.1,0.01,"  USA, Iowa (1973-1977)",39,7.5,7.5,0.04,"  USA, Iowa (1973-1977)",97,22.6,22.6,0.11,"  USA, Iowa (1973-1977)",200,53.2,53.2,0.27,"  USA, Iowa (1973-1977)",335,93.3,93.3,0.47,"  USA, Iowa (1973-1977)",604,157.6,157.6,0.79,"  USA, Iowa (1973-1977)",701,174.7,174.7,0.87,"  USA, Iowa (1973-1977)",783,209,209,1.05,"  USA, Iowa (1973-1977)",832,243.8,243.8,1.22,"  USA, Iowa (1973-1977)",828,273.9,273.9,1.37,"  USA, Iowa (1973-1977)",797,298.8,298.8,1.49,"  USA, Iowa (1973-1977)",726,336,336,1.68,"  USA, Iowa (1973-1977)",600,371.4,371.4,1.86,"  USA, Iowa (1973-1977)",490,378.8,378.8,..,
North America,"  USA, Louisiana, New Orleans: Black (1974-1977)",392,53.9,58.9,..,"  USA, Louisiana, New Orleans: Black (1974-1977)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1974-1977)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1974-1977)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1974-1977)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1974-1977)",1,1.4,1.4,0.01,"  USA, Louisiana, New Orleans: Black (1974-1977)",4,6.9,6.9,0.03,"  USA, Louisiana, New Orleans: Black (1974-1977)",20,42.9,42.9,0.21,"  USA, Louisiana, New Orleans: Black (1974-1977)",21,57.7,57.7,0.29,"  USA, Louisiana, New Orleans: Black (1974-1977)",32,95,95,0.48,"  USA, Louisiana, New Orleans: Black (1974-1977)",48,143.1,143.1,0.72,"  USA, Louisiana, New Orleans: Black (1974-1977)",47,140.8,140.8,0.7,"  USA, Louisiana, New Orleans: Black (1974-1977)",45,172.5,172.5,0.86,"  USA, Louisiana, New Orleans: Black (1974-1977)",47,200,200,1,"  USA, Louisiana, New Orleans: Black (1974-1977)",48,215.4,215.4,1.08,"  USA, Louisiana, New Orleans: Black (1974-1977)",36,258.2,258.2,1.29,"  USA, Louisiana, New Orleans: Black (1974-1977)",24,248,248,1.24,"  USA, Louisiana, New Orleans: Black (1974-1977)",12,231.7,231.7,1.16,"  USA, Louisiana, New Orleans: Black (1974-1977)",7,135,135,..,
North America,"  USA, Louisiana, New Orleans: White (1974-1977)",1219,87.1,67.4,..,"  USA, Louisiana, New Orleans: White (1974-1977)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1974-1977)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1974-1977)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1974-1977)",1,0.8,0.8,0,"  USA, Louisiana, New Orleans: White (1974-1977)",2,1.6,1.6,0.01,"  USA, Louisiana, New Orleans: White (1974-1977)",9,7.4,7.4,0.04,"  USA, Louisiana, New Orleans: White (1974-1977)",29,31,31,0.16,"  USA, Louisiana, New Orleans: White (1974-1977)",50,69.2,69.2,0.35,"  USA, Louisiana, New Orleans: White (1974-1977)",73,100.8,100.8,0.5,"  USA, Louisiana, New Orleans: White (1974-1977)",137,162.8,162.8,0.81,"  USA, Louisiana, New Orleans: White (1974-1977)",164,185.5,185.5,0.93,"  USA, Louisiana, New Orleans: White (1974-1977)",149,207,207,1.04,"  USA, Louisiana, New Orleans: White (1974-1977)",144,220.9,220.9,1.1,"  USA, Louisiana, New Orleans: White (1974-1977)",124,213.2,213.2,1.07,"  USA, Louisiana, New Orleans: White (1974-1977)",142,305.2,305.2,1.53,"  USA, Louisiana, New Orleans: White (1974-1977)",99,310.5,310.5,1.55,"  USA, Louisiana, New Orleans: White (1974-1977)",57,278.7,278.7,1.39,"  USA, Louisiana, New Orleans: White (1974-1977)",39,286.9,286.9,..,
North America,"  USA, Michigan, Detroit: Black (1973-1977)",1269,59.2,62.5,..,"  USA, Michigan, Detroit: Black (1973-1977)",0,0,0,0,"  USA, Michigan, Detroit: Black (1973-1977)",0,0,0,0,"  USA, Michigan, Detroit: Black (1973-1977)",0,0,0,0,"  USA, Michigan, Detroit: Black (1973-1977)",0,0,0,0,"  USA, Michigan, Detroit: Black (1973-1977)",2,1,1,0,"  USA, Michigan, Detroit: Black (1973-1977)",23,12.9,12.9,0.06,"  USA, Michigan, Detroit: Black (1973-1977)",57,40.7,40.7,0.2,"  USA, Michigan, Detroit: Black (1973-1977)",75,67.9,67.9,0.34,"  USA, Michigan, Detroit: Black (1973-1977)",112,100.4,100.4,0.5,"  USA, Michigan, Detroit: Black (1973-1977)",175,152,152,0.76,"  USA, Michigan, Detroit: Black (1973-1977)",157,142.4,142.4,0.71,"  USA, Michigan, Detroit: Black (1973-1977)",190,219.6,219.6,1.1,"  USA, Michigan, Detroit: Black (1973-1977)",144,204.6,204.6,1.02,"  USA, Michigan, Detroit: Black (1973-1977)",104,181.9,181.9,0.91,"  USA, Michigan, Detroit: Black (1973-1977)",93,244.2,244.2,1.22,"  USA, Michigan, Detroit: Black (1973-1977)",65,257.5,257.5,1.29,"  USA, Michigan, Detroit: Black (1973-1977)",41,269.4,269.4,1.35,"  USA, Michigan, Detroit: Black (1973-1977)",31,284.9,284.9,..,
North America,"  USA, Michigan, Detroit: White (1973-1977)",7537,88.9,71.3,..,"  USA, Michigan, Detroit: White (1973-1977)",0,0,0,0,"  USA, Michigan, Detroit: White (1973-1977)",0,0,0,0,"  USA, Michigan, Detroit: White (1973-1977)",0,0,0,0,"  USA, Michigan, Detroit: White (1973-1977)",3,0.4,0.4,0,"  USA, Michigan, Detroit: White (1973-1977)",7,1,1,0.01,"  USA, Michigan, Detroit: White (1973-1977)",53,8.1,8.1,0.04,"  USA, Michigan, Detroit: White (1973-1977)",166,30.3,30.3,0.15,"  USA, Michigan, Detroit: White (1973-1977)",264,57.7,57.7,0.29,"  USA, Michigan, Detroit: White (1973-1977)",513,111.2,111.2,0.56,"  USA, Michigan, Detroit: White (1973-1977)",883,167.4,167.4,0.84,"  USA, Michigan, Detroit: White (1973-1977)",1040,189.1,189.1,0.95,"  USA, Michigan, Detroit: White (1973-1977)",1040,222.3,222.3,1.11,"  USA, Michigan, Detroit: White (1973-1977)",872,238.4,238.4,1.19,"  USA, Michigan, Detroit: White (1973-1977)",788,274.2,274.2,1.37,"  USA, Michigan, Detroit: White (1973-1977)",693,296.3,296.3,1.48,"  USA, Michigan, Detroit: White (1973-1977)",561,323.6,323.6,1.62,"  USA, Michigan, Detroit: White (1973-1977)",401,328,328,1.64,"  USA, Michigan, Detroit: White (1973-1977)",253,322.1,322.1,..,
North America,"  USA, New Mexico: American Indian (1973-1977)",26,11.7,19.3,..,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",2,13.3,13.3,0.07,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",5,41.8,41.8,0.21,"  USA, New Mexico: American Indian (1973-1977)",1,10.8,10.8,0.05,"  USA, New Mexico: American Indian (1973-1977)",3,40.5,40.5,0.2,"  USA, New Mexico: American Indian (1973-1977)",4,72.9,72.9,0.36,"  USA, New Mexico: American Indian (1973-1977)",3,53.6,53.6,0.27,"  USA, New Mexico: American Indian (1973-1977)",4,73.9,73.9,0.37,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",4,193.7,193.7,0.97,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,0,"  USA, New Mexico: American Indian (1973-1977)",0,0,0,..,
North America,"  USA, New Mexico: Hispanic (1973-1977)",360,32.5,42.2,..,"  USA, New Mexico: Hispanic (1973-1977)",0,0,0,0,"  USA, New Mexico: Hispanic (1973-1977)",0,0,0,0,"  USA, New Mexico: Hispanic (1973-1977)",0,0,0,0,"  USA, New Mexico: Hispanic (1973-1977)",0,0,0,0,"  USA, New Mexico: Hispanic (1973-1977)",0,0,0,0,"  USA, New Mexico: Hispanic (1973-1977)",9,12.5,12.5,0.06,"  USA, New Mexico: Hispanic (1973-1977)",11,16.5,16.5,0.08,"  USA, New Mexico: Hispanic (1973-1977)",26,40.7,40.7,0.2,"  USA, New Mexico: Hispanic (1973-1977)",36,70.4,70.4,0.35,"  USA, New Mexico: Hispanic (1973-1977)",45,91,91,0.45,"  USA, New Mexico: Hispanic (1973-1977)",46,107.1,107.1,0.54,"  USA, New Mexico: Hispanic (1973-1977)",44,115.3,115.3,0.58,"  USA, New Mexico: Hispanic (1973-1977)",49,179.1,179.1,0.9,"  USA, New Mexico: Hispanic (1973-1977)",23,106.3,106.3,0.53,"  USA, New Mexico: Hispanic (1973-1977)",34,218.6,218.6,1.09,"  USA, New Mexico: Hispanic (1973-1977)",16,146.1,146.1,0.73,"  USA, New Mexico: Hispanic (1973-1977)",11,167.9,167.9,0.84,"  USA, New Mexico: Hispanic (1973-1977)",10,223,223,..,
