,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,"  USA, New Mexico: Other White (1973-1977)",1410,94.2,78.7,..,"  USA, New Mexico: Other White (1973-1977)",0,0,0,0,"  USA, New Mexico: Other White (1973-1977)",0,0,0,0,"  USA, New Mexico: Other White (1973-1977)",0,0,0,0,"  USA, New Mexico: Other White (1973-1977)",2,1.5,1.5,0.01,"  USA, New Mexico: Other White (1973-1977)",3,2.5,2.5,0.01,"  USA, New Mexico: Other White (1973-1977)",10,10.4,10.4,0.05,"  USA, New Mexico: Other White (1973-1977)",30,33.2,33.2,0.17,"  USA, New Mexico: Other White (1973-1977)",47,53.5,53.5,0.27,"  USA, New Mexico: Other White (1973-1977)",87,85.6,85.6,0.43,"  USA, New Mexico: Other White (1973-1977)",162,165.3,165.3,0.83,"  USA, New Mexico: Other White (1973-1977)",187,222.3,222.3,1.11,"  USA, New Mexico: Other White (1973-1977)",177,242,242,1.21,"  USA, New Mexico: Other White (1973-1977)",178,270.4,270.4,1.35,"  USA, New Mexico: Other White (1973-1977)",183,357.2,357.2,1.79,"  USA, New Mexico: Other White (1973-1977)",125,332.1,332.1,1.66,"  USA, New Mexico: Other White (1973-1977)",94,352.7,352.7,1.76,"  USA, New Mexico: Other White (1973-1977)",68,426.5,426.5,2.13,"  USA, New Mexico: Other White (1973-1977)",57,522.2,522.2,..,
North America,"  USA, New York State (Less City) (1973-1977)",26626,97.6,75.5,..,"  USA, New York State (Less City) (1973-1977)",0,0,0,0,"  USA, New York State (Less City) (1973-1977)",0,0,0,0,"  USA, New York State (Less City) (1973-1977)",0,0,0,0,"  USA, New York State (Less City) (1973-1977)",5,0.2,0.2,0,"  USA, New York State (Less City) (1973-1977)",19,0.8,0.8,0,"  USA, New York State (Less City) (1973-1977)",193,9.7,9.7,0.05,"  USA, New York State (Less City) (1973-1977)",494,28.9,29,0.14,"  USA, New York State (Less City) (1973-1977)",877,59.1,59.1,0.3,"  USA, New York State (Less City) (1973-1977)",1692,112.3,112.4,0.56,"  USA, New York State (Less City) (1973-1977)",2932,182.1,182.3,0.91,"  USA, New York State (Less City) (1973-1977)",3186,201.5,201.8,1.01,"  USA, New York State (Less City) (1973-1977)",3166,220,220.2,1.1,"  USA, New York State (Less City) (1973-1977)",3124,250.2,250.5,1.25,"  USA, New York State (Less City) (1973-1977)",2975,293.4,293.7,1.47,"  USA, New York State (Less City) (1973-1977)",2638,312.9,313.2,1.57,"  USA, New York State (Less City) (1973-1977)",2262,338.7,339.1,1.7,"  USA, New York State (Less City) (1973-1977)",1675,384.2,384.6,1.92,"  USA, New York State (Less City) (1973-1977)",1359,479.6,480.1,..,
North America,"  USA, Utah (1973-1977)",1873,62,63.8,..,"  USA, Utah (1973-1977)",0,0,0,0,"  USA, Utah (1973-1977)",0,0,0,0,"  USA, Utah (1973-1977)",0,0,0,0,"  USA, Utah (1973-1977)",0,0,0,0,"  USA, Utah (1973-1977)",6,1.9,1.9,0.01,"  USA, Utah (1973-1977)",18,7.4,7.4,0.04,"  USA, Utah (1973-1977)",34,18,18,0.09,"  USA, Utah (1973-1977)",60,39.9,39.9,0.2,"  USA, Utah (1973-1977)",136,98.7,98.7,0.49,"  USA, Utah (1973-1977)",206,152.3,152.3,0.76,"  USA, Utah (1973-1977)",210,154.6,154.6,0.77,"  USA, Utah (1973-1977)",217,182.3,182.3,0.91,"  USA, Utah (1973-1977)",257,258.2,258.2,1.29,"  USA, Utah (1973-1977)",225,263.9,263.9,1.32,"  USA, Utah (1973-1977)",168,243.6,243.6,1.22,"  USA, Utah (1973-1977)",152,318.1,318.1,1.59,"  USA, Utah (1973-1977)",109,328.2,328.2,1.64,"  USA, Utah (1973-1977)",75,318.5,318.5,..,
North America,"  USA, Washington, Seattle (1974-1977)",4574,96.1,76.5,..,"  USA, Washington, Seattle (1974-1977)",0,0,0,0,"  USA, Washington, Seattle (1974-1977)",0,0,0,0,"  USA, Washington, Seattle (1974-1977)",0,0,0,0,"  USA, Washington, Seattle (1974-1977)",2,0.4,0.4,0,"  USA, Washington, Seattle (1974-1977)",4,1,1,0,"  USA, Washington, Seattle (1974-1977)",38,9.5,9.5,0.05,"  USA, Washington, Seattle (1974-1977)",77,23,23,0.12,"  USA, Washington, Seattle (1974-1977)",144,54.1,54.1,0.27,"  USA, Washington, Seattle (1974-1977)",253,102.3,102.3,0.51,"  USA, Washington, Seattle (1974-1977)",444,169.9,169.9,0.85,"  USA, Washington, Seattle (1974-1977)",597,212.7,212.7,1.06,"  USA, Washington, Seattle (1974-1977)",603,252.8,252.8,1.26,"  USA, Washington, Seattle (1974-1977)",572,279,279,1.39,"  USA, Washington, Seattle (1974-1977)",559,322.1,322.1,1.61,"  USA, Washington, Seattle (1974-1977)",431,307.1,307.1,1.54,"  USA, Washington, Seattle (1974-1977)",340,327.9,327.9,1.64,"  USA, Washington, Seattle (1974-1977)",276,353.4,353.4,1.77,"  USA, Washington, Seattle (1974-1977)",234,386.8,386.8,..,
,,128697,2343.1,2132.3,0,0,0,0,0,0,0,4,0.6,0.6,0,0,3,0.5,0.5,0,0,30,20,20,0.08,0,147,38.7,38.7,0.19,0,890,253.4,253.4,1.27,0,2530,886.7,886.8,4.45,0,4565,1800.5,1800.6,9.04,0,8637,3187.3,3187.8,15.93,0,14692,5021.6,5022.3,25.11,0,16339,5837.4,5838,29.19,0,16284,6652.3,6653.1,33.28,0,15581,7512.7,7513.5,37.54,0,14334,7878.5,7879.6,39.42,0,12121,8371.4,8372.3,41.86,0,11683,7546,7547,37.75,0,6030,7953.9,7955,39.76,0,4788,8767,8768.2,0,
Asia,"China, Hong Kong (1974-1977)",2471,29.2,31.1,..,"China, Hong Kong (1974-1977)",0,0,0,0,"China, Hong Kong (1974-1977)",0,0,0,0,"China, Hong Kong (1974-1977)",0,0,0,0,"China, Hong Kong (1974-1977)",5,0.5,0.5,0,"  China, Hong Kong (1974-1977)",15,1.8,1.8,0.01,"China, Hong Kong (1974-1977)",45,7.6,7.7,0.04,"China, Hong Kong (1974-1977)",72,19.8,20,0.1,"China, Hong Kong (1974-1977)",148,37.9,38.4,0.19,"China, Hong Kong (1974-1977)",210,44.4,44.9,0.22,"China, Hong Kong (1974-1977)",317,67.6,68.3,0.34,"China, Hong Kong (1974-1977)",326,80.4,81.2,0.41,"China, Hong Kong (1974-1977)",325,92.4,93.4,0.47,"China, Hong Kong (1974-1977)",319,108.8,110,0.55,"China, Hong Kong (1974-1977)",282,120.3,121.6,0.61,"China, Hong Kong (1974-1977)",185,111.2,112.4,0.56,"China, Hong Kong (1974-1977)",196,..,..,..,"China, Hong Kong (1974-1977)",0,..,..,..,"China, Hong Kong (1974-1977)",0,..,..,..,
Asia,"  China, Shanghai (1975)",623,22.6,19.6,..,"  China, Shanghai (1975)",0,0,0,0,"  China, Shanghai (1975)",0,0,0,0,"  China, Shanghai (1975)",0,0,0,0,"  China, Shanghai (1975)",0,0,0,0,"  China, Shanghai (1975)",1,0.7,0.7,0,"  China, Shanghai (1975)",6,3.6,3.7,0.02,"  China, Shanghai (1975)",24,18.7,18.8,0.09,"  China, Shanghai (1975)",46,24.4,24.6,0.12,"  China, Shanghai (1975)",97,40.8,41.1,0.21,"  China, Shanghai (1975)",84,39.6,39.9,0.2,"  China, Shanghai (1975)",86,48.2,48.6,0.24,"  China, Shanghai (1975)",79,56.1,56.5,0.28,"  China, Shanghai (1975)",68,64.8,65.3,0.33,"  China, Shanghai (1975)",58,70.1,70.7,0.35,"  China, Shanghai (1975)",44,76.6,77.2,0.39,"  China, Shanghai (1975)",14,39.8,40.1,0.2,"  China, Shanghai (1975)",10,61.8,62.3,0.31,"  China, Shanghai (1975)",1,16.2,16.3,..,
Asia,"  India, Mumbai (Bombay) (1973-1975)",987,12.1,21.2,..,"  India, Mumbai (Bombay) (1973-1975)",0,0,0,0,"  India, Mumbai (Bombay) (1973-1975)",0,0,0,0,"  India, Mumbai (Bombay) (1973-1975)",0,0,0,0,"  India, Mumbai (Bombay) (1973-1975)",0,0,0,0,"  India, Mumbai (Bombay) (1973-1975)",11,1.3,1.3,0.01,"  India, Mumbai (Bombay) (1973-1975)",27,3.5,3.5,0.02,"  India, Mumbai (Bombay) (1973-1975)",52,8.1,8.1,0.04,"  India, Mumbai (Bombay) (1973-1975)",124,21,21,0.11,"  India, Mumbai (Bombay) (1973-1975)",130,31.4,31.4,0.16,"  India, Mumbai (Bombay) (1973-1975)",159,52.5,52.5,0.26,"  India, Mumbai (Bombay) (1973-1975)",140,60.9,60.9,0.3,"  India, Mumbai (Bombay) (1973-1975)",106,68.7,68.7,0.34,"  India, Mumbai (Bombay) (1973-1975)",93,64.2,64.2,0.32,"  India, Mumbai (Bombay) (1973-1975)",57,68.8,68.8,0.34,"  India, Mumbai (Bombay) (1973-1975)",40,60.3,60.3,0.3,"  India, Mumbai (Bombay) (1973-1975)",21,66.4,66.4,0.33,"  India, Mumbai (Bombay) (1973-1975)",27,..,..,..,"  India, Mumbai (Bombay) (1973-1975)",0,..,..,..,
Asia,"  India, Poona (1973-1977)",429,14,23.3,..,"  India, Poona (1973-1977)",0,0,0,0,"  India, Poona (1973-1977)",0,0,0,0,"  India, Poona (1973-1977)",0,0,0,0,"  India, Poona (1973-1977)",3,0.9,0.9,0,"  India, Poona (1973-1977)",3,0.9,0.9,0,"  India, Poona (1973-1977)",12,4.9,4.9,0.02,"  India, Poona (1973-1977)",26,11.7,11.8,0.06,"  India, Poona (1973-1977)",35,20.1,20.2,0.1,"  India, Poona (1973-1977)",62,40.4,40.6,0.2,"  India, Poona (1973-1977)",66,53.8,54.1,0.27,"  India, Poona (1973-1977)",70,71.8,72.1,0.36,"  India, Poona (1973-1977)",35,60,60.3,0.3,"  India, Poona (1973-1977)",41,58,58.3,0.29,"  India, Poona (1973-1977)",29,96.9,97.4,0.49,"  India, Poona (1973-1977)",21,84.1,84.4,0.42,"  India, Poona (1973-1977)",12,86.6,87,0.44,"  India, Poona (1973-1977)",12,..,..,..,"  India, Poona (1973-1977)",0,..,..,..,
Asia,  Israel: Jews (1972-1976),4538,63.1,59.9,..,  Israel: Jews (1972-1976),0,0,0,0,  Israel: Jews (1972-1976),0,0,0,0,  Israel: Jews (1972-1976),0,0,0,0,  Israel: Jews (1972-1976),4,0.6,0.6,0,  Israel: Jews (1972-1976),12,1.7,1.7,0.01,  Israel: Jews (1972-1976),51,8.6,8.7,0.04,  Israel: Jews (1972-1976),131,34.8,35.1,0.18,  Israel: Jews (1972-1976),186,48.3,48.8,0.24,  Israel: Jews (1972-1976),415,108.2,109.3,0.55,  Israel: Jews (1972-1976),542,137.8,139.2,0.7,  Israel: Jews (1972-1976),616,164.5,166.1,0.83,  Israel: Jews (1972-1976),508,171,172.8,0.86,  Israel: Jews (1972-1976),710,208.8,210.8,1.05,  Israel: Jews (1972-1976),555,224.9,227.1,1.14,  Israel: Jews (1972-1976),393,221.4,223.7,1.12,  Israel: Jews (1972-1976),370,..,..,..,  Israel: Jews (1972-1976),0,..,..,..,  Israel: Jews (1972-1976),0,..,..,..,
Asia,  Israel: Non-Jews (1972-1976),76,6.2,11,..,  Israel: Non-Jews (1972-1976),0,0,0,0,  Israel: Non-Jews (1972-1976),0,0,0,0,  Israel: Non-Jews (1972-1976),0,0,0,0,  Israel: Non-Jews (1972-1976),1,0.8,0.8,0,  Israel: Non-Jews (1972-1976),1,1,1,0.01,  Israel: Non-Jews (1972-1976),2,2.6,2.6,0.01,  Israel: Non-Jews (1972-1976),4,6.1,6.2,0.03,  Israel: Non-Jews (1972-1976),11,19.9,20.1,0.1,  Israel: Non-Jews (1972-1976),12,26.4,26.7,0.13,  Israel: Non-Jews (1972-1976),16,42.8,43.4,0.22,  Israel: Non-Jews (1972-1976),8,27.7,28.1,0.14,  Israel: Non-Jews (1972-1976),6,28.9,29.3,0.15,  Israel: Non-Jews (1972-1976),5,24,24.3,0.12,  Israel: Non-Jews (1972-1976),3,17.1,17.3,0.09,  Israel: Non-Jews (1972-1976),3,22.5,22.8,0.11,  Israel: Non-Jews (1972-1976),3,..,..,..,  Israel: Non-Jews (1972-1976),0,..,..,..,  Israel: Non-Jews (1972-1976),0,..,..,..,
Asia,"  Japan, Fukuoka Prefecture (1974-1975)",810,18.3,15.5,..,"  Japan, Fukuoka Prefecture (1974-1975)",0,0,0,0,"  Japan, Fukuoka Prefecture (1974-1975)",0,0,0,0,"  Japan, Fukuoka Prefecture (1974-1975)",0,0,0,0,"  Japan, Fukuoka Prefecture (1974-1975)",1,0.3,0.3,0,"  Japan, Fukuoka Prefecture (1974-1975)",4,1.1,1.1,0.01,"  Japan, Fukuoka Prefecture (1974-1975)",15,3.6,3.6,0.02,"  Japan, Fukuoka Prefecture (1974-1975)",44,12.8,12.9,0.06,"  Japan, Fukuoka Prefecture (1974-1975)",53,16.3,16.4,0.08,"  Japan, Fukuoka Prefecture (1974-1975)",123,37.7,38,0.19,"  Japan, Fukuoka Prefecture (1974-1975)",139,46.9,47.3,0.24,"  Japan, Fukuoka Prefecture (1974-1975)",108,42,42.3,0.21,"  Japan, Fukuoka Prefecture (1974-1975)",101,48.8,49.2,0.25,"  Japan, Fukuoka Prefecture (1974-1975)",76,40.8,41.1,0.21,"  Japan, Fukuoka Prefecture (1974-1975)",58,38.7,39,0.19,"  Japan, Fukuoka Prefecture (1974-1975)",37,32.5,32.8,0.16,"  Japan, Fukuoka Prefecture (1974-1975)",22,27.8,28,0.14,"  Japan, Fukuoka Prefecture (1974-1975)",13,30.9,31.1,0.16,"  Japan, Fukuoka Prefecture (1974-1975)",10,46,46.3,..,
Asia,"  Japan, Miyagi Prefecture (1973-1977)",1024,20.6,17.5,..,"  Japan, Miyagi Prefecture (1973-1977)",0,0,0,0,"  Japan, Miyagi Prefecture (1973-1977)",0,0,0,0,"  Japan, Miyagi Prefecture (1973-1977)",0,0,0,0,"  Japan, Miyagi Prefecture (1973-1977)",0,0,0,0,"  Japan, Miyagi Prefecture (1973-1977)",4,0.9,0.9,0,"  Japan, Miyagi Prefecture (1973-1977)",11,2.5,2.5,0.01,"  Japan, Miyagi Prefecture (1973-1977)",50,14,14,0.07,"  Japan, Miyagi Prefecture (1973-1977)",71,19.6,19.7,0.1,"  Japan, Miyagi Prefecture (1973-1977)",146,38.9,39.2,0.2,"  Japan, Miyagi Prefecture (1973-1977)",190,54.3,54.6,0.27,"  Japan, Miyagi Prefecture (1973-1977)",168,57.6,58,0.29,"  Japan, Miyagi Prefecture (1973-1977)",93,40.3,40.6,0.2,"  Japan, Miyagi Prefecture (1973-1977)",85,41.5,41.8,0.21,"  Japan, Miyagi Prefecture (1973-1977)",81,50.8,51.1,0.26,"  Japan, Miyagi Prefecture (1973-1977)",66,54.7,55,0.27,"  Japan, Miyagi Prefecture (1973-1977)",26,32.7,32.8,0.16,"  Japan, Miyagi Prefecture (1973-1977)",16,35.9,36.1,0.18,"  Japan, Miyagi Prefecture (1973-1977)",11,48.4,48.6,..,
Asia,"  Japan, Nagasaki (1973-1977)",301,25.5,22.7,..,"  Japan, Nagasaki (1973-1977)",0,0,0,0,"  Japan, Nagasaki (1973-1977)",0,0,0,0,"  Japan, Nagasaki (1973-1977)",0,0,0,0,"  Japan, Nagasaki (1973-1977)",0,0,0,0,"  Japan, Nagasaki (1973-1977)",0,0,0,0,"  Japan, Nagasaki (1973-1977)",13,11.7,11.7,0.06,"  Japan, Nagasaki (1973-1977)",12,14.2,14.2,0.07,"  Japan, Nagasaki (1973-1977)",16,19.4,19.4,0.1,"  Japan, Nagasaki (1973-1977)",49,58.2,58.2,0.29,"  Japan, Nagasaki (1973-1977)",57,72.6,72.6,0.36,"  Japan, Nagasaki (1973-1977)",41,59.8,59.8,0.3,"  Japan, Nagasaki (1973-1977)",24,45.2,45.2,0.23,"  Japan, Nagasaki (1973-1977)",28,64.6,64.6,0.32,"  Japan, Nagasaki (1973-1977)",29,81.5,81.5,0.41,"  Japan, Nagasaki (1973-1977)",14,52.2,52.2,0.26,"  Japan, Nagasaki (1973-1977)",12,67.1,67.1,0.34,"  Japan, Nagasaki (1973-1977)",6,65.1,65.1,0.33,"  Japan, Nagasaki (1973-1977)",0,0,0,..,
Asia,"  Japan, Osaka Prefecture (1973-1977)",2724,13.1,12.7,..,"  Japan, Osaka Prefecture (1973-1977)",0,0,0,0,"  Japan, Osaka Prefecture (1973-1977)",1,0.1,0.1,0,"  Japan, Osaka Prefecture (1973-1977)",0,0,0,0,"  Japan, Osaka Prefecture (1973-1977)",0,0,0,0,"  Japan, Osaka Prefecture (1973-1977)",2,0.1,0.1,0,"  Japan, Osaka Prefecture (1973-1977)",46,2,2.1,0.01,"  Japan, Osaka Prefecture (1973-1977)",132,6.6,6.6,0.03,"  Japan, Osaka Prefecture (1973-1977)",248,14.8,14.8,0.07,"  Japan, Osaka Prefecture (1973-1977)",365,24.9,25,0.12,"  Japan, Osaka Prefecture (1973-1977)",472,39.3,39.4,0.2,"  Japan, Osaka Prefecture (1973-1977)",395,40.8,40.9,0.2,"  Japan, Osaka Prefecture (1973-1977)",278,35,35.1,0.18,"  Japan, Osaka Prefecture (1973-1977)",258,35.4,35.5,0.18,"  Japan, Osaka Prefecture (1973-1977)",220,38.1,38.2,0.19,"  Japan, Osaka Prefecture (1973-1977)",144,34.9,34.9,0.17,"  Japan, Osaka Prefecture (1973-1977)",96,37.4,37.5,0.19,"  Japan, Osaka Prefecture (1973-1977)",45,36.8,36.9,0.18,"  Japan, Osaka Prefecture (1973-1977)",17,29.3,29.4,..,
Asia,  Singapore: Chinese (1973-1977),717,17.2,21.9,..,  Singapore: Chinese (1973-1977),0,0,0,0,  Singapore: Chinese (1973-1977),0,0,0,0,  Singapore: Chinese (1973-1977),0,0,0,0,  Singapore: Chinese (1973-1977),2,0.4,0.4,0,  Singapore: Chinese (1973-1977),3,0.7,0.7,0,  Singapore: Chinese (1973-1977),19,5,5,0.03,  Singapore: Chinese (1973-1977),34,13.5,13.5,0.07,  Singapore: Chinese (1973-1977),68,26.8,26.9,0.13,  Singapore: Chinese (1973-1977),69,33.8,33.8,0.17,  Singapore: Chinese (1973-1977),104,59,59.1,0.3,  Singapore: Chinese (1973-1977),81,56.5,56.6,0.28,  Singapore: Chinese (1973-1977),86,64.7,64.8,0.32,  Singapore: Chinese (1973-1977),89,70.7,70.8,0.35,  Singapore: Chinese (1973-1977),63,67.5,67.6,0.34,  Singapore: Chinese (1973-1977),48,74.6,74.7,0.37,  Singapore: Chinese (1973-1977),29,82.6,82.7,0.41,  Singapore: Chinese (1973-1977),21,..,..,..,  Singapore: Chinese (1973-1977),0,..,..,..,
Asia,  Singapore: Indian (1973-1977),42,13.6,28.2,..,  Singapore: Indian (1973-1977),0,0,0,0,  Singapore: Indian (1973-1977),0,0,0,0,  Singapore: Indian (1973-1977),0,0,0,0,  Singapore: Indian (1973-1977),0,0,0,0,  Singapore: Indian (1973-1977),1,3.1,3.1,0.02,  Singapore: Indian (1973-1977),0,0,0,0,  Singapore: Indian (1973-1977),3,17.3,17.3,0.09,  Singapore: Indian (1973-1977),3,15.1,15.1,0.08,  Singapore: Indian (1973-1977),5,32,32,0.16,  Singapore: Indian (1973-1977),9,71.3,71.3,0.36,  Singapore: Indian (1973-1977),7,80.7,80.7,0.4,  Singapore: Indian (1973-1977),6,114.6,114.6,0.57,  Singapore: Indian (1973-1977),4,103.8,103.8,0.52,  Singapore: Indian (1973-1977),2,140.8,140.8,0.7,  Singapore: Indian (1973-1977),1,69.2,69.2,0.35,  Singapore: Indian (1973-1977),1,146,146,0.73,  Singapore: Indian (1973-1977),0,..,..,..,  Singapore: Indian (1973-1977),0,..,..,..,
Asia,  Singapore: Malay (1973-1977),69,8.7,14.7,..,  Singapore: Malay (1973-1977),0,0,0,0,  Singapore: Malay (1973-1977),0,0,0,0,  Singapore: Malay (1973-1977),0,0,0,0,  Singapore: Malay (1973-1977),0,0,0,0,  Singapore: Malay (1973-1977),1,1.2,1.2,0.01,  Singapore: Malay (1973-1977),0,0,0,0,  Singapore: Malay (1973-1977),4,9.9,9.9,0.05,  Singapore: Malay (1973-1977),8,16,16,0.08,  Singapore: Malay (1973-1977),11,27.9,27.9,0.14,  Singapore: Malay (1973-1977),13,39.9,39.9,0.2,  Singapore: Malay (1973-1977),15,62.5,62.5,0.31,  Singapore: Malay (1973-1977),7,43.5,43.5,0.22,  Singapore: Malay (1973-1977),5,41.3,41.3,0.21,  Singapore: Malay (1973-1977),2,24.1,24.1,0.12,  Singapore: Malay (1973-1977),2,51,51,0.26,  Singapore: Malay (1973-1977),0,0,0,0,  Singapore: Malay (1973-1977),1,..,..,..,  Singapore: Malay (1973-1977),0,..,..,..,
,,14811,264.2,299.3,0,0,0,0,0,0,0,1,0.1,0.1,0,0,0,0,0,0,0,16,3.5,3.5,0,0,58,14.5,14.5,0.08,0,247,55.6,56,0.28,0,588,187.5,188.4,0.94,0,1017,299.6,301.4,1.5,0,1694,545,548.1,2.74,0,2168,777.4,781.6,3.92,0,2061,853.4,857.8,4.27,0,1654,869.2,874,4.37,0,1781,926.7,931.8,4.66,0,1439,1039.6,1045.2,5.23,0,998,945.2,950.6,4.74,0,802,586.4,587.6,2.94,0,151,230.5,231.5,1.16,0,39,139.9,140.6,0,
Europe,Denmark (1968-1972),9656,77.9,54.4,..,Denmark (1968-1972),1,0.1,0.1,0,Denmark (1968-1972),0,0,0,0,Denmark (1968-1972),0,0,0,0,Denmark (1968-1972),0,0,0,0,Denmark (1968-1972),10,1,1,0,  Denmark (1968-1972),48,5.3,5.3,0.03,Denmark (1968-1972),117,15.8,15.8,0.08,Denmark (1968-1972),303,43.4,43.4,0.22,Denmark (1968-1972),640,89.2,89.2,0.45,Denmark (1968-1972),1045,134.9,134.9,0.67,Denmark (1968-1972),1072,146.8,146.8,0.73,Denmark (1968-1972),1099,149.2,149.2,0.75,  Denmark (1968-1972),1221,177.3,177.3,0.89,Denmark (1968-1972),1098,186.2,186.2,0.93,Denmark (1968-1972),1096,230.9,230.9,1.15,Denmark (1968-1972),866,263.3,263.3,1.32,Denmark (1968-1972),633,333.6,333.6,1.67,Denmark (1968-1972),407,385.3,385.3,..,
Europe,  Denmark (1973-1976),8698,85.3,58.8,..,  Denmark (1973-1976),5,0.7,0.7,0,  Denmark (1973-1976),1,0.1,0.1,0,  Denmark (1973-1976),0,0,0,0,  Denmark (1973-1976),1,0.1,0.1,0,  Denmark (1973-1976),5,0.7,0.7,0,  Denmark (1973-1976),55,6.7,6.7,0.03,  Denmark (1973-1976),131,18.5,18.5,0.09,  Denmark (1973-1976),292,49.5,49.5,0.25,  Denmark (1973-1976),546,98.4,98.4,0.49,  Denmark (1973-1976),891,156.3,156.3,0.78,  Denmark (1973-1976),967,157.1,157.1,0.79,  Denmark (1973-1976),947,169.5,169.5,0.85,  Denmark (1973-1976),983,174.1,174.1,0.87,  Denmark (1973-1976),1057,207.1,207.1,1.04,  Denmark (1973-1976),971,232.8,232.8,1.16,  Denmark (1973-1976),834,271.4,271.4,1.36,  Denmark (1973-1976),568,311.1,311.1,1.56,  Denmark (1973-1976),444,406.2,406.2,..,
Europe,  Finland (1971-1976),7756,53.5,40.1,..,  Finland (1971-1976),0,0,0,0,  Finland (1971-1976),0,0,0,0,  Finland (1971-1976),0,0,0,0,  Finland (1971-1976),2,0.2,0.2,0,  Finland (1971-1976),5,0.4,0.4,0,  Finland (1971-1976),55,4.6,4.6,0.02,  Finland (1971-1976),138,15,15,0.07,  Finland (1971-1976),291,34.5,34.5,0.17,  Finland (1971-1976),598,70.6,70.6,0.35,  Finland (1971-1976),884,100.3,100.3,0.5,  Finland (1971-1976),909,107.2,107.2,0.54,  Finland (1971-1976),857,108.9,108.9,0.54,  Finland (1971-1976),1042,130,130,0.65,  Finland (1971-1976),1020,146.6,146.6,0.73,  Finland (1971-1976),847,163,163,0.82,  Finland (1971-1976),626,188.1,188.1,0.94,  Finland (1971-1976),317,189.5,189.5,0.95,  Finland (1971-1976),165,206,206,..,
Europe,"  France, Bas-Rhin (1975-1977)",1001,73.9,54.5,..,"  France, Bas-Rhin (1975-1977)",0,0,0,0,"  France, Bas-Rhin (1975-1977)",0,0,0,0,"  France, Bas-Rhin (1975-1977)",0,0,0,0,"  France, Bas-Rhin (1975-1977)",1,0.9,0.9,0,"  France, Bas-Rhin (1975-1977)",0,0,0,0,"  France, Bas-Rhin (1975-1977)",8,7.7,7.7,0.04,"  France, Bas-Rhin (1975-1977)",17,23.3,23.3,0.12,"  France, Bas-Rhin (1975-1977)",36,48.2,48.2,0.24,"  France, Bas-Rhin (1975-1977)",73,91.9,91.9,0.46,"  France, Bas-Rhin (1975-1977)",100,122.6,122.6,0.61,"  France, Bas-Rhin (1975-1977)",126,158,158,0.79,"  France, Bas-Rhin (1975-1977)",88,177.9,177.9,0.89,"  France, Bas-Rhin (1975-1977)",130,200.2,200.2,1,"  France, Bas-Rhin (1975-1977)",134,192.1,192.1,0.96,"  France, Bas-Rhin (1975-1977)",123,199.8,199.8,1,"  France, Bas-Rhin (1975-1977)",94,214.8,214.8,1.07,"  France, Bas-Rhin (1975-1977)",52,208.2,208.2,1.04,"  France, Bas-Rhin (1975-1977)",19,145.3,145.3,..,
Europe,"  France, Doubs (1977)",176,73.4,62,..,"  France, Doubs (1977)",0,0,0,0,"  France, Doubs (1977)",0,0,0,0,"  France, Doubs (1977)",0,0,0,0,"  France, Doubs (1977)",0,0,0,0,"  France, Doubs (1977)",0,0,0,0,"  France, Doubs (1977)",2,9.5,10.1,0.05,"  France, Doubs (1977)",4,26.3,28,0.14,"  France, Doubs (1977)",7,53.6,57.1,0.29,"  France, Doubs (1977)",12,88,93.9,0.47,"  France, Doubs (1977)",19,143.2,152.7,0.76,"  France, Doubs (1977)",20,156.1,166.5,0.83,"  France, Doubs (1977)",17,192.1,204.9,1.02,"  France, Doubs (1977)",16,177,188.8,0.94,"  France, Doubs (1977)",16,177.8,189.7,0.95,"  France, Doubs (1977)",20,269,287,1.43,"  France, Doubs (1977)",32,..,..,..,"  France, Doubs (1977)",0,..,..,..,"  France, Doubs (1977)",0,..,..,..,
