,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
Europe,  Estonia (1998-2002),2828,76.6,47.2,..,  Estonia (1998-2002),0,0,0,0,  Estonia (1998-2002),0,0,0,0,  Estonia (1998-2002),0,0,0,0,  Estonia (1998-2002),0,0,0,0,  Estonia (1998-2002),0,0,0,0,  Estonia (1998-2002),9,3.8,3.8,0.02,  Estonia (1998-2002),33,14.3,14.3,0.07,  Estonia (1998-2002),99,40.1,40.1,0.2,  Estonia (1998-2002),206,79.1,79.1,0.4,  Estonia (1998-2002),332,130.4,130.4,0.65,  Estonia (1998-2002),342,147.6,147.6,0.74,  Estonia (1998-2002),319,152.1,152.1,0.76,  Estonia (1998-2002),369,155.9,155.9,0.78,  Estonia (1998-2002),340,159.3,159.3,0.8,  Estonia (1998-2002),358,179.7,179.7,0.9,  Estonia (1998-2002),225,157.2,157.2,0.79,  Estonia (1998-2002),101,137.6,137.6,0.69,  Estonia (1998-2002),95,140.8,140.8,..,
Europe,  Finland (1998-2002),17864,134.7,80.6,..,  Finland (1998-2002),0,0,0,0,  Finland (1998-2002),0,0,0,0,  Finland (1998-2002),0,0,0,0,  Finland (1998-2002),1,0.1,0.1,0,  Finland (1998-2002),3,0.4,0.4,0,  Finland (1998-2002),45,6,6,0.03,  Finland (1998-2002),170,20.1,20.1,0.1,  Finland (1998-2002),454,48.9,48.9,0.24,  Finland (1998-2002),954,101.1,101.1,0.51,  Finland (1998-2002),1916,193.1,193.1,0.97,  Finland (1998-2002),3071,296.9,296.9,1.48,  Finland (1998-2002),2230,282.8,282.8,1.41,  Finland (1998-2002),2001,293.8,293.8,1.47,  Finland (1998-2002),1809,294.2,294.2,1.47,  Finland (1998-2002),1671,274.7,274.7,1.37,  Finland (1998-2002),1485,285.5,285.5,1.43,  Finland (1998-2002),1065,303.2,303.2,1.52,  Finland (1998-2002),989,333.7,333.7,..,
Europe,"  France, Bas-Rhin (1998-2002)",3610,136.1,93.9,..,"  France, Bas-Rhin (1998-2002)",0,0,0,0,"  France, Bas-Rhin (1998-2002)",0,0,0,0,"  France, Bas-Rhin (1998-2002)",0,0,0,0,"  France, Bas-Rhin (1998-2002)",0,0,0,0,"  France, Bas-Rhin (1998-2002)",2,1.1,1.1,0.01,"  France, Bas-Rhin (1998-2002)",15,7.6,7.6,0.04,"  France, Bas-Rhin (1998-2002)",55,27.2,27.2,0.14,"  France, Bas-Rhin (1998-2002)",124,60.7,60.7,0.3,"  France, Bas-Rhin (1998-2002)",252,127.4,127.4,0.64,"  France, Bas-Rhin (1998-2002)",402,214.9,214.9,1.07,"  France, Bas-Rhin (1998-2002)",454,287.4,287.4,1.44,"  France, Bas-Rhin (1998-2002)",386,322.7,322.7,1.61,"  France, Bas-Rhin (1998-2002)",440,378.4,378.4,1.89,"  France, Bas-Rhin (1998-2002)",468,401.7,401.7,2.01,"  France, Bas-Rhin (1998-2002)",363,331.6,331.6,1.66,"  France, Bas-Rhin (1998-2002)",291,303.3,303.3,1.52,"  France, Bas-Rhin (1998-2002)",185,368.9,368.9,1.84,"  France, Bas-Rhin (1998-2002)",173,285.2,285.2,..,
Europe,"  France, Calvados (1998-2002)",2268,134.4,91,..,"  France, Calvados (1998-2002)",0,0,0,0,"  France, Calvados (1998-2002)",0,0,0,0,"  France, Calvados (1998-2002)",0,0,0,0,"  France, Calvados (1998-2002)",1,0.8,0.8,0,"  France, Calvados (1998-2002)",2,1.7,1.7,0.01,"  France, Calvados (1998-2002)",6,5.3,5.3,0.03,"  France, Calvados (1998-2002)",28,25.1,25.1,0.13,"  France, Calvados (1998-2002)",71,61.7,61.7,0.31,"  France, Calvados (1998-2002)",157,131.8,131.8,0.66,"  France, Calvados (1998-2002)",235,195.5,195.5,0.98,"  France, Calvados (1998-2002)",324,298.7,298.7,1.49,"  France, Calvados (1998-2002)",246,328.5,328.5,1.64,"  France, Calvados (1998-2002)",285,376.9,376.9,1.88,"  France, Calvados (1998-2002)",289,359.1,359.1,1.8,"  France, Calvados (1998-2002)",238,315.2,315.2,1.58,"  France, Calvados (1998-2002)",182,275.2,275.2,1.38,"  France, Calvados (1998-2002)",102,280,280,1.4,"  France, Calvados (1998-2002)",102,229.5,229.5,..,
Europe,"  France, Doubs (1998-2002)",1513,117.9,79.1,..,"  France, Doubs (1998-2002)",0,0,0,0,"  France, Doubs (1998-2002)",0,0,0,0,"  France, Doubs (1998-2002)",0,0,0,0,"  France, Doubs (1998-2002)",0,0,0,0,"  France, Doubs (1998-2002)",0,0,0,0,"  France, Doubs (1998-2002)",6,6.7,6.7,0.03,"  France, Doubs (1998-2002)",22,24.3,24.3,0.12,"  France, Doubs (1998-2002)",49,54.4,54.4,0.27,"  France, Doubs (1998-2002)",92,102.1,102.1,0.51,"  France, Doubs (1998-2002)",166,186.5,186.5,0.93,"  France, Doubs (1998-2002)",203,241.5,241.5,1.21,"  France, Doubs (1998-2002)",161,264.1,264.1,1.32,"  France, Doubs (1998-2002)",180,310.8,310.8,1.55,"  France, Doubs (1998-2002)",182,311.7,311.7,1.56,"  France, Doubs (1998-2002)",176,328.8,328.8,1.64,"  France, Doubs (1998-2002)",127,284.3,284.3,1.42,"  France, Doubs (1998-2002)",68,268.4,268.4,1.34,"  France, Doubs (1998-2002)",81,259.7,259.7,..,
Europe,"  France, Haut-Rhin (1998-2002)",2547,140.1,91.8,..,"  France, Haut-Rhin (1998-2002)",0,0,0,0,"  France, Haut-Rhin (1998-2002)",0,0,0,0,"  France, Haut-Rhin (1998-2002)",0,0,0,0,"  France, Haut-Rhin (1998-2002)",1,0.9,0.9,0,"  France, Haut-Rhin (1998-2002)",1,1,1,0,"  France, Haut-Rhin (1998-2002)",5,4.1,4.1,0.02,"  France, Haut-Rhin (1998-2002)",43,31.2,31.2,0.16,"  France, Haut-Rhin (1998-2002)",109,77.4,77.4,0.39,"  France, Haut-Rhin (1998-2002)",182,131.9,131.9,0.66,"  France, Haut-Rhin (1998-2002)",263,197.4,197.4,0.99,"  France, Haut-Rhin (1998-2002)",325,288.8,288.8,1.44,"  France, Haut-Rhin (1998-2002)",278,325.9,325.9,1.63,"  France, Haut-Rhin (1998-2002)",282,342.3,342.3,1.71,"  France, Haut-Rhin (1998-2002)",279,322.7,322.7,1.61,"  France, Haut-Rhin (1998-2002)",305,375.2,375.2,1.88,"  France, Haut-Rhin (1998-2002)",218,324.2,324.2,1.62,"  France, Haut-Rhin (1998-2002)",121,361.9,361.9,1.81,"  France, Haut-Rhin (1998-2002)",135,322.4,322.4,..,
Europe,"  France, Herault (1998-2002)",3514,147,95.1,..,"  France, Herault (1998-2002)",0,0,0,0,"  France, Herault (1998-2002)",0,0,0,0,"  France, Herault (1998-2002)",0,0,0,0,"  France, Herault (1998-2002)",0,0,0,0,"  France, Herault (1998-2002)",3,1.7,1.7,0.01,"  France, Herault (1998-2002)",20,12.3,12.3,0.06,"  France, Herault (1998-2002)",52,32.3,32.3,0.16,"  France, Herault (1998-2002)",119,71.6,71.6,0.36,"  France, Herault (1998-2002)",233,143.9,143.9,0.72,"  France, Herault (1998-2002)",379,235.1,235.1,1.18,"  France, Herault (1998-2002)",456,288.6,288.6,1.44,"  France, Herault (1998-2002)",425,348.4,348.4,1.74,"  France, Herault (1998-2002)",408,366.2,366.2,1.83,"  France, Herault (1998-2002)",414,345.8,345.8,1.73,"  France, Herault (1998-2002)",334,290.9,290.9,1.45,"  France, Herault (1998-2002)",309,299.2,299.2,1.5,"  France, Herault (1998-2002)",174,298.3,298.3,1.49,"  France, Herault (1998-2002)",188,269,269,..,
Europe,"  France, Isere (1998-2002)",3675,130.5,90.2,..,"  France, Isere (1998-2002)",0,0,0,0,"  France, Isere (1998-2002)",0,0,0,0,"  France, Isere (1998-2002)",0,0,0,0,"  France, Isere (1998-2002)",0,0,0,0,"  France, Isere (1998-2002)",3,1.6,1.6,0.01,"  France, Isere (1998-2002)",19,9.7,9.7,0.05,"  France, Isere (1998-2002)",36,17.5,17.5,0.09,"  France, Isere (1998-2002)",138,66.1,66.1,0.33,"  France, Isere (1998-2002)",248,123.8,123.8,0.62,"  France, Isere (1998-2002)",435,221.2,221.2,1.11,"  France, Isere (1998-2002)",478,259.3,259.3,1.3,"  France, Isere (1998-2002)",495,356.3,356.3,1.78,"  France, Isere (1998-2002)",406,338.6,338.6,1.69,"  France, Isere (1998-2002)",410,343.7,343.7,1.72,"  France, Isere (1998-2002)",362,320.3,320.3,1.6,"  France, Isere (1998-2002)",304,317.9,317.9,1.59,"  France, Isere (1998-2002)",160,308.2,308.2,1.54,"  France, Isere (1998-2002)",181,274.6,274.6,..,
Europe,"  France, Loire-Atlantique (1998-2002)",4278,144.1,98.1,..,"  France, Loire-Atlantique (1998-2002)",0,0,0,0,"  France, Loire-Atlantique (1998-2002)",0,0,0,0,"  France, Loire-Atlantique (1998-2002)",0,0,0,0,"  France, Loire-Atlantique (1998-2002)",0,0,0,0,"  France, Loire-Atlantique (1998-2002)",0,0,0,0,"  France, Loire-Atlantique (1998-2002)",18,9,9,0.04,"  France, Loire-Atlantique (1998-2002)",75,36.9,36.9,0.18,"  France, Loire-Atlantique (1998-2002)",125,59.6,59.6,0.3,"  France, Loire-Atlantique (1998-2002)",309,147.9,147.9,0.74,"  France, Loire-Atlantique (1998-2002)",479,227.7,227.7,1.14,"  France, Loire-Atlantique (1998-2002)",581,293.6,293.6,1.47,"  France, Loire-Atlantique (1998-2002)",504,371.3,371.3,1.86,"  France, Loire-Atlantique (1998-2002)",520,396.8,396.8,1.98,"  France, Loire-Atlantique (1998-2002)",499,366.5,366.5,1.83,"  France, Loire-Atlantique (1998-2002)",454,346,346,1.73,"  France, Loire-Atlantique (1998-2002)",358,313.7,313.7,1.57,"  France, Loire-Atlantique (1998-2002)",172,282.7,282.7,1.41,"  France, Loire-Atlantique (1998-2002)",184,238.1,238.1,..,
Europe,"  France, Manche (1998-2002)",1599,129.6,78.8,..,"  France, Manche (1998-2002)",0,0,0,0,"  France, Manche (1998-2002)",0,0,0,0,"  France, Manche (1998-2002)",0,0,0,0,"  France, Manche (1998-2002)",0,0,0,0,"  France, Manche (1998-2002)",0,0,0,0,"  France, Manche (1998-2002)",4,5.6,5.6,0.03,"  France, Manche (1998-2002)",21,26.1,26.1,0.13,"  France, Manche (1998-2002)",45,52.4,52.4,0.26,"  France, Manche (1998-2002)",110,130.5,130.5,0.65,"  France, Manche (1998-2002)",160,197.3,197.3,0.99,"  France, Manche (1998-2002)",176,229.1,229.1,1.15,"  France, Manche (1998-2002)",167,298.1,298.1,1.49,"  France, Manche (1998-2002)",180,278.5,278.5,1.39,"  France, Manche (1998-2002)",221,308.1,308.1,1.54,"  France, Manche (1998-2002)",176,252.8,252.8,1.26,"  France, Manche (1998-2002)",151,251.2,251.2,1.26,"  France, Manche (1998-2002)",89,272.4,272.4,1.36,"  France, Manche (1998-2002)",99,257.9,257.9,..,
Europe,"  France, Somme (1998-2002)",1825,127.8,86.1,..,"  France, Somme (1998-2002)",0,0,0,0,"  France, Somme (1998-2002)",0,0,0,0,"  France, Somme (1998-2002)",0,0,0,0,"  France, Somme (1998-2002)",0,0,0,0,"  France, Somme (1998-2002)",1,1,1,0,"  France, Somme (1998-2002)",10,10,10,0.05,"  France, Somme (1998-2002)",25,25.5,25.5,0.13,"  France, Somme (1998-2002)",71,72.4,72.4,0.36,"  France, Somme (1998-2002)",130,131.6,131.6,0.66,"  France, Somme (1998-2002)",198,202.3,202.3,1.01,"  France, Somme (1998-2002)",249,272.8,272.8,1.36,"  France, Somme (1998-2002)",192,303.4,303.4,1.52,"  France, Somme (1998-2002)",194,308.3,308.3,1.54,"  France, Somme (1998-2002)",213,316,316,1.58,"  France, Somme (1998-2002)",204,310.6,310.6,1.55,"  France, Somme (1998-2002)",151,269.2,269.2,1.35,"  France, Somme (1998-2002)",94,309.1,309.1,1.55,"  France, Somme (1998-2002)",93,249.8,249.8,..,
Europe,"  France, Tarn (1998-2002)",1212,135.4,74.5,..,"  France, Tarn (1998-2002)",0,0,0,0,"  France, Tarn (1998-2002)",0,0,0,0,"  France, Tarn (1998-2002)",0,0,0,0,"  France, Tarn (1998-2002)",0,0,0,0,"  France, Tarn (1998-2002)",1,2.4,2.4,0.01,"  France, Tarn (1998-2002)",2,4.2,4.2,0.02,"  France, Tarn (1998-2002)",9,16.2,16.2,0.08,"  France, Tarn (1998-2002)",36,59.4,59.4,0.3,"  France, Tarn (1998-2002)",68,108.6,108.6,0.54,"  France, Tarn (1998-2002)",124,195.7,195.7,0.98,"  France, Tarn (1998-2002)",133,219,219,1.09,"  France, Tarn (1998-2002)",108,232.2,232.2,1.16,"  France, Tarn (1998-2002)",144,301.6,301.6,1.51,"  France, Tarn (1998-2002)",151,279.2,279.2,1.4,"  France, Tarn (1998-2002)",144,262,262,1.31,"  France, Tarn (1998-2002)",126,259.1,259.1,1.3,"  France, Tarn (1998-2002)",68,271.9,271.9,1.36,"  France, Tarn (1998-2002)",98,268.5,268.5,..,
Europe,"  France, Vendee (1998-2002)",1929,138,85.7,..,"  France, Vendee (1998-2002)",0,0,0,0,"  France, Vendee (1998-2002)",0,0,0,0,"  France, Vendee (1998-2002)",0,0,0,0,"  France, Vendee (1998-2002)",0,0,0,0,"  France, Vendee (1998-2002)",1,1.4,1.4,0.01,"  France, Vendee (1998-2002)",7,8.6,8.6,0.04,"  France, Vendee (1998-2002)",28,31.4,31.4,0.16,"  France, Vendee (1998-2002)",64,66,66,0.33,"  France, Vendee (1998-2002)",113,116.2,116.2,0.58,"  France, Vendee (1998-2002)",198,206.3,206.3,1.03,"  France, Vendee (1998-2002)",248,273.7,273.7,1.37,"  France, Vendee (1998-2002)",226,335.9,335.9,1.68,"  France, Vendee (1998-2002)",239,320.4,320.4,1.6,"  France, Vendee (1998-2002)",249,311.4,311.4,1.56,"  France, Vendee (1998-2002)",222,289.5,289.5,1.45,"  France, Vendee (1998-2002)",165,249.3,249.3,1.25,"  France, Vendee (1998-2002)",87,256.1,256.1,1.28,"  France, Vendee (1998-2002)",82,178.7,178.7,..,
Europe,"  Germany, Brandenburg (1998-2002)",7317,111.4,62.4,..,"  Germany, Brandenburg (1998-2002)",0,0,0,0,"  Germany, Brandenburg (1998-2002)",0,0,0,0,"  Germany, Brandenburg (1998-2002)",0,0,0,0,"  Germany, Brandenburg (1998-2002)",0,0,0,0,"  Germany, Brandenburg (1998-2002)",5,1.4,1.4,0.01,"  Germany, Brandenburg (1998-2002)",23,7.2,7.2,0.04,"  Germany, Brandenburg (1998-2002)",102,22.2,22.2,0.11,"  Germany, Brandenburg (1998-2002)",250,43.4,43.4,0.22,"  Germany, Brandenburg (1998-2002)",457,85.7,85.7,0.43,"  Germany, Brandenburg (1998-2002)",719,148,148,0.74,"  Germany, Brandenburg (1998-2002)",591,170.4,170.4,0.85,"  Germany, Brandenburg (1998-2002)",1002,232.7,232.7,1.16,"  Germany, Brandenburg (1998-2002)",1083,218.8,218.8,1.09,"  Germany, Brandenburg (1998-2002)",910,242.9,242.9,1.21,"  Germany, Brandenburg (1998-2002)",713,229.7,229.7,1.15,"  Germany, Brandenburg (1998-2002)",691,277.3,277.3,1.39,"  Germany, Brandenburg (1998-2002)",350,253.3,253.3,1.27,"  Germany, Brandenburg (1998-2002)",421,256.5,256.5,..,
Europe,"  Germany, Free State of Saxony (1998-2002)",13711,119.8,60.9,..,"  Germany, Free State of Saxony (1998-2002)",0,0,0,0,"  Germany, Free State of Saxony (1998-2002)",0,0,0,0,"  Germany, Free State of Saxony (1998-2002)",0,0,0,0,"  Germany, Free State of Saxony (1998-2002)",2,0.3,0.3,0,"  Germany, Free State of Saxony (1998-2002)",8,1.3,1.3,0.01,"  Germany, Free State of Saxony (1998-2002)",35,6,6,0.03,"  Germany, Free State of Saxony (1998-2002)",148,19.9,19.9,0.1,"  Germany, Free State of Saxony (1998-2002)",320,37.3,37.3,0.19,"  Germany, Free State of Saxony (1998-2002)",674,82.7,82.7,0.41,"  Germany, Free State of Saxony (1998-2002)",1177,142.6,142.6,0.71,"  Germany, Free State of Saxony (1998-2002)",1163,178.5,178.5,0.89,"  Germany, Free State of Saxony (1998-2002)",1578,201.6,201.6,1.01,"  Germany, Free State of Saxony (1998-2002)",1928,224.7,224.7,1.12,"  Germany, Free State of Saxony (1998-2002)",1580,230.7,230.7,1.15,"  Germany, Free State of Saxony (1998-2002)",1622,250.7,250.7,1.25,"  Germany, Free State of Saxony (1998-2002)",1583,272.8,272.8,1.36,"  Germany, Free State of Saxony (1998-2002)",835,259.4,259.4,1.3,"  Germany, Free State of Saxony (1998-2002)",1058,287.1,287.1,..,
Europe,"  Germany, Hamburg (1998-2002)",6113,138.5,77.7,..,"  Germany, Hamburg (1998-2002)",0,0,0,0,"  Germany, Hamburg (1998-2002)",0,0,0,0,"  Germany, Hamburg (1998-2002)",0,0,0,0,"  Germany, Hamburg (1998-2002)",0,0,0,0,"  Germany, Hamburg (1998-2002)",1,0.4,0.4,0,"  Germany, Hamburg (1998-2002)",20,6.4,6.4,0.03,"  Germany, Hamburg (1998-2002)",84,21.9,21.9,0.11,"  Germany, Hamburg (1998-2002)",186,50.2,50.2,0.25,"  Germany, Hamburg (1998-2002)",283,91.8,91.8,0.46,"  Germany, Hamburg (1998-2002)",443,162.8,162.8,0.81,"  Germany, Hamburg (1998-2002)",576,217.4,217.4,1.09,"  Germany, Hamburg (1998-2002)",859,308.9,308.9,1.54,"  Germany, Hamburg (1998-2002)",999,338.5,338.5,1.69,"  Germany, Hamburg (1998-2002)",720,321.1,321.1,1.61,"  Germany, Hamburg (1998-2002)",592,281,281,1.4,"  Germany, Hamburg (1998-2002)",586,287.6,287.6,1.44,"  Germany, Hamburg (1998-2002)",333,259.3,259.3,1.3,"  Germany, Hamburg (1998-2002)",431,282.2,282.2,..,
Europe,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",5075,112.7,64.5,..,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",0,0,0,0,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",0,0,0,0,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",0,0,0,0,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",0,0,0,0,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",4,1.5,1.5,0.01,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",15,6.8,6.8,0.03,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",73,23.8,23.8,0.12,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",194,50.5,50.5,0.25,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",318,85.8,85.8,0.43,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",484,142.4,142.4,0.71,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",474,203.6,203.6,1.02,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",622,228.3,228.3,1.14,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",775,232.5,232.5,1.16,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",587,221.4,221.4,1.11,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",518,239.5,239.5,1.2,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",474,280.8,280.8,1.4,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",260,287.2,287.2,1.44,"  Germany, Mecklenburg-Western Pomerania (1998-2002)",277,284.1,284.1,..,
Europe,"  Germany, Munich (1998-2002)",8997,149.8,84.9,..,"  Germany, Munich (1998-2002)",0,0,0,0,"  Germany, Munich (1998-2002)",0,0,0,0,"  Germany, Munich (1998-2002)",0,0,0,0,"  Germany, Munich (1998-2002)",0,0,0,0,"  Germany, Munich (1998-2002)",4,1.2,1.2,0.01,"  Germany, Munich (1998-2002)",27,6.7,6.7,0.03,"  Germany, Munich (1998-2002)",115,21.5,21.5,0.11,"  Germany, Munich (1998-2002)",285,54.6,54.6,0.27,"  Germany, Munich (1998-2002)",468,108.5,108.5,0.54,"  Germany, Munich (1998-2002)",738,190,190,0.95,"  Germany, Munich (1998-2002)",974,239.4,239.4,1.2,"  Germany, Munich (1998-2002)",1286,314.1,314.1,1.57,"  Germany, Munich (1998-2002)",1375,332.7,332.7,1.66,"  Germany, Munich (1998-2002)",941,341.4,341.4,1.71,"  Germany, Munich (1998-2002)",816,333.2,333.2,1.67,"  Germany, Munich (1998-2002)",826,342.8,342.8,1.71,"  Germany, Munich (1998-2002)",514,351,351,1.76,"  Germany, Munich (1998-2002)",628,375.8,375.8,..,
Europe,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",8671,129.5,76.1,..,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",0,0,0,0,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",0,0,0,0,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",0,0,0,0,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",1,0.3,0.3,0,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",5,1.4,1.4,0.01,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",24,6,6,0.03,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",120,22.9,22.9,0.11,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",293,53.1,53.1,0.27,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",543,108.2,108.2,0.54,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",756,170.9,170.9,0.85,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",810,219.3,219.3,1.1,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",950,269.6,269.6,1.35,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",1216,290.1,290.1,1.45,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",980,281.4,281.4,1.41,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",975,295,295,1.48,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",944,328.2,328.2,1.64,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",496,312.6,312.6,1.56,"  Germany, Northrhine-Westphalia: Munster (1998-2002)",558,329.2,329.2,..,
Europe,"  Germany, Saarland (1998-2002)",3965,143.8,76.6,..,"  Germany, Saarland (1998-2002)",0,0,0,0,"  Germany, Saarland (1998-2002)",0,0,0,0,"  Germany, Saarland (1998-2002)",0,0,0,0,"  Germany, Saarland (1998-2002)",0,0,0,0,"  Germany, Saarland (1998-2002)",1,0.7,0.7,0,"  Germany, Saarland (1998-2002)",7,4.7,4.7,0.02,"  Germany, Saarland (1998-2002)",43,21.3,21.3,0.11,"  Germany, Saarland (1998-2002)",116,51.5,51.5,0.26,"  Germany, Saarland (1998-2002)",240,113.1,113.1,0.57,"  Germany, Saarland (1998-2002)",320,164.2,164.2,0.82,"  Germany, Saarland (1998-2002)",380,239.5,239.5,1.2,"  Germany, Saarland (1998-2002)",418,259.4,259.4,1.3,"  Germany, Saarland (1998-2002)",557,282.3,282.3,1.41,"  Germany, Saarland (1998-2002)",457,286.2,286.2,1.43,"  Germany, Saarland (1998-2002)",478,316.7,316.7,1.58,"  Germany, Saarland (1998-2002)",438,319.6,319.6,1.6,"  Germany, Saarland (1998-2002)",260,360.1,360.1,1.8,"  Germany, Saarland (1998-2002)",250,329.5,329.5,..,
Europe,  Iceland (1998-2002),756,107.8,84.6,..,  Iceland (1998-2002),0,0,0,0,  Iceland (1998-2002),0,0,0,0,  Iceland (1998-2002),0,0,0,0,  Iceland (1998-2002),0,0,0,0,  Iceland (1998-2002),0,0,0,0,  Iceland (1998-2002),5,9.7,9.7,0.05,  Iceland (1998-2002),9,17.8,17.8,0.09,  Iceland (1998-2002),22,41.1,41.1,0.21,  Iceland (1998-2002),67,131.1,131.1,0.66,  Iceland (1998-2002),79,173.5,173.5,0.87,  Iceland (1998-2002),94,241.1,241.1,1.21,  Iceland (1998-2002),92,298.6,298.6,1.49,  Iceland (1998-2002),92,370.2,370.2,1.85,  Iceland (1998-2002),93,373.4,373.4,1.87,  Iceland (1998-2002),60,263.7,263.7,1.32,  Iceland (1998-2002),56,305.1,305.1,1.53,  Iceland (1998-2002),48,381.7,381.7,1.91,  Iceland (1998-2002),39,355.7,355.7,..,
Europe,  Ireland (1998-2002),9637,100.8,78.1,..,  Ireland (1998-2002),0,0,0,0,  Ireland (1998-2002),0,0,0,0,  Ireland (1998-2002),0,0,0,0,  Ireland (1998-2002),1,0.1,0.1,0,  Ireland (1998-2002),5,0.6,0.6,0,  Ireland (1998-2002),48,6.6,6.6,0.03,  Ireland (1998-2002),147,20.7,20.7,0.1,  Ireland (1998-2002),411,58.2,58.2,0.29,  Ireland (1998-2002),722,110,110,0.55,  Ireland (1998-2002),1023,170.9,170.9,0.85,  Ireland (1998-2002),1287,235.3,235.3,1.18,  Ireland (1998-2002),1323,301.6,301.6,1.51,  Ireland (1998-2002),1134,304.9,304.9,1.52,  Ireland (1998-2002),897,269.5,269.5,1.35,  Ireland (1998-2002),857,280.4,280.4,1.4,  Ireland (1998-2002),780,299.7,299.7,1.5,  Ireland (1998-2002),547,311.4,311.4,1.56,  Ireland (1998-2002),455,330.1,330.1,..,
Europe,"  Italy, Biella (1998-2002)",800,162.2,81.6,..,"  Italy, Biella (1998-2002)",0,0,0,0,"  Italy, Biella (1998-2002)",0,0,0,0,"  Italy, Biella (1998-2002)",0,0,0,0,"  Italy, Biella (1998-2002)",0,0,0,0,"  Italy, Biella (1998-2002)",0,0,0,0,"  Italy, Biella (1998-2002)",2,6.3,6.3,0.03,"  Italy, Biella (1998-2002)",6,16.8,16.8,0.08,"  Italy, Biella (1998-2002)",29,83.7,83.7,0.42,"  Italy, Biella (1998-2002)",29,92,92,0.46,"  Italy, Biella (1998-2002)",69,213.6,213.6,1.07,"  Italy, Biella (1998-2002)",97,291.7,291.7,1.46,"  Italy, Biella (1998-2002)",88,278.3,278.3,1.39,"  Italy, Biella (1998-2002)",90,263.3,263.3,1.32,"  Italy, Biella (1998-2002)",98,295.1,295.1,1.48,"  Italy, Biella (1998-2002)",87,265.3,265.3,1.33,"  Italy, Biella (1998-2002)",94,333.8,333.8,1.67,"  Italy, Biella (1998-2002)",52,321.3,321.3,1.61,"  Italy, Biella (1998-2002)",59,277.8,277.8,..,
