,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,"  USA, West Virginia (1998-2002)",6593,141.9,83.8,..,"  USA, West Virginia (1998-2002)",0,0,0,0,"  USA, West Virginia (1998-2002)",0,0,0,0,"  USA, West Virginia (1998-2002)",0,0,0,0,"  USA, West Virginia (1998-2002)",1,0.3,0.3,0,"  USA, West Virginia (1998-2002)",2,0.7,0.7,0,"  USA, West Virginia (1998-2002)",23,8.2,8.2,0.04,"  USA, West Virginia (1998-2002)",79,27.5,27.5,0.14,"  USA, West Virginia (1998-2002)",188,57.4,57.4,0.29,"  USA, West Virginia (1998-2002)",389,108.1,108.1,0.54,"  USA, West Virginia (1998-2002)",582,163.5,163.5,0.82,"  USA, West Virginia (1998-2002)",696,215.4,215.4,1.08,"  USA, West Virginia (1998-2002)",679,265.6,265.6,1.33,"  USA, West Virginia (1998-2002)",733,326.3,326.3,1.63,"  USA, West Virginia (1998-2002)",764,369,369,1.85,"  USA, West Virginia (1998-2002)",816,402.6,402.6,2.01,"  USA, West Virginia (1998-2002)",749,433.3,433.3,2.17,"  USA, West Virginia (1998-2002)",508,411.2,411.2,2.06,"  USA, West Virginia (1998-2002)",384,333.8,333.8,..,
North America,"  USA, Wisconsin (1998-2002)",19401,142.8,94.5,..,"  USA, Wisconsin (1998-2002)",0,0,0,0,"  USA, Wisconsin (1998-2002)",0,0,0,0,"  USA, Wisconsin (1998-2002)",2,0.2,0.2,0,"  USA, Wisconsin (1998-2002)",3,0.3,0.3,0,"  USA, Wisconsin (1998-2002)",9,1,1,0.01,"  USA, Wisconsin (1998-2002)",78,9.5,9.5,0.05,"  USA, Wisconsin (1998-2002)",250,27.3,27.3,0.14,"  USA, Wisconsin (1998-2002)",603,56.1,56.1,0.28,"  USA, Wisconsin (1998-2002)",1243,112.8,112.8,0.56,"  USA, Wisconsin (1998-2002)",1749,175.9,175.9,0.88,"  USA, Wisconsin (1998-2002)",2032,241.9,241.9,1.21,"  USA, Wisconsin (1998-2002)",2070,317,317,1.58,"  USA, Wisconsin (1998-2002)",2065,386.5,386.5,1.93,"  USA, Wisconsin (1998-2002)",2031,420.7,420.7,2.1,"  USA, Wisconsin (1998-2002)",2134,452.6,452.6,2.26,"  USA, Wisconsin (1998-2002)",2071,486.5,486.5,2.43,"  USA, Wisconsin (1998-2002)",1618,484.9,484.9,2.42,"  USA, Wisconsin (1998-2002)",1443,416.6,416.6,..,
,,1627049,4965.5,3375.3,0,0,4,0.2,0.2,0,0,8,0.2,0.2,0,0,32,1.4,1.4,0,0,117,6.6,6.6,0,0,955,43.6,43.6,0.25,0,6525,295.6,295.6,1.47,0,22716,966.4,966.4,4.83,0,56304,2170,2170,10.88,0,109815,4194.5,4194.5,20.93,0,157145,6638.1,6638.1,33.22,0,183907,8953.6,8953.6,44.77,0,181996,11280.3,11280.3,56.4,0,171582,13191.8,13191.8,66,0,175220,14870.7,14870.7,74.37,0,181470,15962.7,15962.7,79.83,0,167779,16823.5,16823.5,84.12,0,115682,16050.7,16050.8,80.26,0,95781,13762.5,13762.6,0,
Asia,Bahrain: Bahraini (1998-2002),340,34.4,46.8,..,Bahrain: Bahraini (1998-2002),0,0,0,0,Bahrain: Bahraini (1998-2002),0,0,0,0,Bahrain: Bahraini (1998-2002),0,0,0,0,Bahrain: Bahraini (1998-2002),0,0,0,0,Bahrain: Bahraini (1998-2002),3,3.3,3.3,0.02,Bahrain: Bahraini (1998-2002),2,2.7,2.7,0.01,Bahrain: Bahraini (1998-2002),20,27.6,27.6,0.14,Bahrain: Bahraini (1998-2002),54,73.5,73.5,0.37,Bahrain: Bahraini (1998-2002),74,121.5,121.5,0.61,Bahrain: Bahraini (1998-2002),51,119.8,119.8,0.6,Bahrain: Bahraini (1998-2002),43,158.9,158.9,0.79,Bahrain: Bahraini (1998-2002),25,115.7,115.7,0.58,Bahrain: Bahraini (1998-2002),20,97.6,97.6,0.49,Bahrain: Bahraini (1998-2002),27,183.3,183.3,0.92,Bahrain: Bahraini (1998-2002),11,101.3,101.3,0.51,Bahrain: Bahraini (1998-2002),3,..,..,..,Bahrain: Bahraini (1998-2002),4,..,..,..,Bahrain: Bahraini (1998-2002),3,..,..,..,
Asia,"  China, Guangzhou City (2000-2002)",1903,36.4,31.4,..,"  China, Guangzhou City (2000-2002)",0,0,0,0,"  China, Guangzhou City (2000-2002)",0,0,0,0,"  China, Guangzhou City (2000-2002)",0,0,0,0,"  China, Guangzhou City (2000-2002)",0,0,0,0,"  China, Guangzhou City (2000-2002)",4,0.9,0.9,0,"  China, Guangzhou City (2000-2002)",25,4.8,4.8,0.02,"  China, Guangzhou City (2000-2002)",69,13.5,13.5,0.07,"  China, Guangzhou City (2000-2002)",155,32,32,0.16,"  China, Guangzhou City (2000-2002)",272,73.2,73.2,0.37,"  China, Guangzhou City (2000-2002)",417,139.5,139.5,0.7,"  China, Guangzhou City (2000-2002)",262,94.2,94.2,0.47,"  China, Guangzhou City (2000-2002)",167,64.6,64.6,0.32,"  China, Guangzhou City (2000-2002)",151,71.2,71.2,0.36,"  China, Guangzhou City (2000-2002)",132,76.3,76.3,0.38,"  China, Guangzhou City (2000-2002)",92,71.7,71.7,0.36,"  China, Guangzhou City (2000-2002)",49,53.8,53.8,0.27,"  China, Guangzhou City (2000-2002)",92,173.7,173.7,0.87,"  China, Guangzhou City (2000-2002)",16,43.3,43.3,..,
Asia,"  China, Harbin City, Nangang District (1998-2002)",703,33.6,25.7,..,"  China, Harbin City, Nangang District (1998-2002)",0,0,0,0,"  China, Harbin City, Nangang District (1998-2002)",0,0,0,0,"  China, Harbin City, Nangang District (1998-2002)",0,0,0,0,"  China, Harbin City, Nangang District (1998-2002)",0,0,0,0,"  China, Harbin City, Nangang District (1998-2002)",1,0.5,0.5,0,"  China, Harbin City, Nangang District (1998-2002)",6,3.4,3.4,0.02,"  China, Harbin City, Nangang District (1998-2002)",38,20.2,20.2,0.1,"  China, Harbin City, Nangang District (1998-2002)",66,30.3,30.3,0.15,"  China, Harbin City, Nangang District (1998-2002)",118,56.7,56.7,0.28,"  China, Harbin City, Nangang District (1998-2002)",123,70.2,70.2,0.35,"  China, Harbin City, Nangang District (1998-2002)",91,84.3,84.3,0.42,"  China, Harbin City, Nangang District (1998-2002)",67,71.3,71.3,0.36,"  China, Harbin City, Nangang District (1998-2002)",74,72.4,72.4,0.36,"  China, Harbin City, Nangang District (1998-2002)",69,85.9,85.9,0.43,"  China, Harbin City, Nangang District (1998-2002)",30,63.9,63.9,0.32,"  China, Harbin City, Nangang District (1998-2002)",14,59.2,59.2,0.3,"  China, Harbin City, Nangang District (1998-2002)",4,36.9,36.9,0.18,"  China, Harbin City, Nangang District (1998-2002)",2,23.4,23.4,..,
Asia,"  China, Hong Kong (1998-2002)",9411,55.6,41.3,..,"  China, Hong Kong (1998-2002)",0,0,0,0,"  China, Hong Kong (1998-2002)",0,0,0,0,"  China, Hong Kong (1998-2002)",0,0,0,0,"  China, Hong Kong (1998-2002)",1,0.1,0.1,0,"  China, Hong Kong (1998-2002)",12,1,1,0.01,"  China, Hong Kong (1998-2002)",95,6.7,6.7,0.03,"  China, Hong Kong (1998-2002)",327,20.1,20.1,0.1,"  China, Hong Kong (1998-2002)",859,47.2,47.2,0.24,"  China, Hong Kong (1998-2002)",1544,94,94,0.47,"  China, Hong Kong (1998-2002)",1580,122.4,122.4,0.61,"  China, Hong Kong (1998-2002)",1124,118.8,118.9,0.59,"  China, Hong Kong (1998-2002)",713,124,124.1,0.62,"  China, Hong Kong (1998-2002)",638,106.4,106.5,0.53,"  China, Hong Kong (1998-2002)",669,109.3,109.3,0.55,"  China, Hong Kong (1998-2002)",587,111.9,111.9,0.56,"  China, Hong Kong (1998-2002)",527,134.1,134.2,0.67,"  China, Hong Kong (1998-2002)",414,167.8,167.9,0.84,"  China, Hong Kong (1998-2002)",317,159.7,159.8,..,
Asia,"  China, Jiashan (1998-2002)",199,21,14.7,..,"  China, Jiashan (1998-2002)",0,0,0,0,"  China, Jiashan (1998-2002)",0,0,0,0,"  China, Jiashan (1998-2002)",0,0,0,0,"  China, Jiashan (1998-2002)",0,0,0,0,"  China, Jiashan (1998-2002)",0,0,0,0,"  China, Jiashan (1998-2002)",4,6.2,6.2,0.03,"  China, Jiashan (1998-2002)",9,8.7,8.7,0.04,"  China, Jiashan (1998-2002)",20,19.9,19.9,0.1,"  China, Jiashan (1998-2002)",24,32.6,32.6,0.16,"  China, Jiashan (1998-2002)",38,45.1,45.1,0.23,"  China, Jiashan (1998-2002)",25,37.1,37.1,0.19,"  China, Jiashan (1998-2002)",19,41,41,0.21,"  China, Jiashan (1998-2002)",17,44.5,44.5,0.22,"  China, Jiashan (1998-2002)",14,35,35,0.18,"  China, Jiashan (1998-2002)",10,31.6,31.6,0.16,"  China, Jiashan (1998-2002)",12,52.9,52.9,0.26,"  China, Jiashan (1998-2002)",5,41,41,0.2,"  China, Jiashan (1998-2002)",2,30.9,30.9,..,
Asia,"  China, Shanghai (1998-2002)",8508,54.9,35.2,..,"  China, Shanghai (1998-2002)",0,0,0,0,"  China, Shanghai (1998-2002)",0,0,0,0,"  China, Shanghai (1998-2002)",1,0.1,0.1,0,"  China, Shanghai (1998-2002)",1,0.1,0.1,0,"  China, Shanghai (1998-2002)",8,0.7,0.7,0,"  China, Shanghai (1998-2002)",40,4.1,4.1,0.02,"  China, Shanghai (1998-2002)",105,10.7,10.7,0.05,"  China, Shanghai (1998-2002)",431,32,32,0.16,"  China, Shanghai (1998-2002)",1399,76.5,76.5,0.38,"  China, Shanghai (1998-2002)",1618,104.4,104.4,0.52,"  China, Shanghai (1998-2002)",1107,114.1,114.1,0.57,"  China, Shanghai (1998-2002)",675,112.2,112.2,0.56,"  China, Shanghai (1998-2002)",654,100.9,100.9,0.5,"  China, Shanghai (1998-2002)",792,95.6,95.6,0.48,"  China, Shanghai (1998-2002)",756,111.5,111.5,0.56,"  China, Shanghai (1998-2002)",481,102.5,102.5,0.51,"  China, Shanghai (1998-2002)",281,108.7,108.7,0.54,"  China, Shanghai (1998-2002)",159,107.8,107.8,..,
Asia,"  China, Zhongshan (1998-2002)",561,17,15.4,..,"  China, Zhongshan (1998-2002)",0,0,0,0,"  China, Zhongshan (1998-2002)",0,0,0,0,"  China, Zhongshan (1998-2002)",0,0,0,0,"  China, Zhongshan (1998-2002)",2,0.8,0.8,0,"  China, Zhongshan (1998-2002)",2,0.9,0.9,0,"  China, Zhongshan (1998-2002)",15,4.9,4.9,0.02,"  China, Zhongshan (1998-2002)",38,11.6,11.6,0.06,"  China, Zhongshan (1998-2002)",54,19,19,0.09,"  China, Zhongshan (1998-2002)",98,44.8,44.8,0.22,"  China, Zhongshan (1998-2002)",125,54,54,0.27,"  China, Zhongshan (1998-2002)",87,50.3,50.3,0.25,"  China, Zhongshan (1998-2002)",39,38.4,38.4,0.19,"  China, Zhongshan (1998-2002)",30,31.1,31.1,0.16,"  China, Zhongshan (1998-2002)",29,31.5,31.5,0.16,"  China, Zhongshan (1998-2002)",17,21.6,21.6,0.11,"  China, Zhongshan (1998-2002)",7,11.4,11.4,0.06,"  China, Zhongshan (1998-2002)",10,27.8,27.8,0.14,"  China, Zhongshan (1998-2002)",8,30.9,30.9,..,
Asia,"  India, Chennai (Madras) (1998-2002)",2487,23.6,26.5,..,"  India, Chennai (Madras) (1998-2002)",0,0,0,0,"  India, Chennai (Madras) (1998-2002)",0,0,0,0,"  India, Chennai (Madras) (1998-2002)",0,0,0,0,"  India, Chennai (Madras) (1998-2002)",4,0.4,0.4,0,"  India, Chennai (Madras) (1998-2002)",4,0.3,0.3,0,"  India, Chennai (Madras) (1998-2002)",62,5.4,5.4,0.03,"  India, Chennai (Madras) (1998-2002)",130,14.7,14.7,0.07,"  India, Chennai (Madras) (1998-2002)",220,25.6,25.6,0.13,"  India, Chennai (Madras) (1998-2002)",305,48.4,48.4,0.24,"  India, Chennai (Madras) (1998-2002)",384,68.5,68.5,0.34,"  India, Chennai (Madras) (1998-2002)",336,75,75,0.38,"  India, Chennai (Madras) (1998-2002)",302,89.9,89.9,0.45,"  India, Chennai (Madras) (1998-2002)",275,86.5,86.5,0.43,"  India, Chennai (Madras) (1998-2002)",207,91,91,0.46,"  India, Chennai (Madras) (1998-2002)",139,86.9,86.9,0.43,"  India, Chennai (Madras) (1998-2002)",68,..,..,..,"  India, Chennai (Madras) (1998-2002)",33,..,..,..,"  India, Chennai (Madras) (1998-2002)",18,..,..,..,
Asia,"  India, Delhi (1998-2002)",5839,20.7,30.7,..,"  India, Delhi (1998-2002)",0,0,0,0,"  India, Delhi (1998-2002)",0,0,0,0,"  India, Delhi (1998-2002)",0,0,0,0,"  India, Delhi (1998-2002)",0,0,0,0,"  India, Delhi (1998-2002)",55,2,2,0.01,"  India, Delhi (1998-2002)",152,5.2,5.2,0.03,"  India, Delhi (1998-2002)",307,12.5,12.6,0.06,"  India, Delhi (1998-2002)",562,26.5,26.6,0.13,"  India, Delhi (1998-2002)",863,58.7,59,0.29,"  India, Delhi (1998-2002)",833,70.9,71.3,0.36,"  India, Delhi (1998-2002)",892,103.8,104.4,0.52,"  India, Delhi (1998-2002)",651,94.6,95.1,0.48,"  India, Delhi (1998-2002)",613,105.1,105.7,0.53,"  India, Delhi (1998-2002)",428,106.7,107.3,0.54,"  India, Delhi (1998-2002)",251,99.1,99.6,0.5,"  India, Delhi (1998-2002)",125,..,..,..,"  India, Delhi (1998-2002)",50,..,..,..,"  India, Delhi (1998-2002)",26,..,..,..,
Asia,"  India, Karunagappally (1998-2002)",149,14.3,16,..,"  India, Karunagappally (1998-2002)",0,0,0,0,"  India, Karunagappally (1998-2002)",0,0,0,0,"  India, Karunagappally (1998-2002)",0,0,0,0,"  India, Karunagappally (1998-2002)",0,0,0,0,"  India, Karunagappally (1998-2002)",0,0,0,0,"  India, Karunagappally (1998-2002)",4,3.9,3.9,0.02,"  India, Karunagappally (1998-2002)",5,6.5,6.5,0.03,"  India, Karunagappally (1998-2002)",27,36.9,36.9,0.18,"  India, Karunagappally (1998-2002)",24,47.5,47.5,0.24,"  India, Karunagappally (1998-2002)",16,31.2,31.2,0.16,"  India, Karunagappally (1998-2002)",16,41.9,41.9,0.21,"  India, Karunagappally (1998-2002)",22,56.8,56.8,0.28,"  India, Karunagappally (1998-2002)",12,36.9,36.9,0.18,"  India, Karunagappally (1998-2002)",14,52,52,0.26,"  India, Karunagappally (1998-2002)",6,37.4,37.4,0.19,"  India, Karunagappally (1998-2002)",2,..,..,..,"  India, Karunagappally (1998-2002)",1,..,..,..,"  India, Karunagappally (1998-2002)",0,..,..,..,
Asia,"  India, Mumbai (Bombay) (1998-2002)",5792,21.9,26.9,..,"  India, Mumbai (Bombay) (1998-2002)",2,0.1,0.1,0,"  India, Mumbai (Bombay) (1998-2002)",1,0,0,0,"  India, Mumbai (Bombay) (1998-2002)",1,0,0,0,"  India, Mumbai (Bombay) (1998-2002)",5,0.2,0.2,0,"  India, Mumbai (Bombay) (1998-2002)",26,1,1,0,"  India, Mumbai (Bombay) (1998-2002)",110,4.1,4.1,0.02,"  India, Mumbai (Bombay) (1998-2002)",253,11.3,11.3,0.06,"  India, Mumbai (Bombay) (1998-2002)",476,22.4,22.5,0.11,"  India, Mumbai (Bombay) (1998-2002)",676,42.3,42.4,0.21,"  India, Mumbai (Bombay) (1998-2002)",888,63,63.2,0.32,"  India, Mumbai (Bombay) (1998-2002)",814,77.6,77.8,0.39,"  India, Mumbai (Bombay) (1998-2002)",661,86.9,87.1,0.44,"  India, Mumbai (Bombay) (1998-2002)",588,88.4,88.6,0.44,"  India, Mumbai (Bombay) (1998-2002)",542,104.4,104.7,0.52,"  India, Mumbai (Bombay) (1998-2002)",353,103.1,103.4,0.52,"  India, Mumbai (Bombay) (1998-2002)",203,111.5,111.8,0.56,"  India, Mumbai (Bombay) (1998-2002)",112,..,..,..,"  India, Mumbai (Bombay) (1998-2002)",67,..,..,..,
Asia,"  India, Nagpur (1998-2002)",1133,23.2,27.4,..,"  India, Nagpur (1998-2002)",0,0,0,0,"  India, Nagpur (1998-2002)",0,0,0,0,"  India, Nagpur (1998-2002)",0,0,0,0,"  India, Nagpur (1998-2002)",2,0.4,0.4,0,"  India, Nagpur (1998-2002)",12,2.4,2.4,0.01,"  India, Nagpur (1998-2002)",37,7.7,7.8,0.04,"  India, Nagpur (1998-2002)",94,23.1,23.4,0.12,"  India, Nagpur (1998-2002)",102,27.8,28.1,0.14,"  India, Nagpur (1998-2002)",163,58.6,59.2,0.3,"  India, Nagpur (1998-2002)",155,67,67.7,0.34,"  India, Nagpur (1998-2002)",160,89.7,90.7,0.45,"  India, Nagpur (1998-2002)",118,88.4,89.3,0.45,"  India, Nagpur (1998-2002)",126,90.9,91.8,0.46,"  India, Nagpur (1998-2002)",89,78.3,79.1,0.4,"  India, Nagpur (1998-2002)",38,49.7,50.3,0.25,"  India, Nagpur (1998-2002)",12,35.7,36.1,0.18,"  India, Nagpur (1998-2002)",11,..,..,..,"  India, Nagpur (1998-2002)",2,..,..,..,
Asia,"  India, Poona (1998-2002)",1598,19,24.4,..,"  India, Poona (1998-2002)",1,0.1,0.1,0,"  India, Poona (1998-2002)",1,0.1,0.1,0,"  India, Poona (1998-2002)",0,0,0,0,"  India, Poona (1998-2002)",4,0.5,0.5,0,"  India, Poona (1998-2002)",7,0.8,0.8,0,"  India, Poona (1998-2002)",25,2.8,2.9,0.01,"  India, Poona (1998-2002)",71,10,10,0.05,"  India, Poona (1998-2002)",114,17.4,17.5,0.09,"  India, Poona (1998-2002)",192,39.6,39.8,0.2,"  India, Poona (1998-2002)",218,51.9,52.3,0.26,"  India, Poona (1998-2002)",232,74.6,75.1,0.38,"  India, Poona (1998-2002)",179,79.1,79.6,0.4,"  India, Poona (1998-2002)",184,87.8,88.4,0.44,"  India, Poona (1998-2002)",156,92.6,93.2,0.47,"  India, Poona (1998-2002)",95,85.2,85.8,0.43,"  India, Poona (1998-2002)",58,102.5,103.2,0.52,"  India, Poona (1998-2002)",33,..,..,..,"  India, Poona (1998-2002)",17,..,..,..,
Asia,"  India, Trivandrum (1998-2002)",746,25.3,24.2,..,"  India, Trivandrum (1998-2002)",0,0,0,0,"  India, Trivandrum (1998-2002)",0,0,0,0,"  India, Trivandrum (1998-2002)",0,0,0,0,"  India, Trivandrum (1998-2002)",0,0,0,0,"  India, Trivandrum (1998-2002)",3,1.1,1.1,0.01,"  India, Trivandrum (1998-2002)",7,2.6,2.6,0.01,"  India, Trivandrum (1998-2002)",27,10.9,10.9,0.05,"  India, Trivandrum (1998-2002)",68,27.6,27.6,0.14,"  India, Trivandrum (1998-2002)",115,59.4,59.4,0.3,"  India, Trivandrum (1998-2002)",127,66.9,66.9,0.33,"  India, Trivandrum (1998-2002)",103,74.3,74.3,0.37,"  India, Trivandrum (1998-2002)",93,80.6,80.6,0.4,"  India, Trivandrum (1998-2002)",76,73.9,73.9,0.37,"  India, Trivandrum (1998-2002)",61,69.5,69.5,0.35,"  India, Trivandrum (1998-2002)",34,58.8,58.8,0.29,"  India, Trivandrum (1998-2002)",16,..,..,..,"  India, Trivandrum (1998-2002)",10,..,..,..,"  India, Trivandrum (1998-2002)",6,..,..,..,
Asia,  Israel (1998-2002),16409,105.9,92.2,..,  Israel (1998-2002),0,0,0,0,  Israel (1998-2002),0,0,0,0,  Israel (1998-2002),1,0.1,0.1,0,  Israel (1998-2002),5,0.4,0.4,0,  Israel (1998-2002),17,1.3,1.3,0.01,  Israel (1998-2002),118,9.9,9.9,0.05,  Israel (1998-2002),293,30,30,0.15,  Israel (1998-2002),621,66,66,0.33,  Israel (1998-2002),1088,116.6,116.6,0.58,  Israel (1998-2002),1894,205.3,205.3,1.03,  Israel (1998-2002),2251,274.4,274.4,1.37,  Israel (1998-2002),1681,305.4,305.4,1.53,  Israel (1998-2002),1957,361.4,361.4,1.81,  Israel (1998-2002),1747,350,350,1.75,  Israel (1998-2002),1819,396.2,396.2,1.98,  Israel (1998-2002),1386,..,..,..,  Israel (1998-2002),838,..,..,..,  Israel (1998-2002),693,..,..,..,
Asia,"  Japan, Aichi Prefecture (1998-2002)",1309,50.8,35.8,..,"  Japan, Aichi Prefecture (1998-2002)",2,1.3,1.3,0.01,"  Japan, Aichi Prefecture (1998-2002)",0,0,0,0,"  Japan, Aichi Prefecture (1998-2002)",0,0,0,0,"  Japan, Aichi Prefecture (1998-2002)",0,0,0,0,"  Japan, Aichi Prefecture (1998-2002)",0,0,0,0,"  Japan, Aichi Prefecture (1998-2002)",5,2.1,2.1,0.01,"  Japan, Aichi Prefecture (1998-2002)",24,11.8,11.8,0.06,"  Japan, Aichi Prefecture (1998-2002)",67,39.1,39.1,0.2,"  Japan, Aichi Prefecture (1998-2002)",120,79.1,79.1,0.4,"  Japan, Aichi Prefecture (1998-2002)",204,117.3,117.3,0.59,"  Japan, Aichi Prefecture (1998-2002)",244,115.4,115.4,0.58,"  Japan, Aichi Prefecture (1998-2002)",164,95.4,95.4,0.48,"  Japan, Aichi Prefecture (1998-2002)",137,102.4,102.4,0.51,"  Japan, Aichi Prefecture (1998-2002)",111,99,99,0.5,"  Japan, Aichi Prefecture (1998-2002)",95,106.5,106.5,0.53,"  Japan, Aichi Prefecture (1998-2002)",69,104.3,104.3,0.52,"  Japan, Aichi Prefecture (1998-2002)",36,78.7,78.7,0.39,"  Japan, Aichi Prefecture (1998-2002)",31,74.2,74.2,..,
Asia,"  Japan, Fukui Prefecture (1998-2002)",1102,51.6,32.2,..,"  Japan, Fukui Prefecture (1998-2002)",0,0,0,0,"  Japan, Fukui Prefecture (1998-2002)",0,0,0,0,"  Japan, Fukui Prefecture (1998-2002)",0,0,0,0,"  Japan, Fukui Prefecture (1998-2002)",1,0.8,0.8,0,"  Japan, Fukui Prefecture (1998-2002)",2,1.8,1.8,0.01,"  Japan, Fukui Prefecture (1998-2002)",3,2.2,2.2,0.01,"  Japan, Fukui Prefecture (1998-2002)",13,10.2,10.2,0.05,"  Japan, Fukui Prefecture (1998-2002)",48,38.2,38.2,0.19,"  Japan, Fukui Prefecture (1998-2002)",88,68.1,68.1,0.34,"  Japan, Fukui Prefecture (1998-2002)",177,121.3,121.3,0.61,"  Japan, Fukui Prefecture (1998-2002)",157,97.4,97.4,0.49,"  Japan, Fukui Prefecture (1998-2002)",132,99.7,99.7,0.5,"  Japan, Fukui Prefecture (1998-2002)",105,82.3,82.3,0.41,"  Japan, Fukui Prefecture (1998-2002)",111,82.9,82.9,0.41,"  Japan, Fukui Prefecture (1998-2002)",92,73.8,73.8,0.37,"  Japan, Fukui Prefecture (1998-2002)",88,86.6,86.6,0.43,"  Japan, Fukui Prefecture (1998-2002)",57,80.5,80.5,0.4,"  Japan, Fukui Prefecture (1998-2002)",28,40.9,40.9,..,
Asia,"  Japan, Hiroshima (1996-2000)",1774,61.8,41.7,..,"  Japan, Hiroshima (1996-2000)",0,0,0,0,"  Japan, Hiroshima (1996-2000)",0,0,0,0,"  Japan, Hiroshima (1996-2000)",0,0,0,0,"  Japan, Hiroshima (1996-2000)",0,0,0,0,"  Japan, Hiroshima (1996-2000)",2,0.9,0.9,0,"  Japan, Hiroshima (1996-2000)",4,1.7,1.7,0.01,"  Japan, Hiroshima (1996-2000)",38,18.5,18.6,0.09,"  Japan, Hiroshima (1996-2000)",82,44.4,44.4,0.22,"  Japan, Hiroshima (1996-2000)",156,83.8,84,0.42,"  Japan, Hiroshima (1996-2000)",292,135.2,135.4,0.68,"  Japan, Hiroshima (1996-2000)",293,130.1,130.3,0.65,"  Japan, Hiroshima (1996-2000)",216,118.9,119.1,0.6,"  Japan, Hiroshima (1996-2000)",203,135.4,135.7,0.68,"  Japan, Hiroshima (1996-2000)",156,117.7,117.9,0.59,"  Japan, Hiroshima (1996-2000)",123,111.7,111.9,0.56,"  Japan, Hiroshima (1996-2000)",90,107.9,108,0.54,"  Japan, Hiroshima (1996-2000)",65,110.2,110.4,0.55,"  Japan, Hiroshima (1996-2000)",51,95.5,95.7,..,
Asia,"  Japan, Miyagi Prefecture (1998-2002)",3966,65.7,42.5,..,"  Japan, Miyagi Prefecture (1998-2002)",0,0,0,0,"  Japan, Miyagi Prefecture (1998-2002)",0,0,0,0,"  Japan, Miyagi Prefecture (1998-2002)",0,0,0,0,"  Japan, Miyagi Prefecture (1998-2002)",0,0,0,0,"  Japan, Miyagi Prefecture (1998-2002)",1,0.2,0.2,0,"  Japan, Miyagi Prefecture (1998-2002)",25,5.8,5.8,0.03,"  Japan, Miyagi Prefecture (1998-2002)",91,24.3,24.3,0.12,"  Japan, Miyagi Prefecture (1998-2002)",170,46.2,46.2,0.23,"  Japan, Miyagi Prefecture (1998-2002)",346,89.3,89.3,0.45,"  Japan, Miyagi Prefecture (1998-2002)",625,141.2,141.2,0.71,"  Japan, Miyagi Prefecture (1998-2002)",579,129.2,129.2,0.65,"  Japan, Miyagi Prefecture (1998-2002)",427,119.4,119.4,0.6,"  Japan, Miyagi Prefecture (1998-2002)",455,128.9,128.9,0.64,"  Japan, Miyagi Prefecture (1998-2002)",424,120,120,0.6,"  Japan, Miyagi Prefecture (1998-2002)",327,104.1,104.1,0.52,"  Japan, Miyagi Prefecture (1998-2002)",255,106.7,106.7,0.53,"  Japan, Miyagi Prefecture (1998-2002)",137,90.2,90.2,0.45,"  Japan, Miyagi Prefecture (1998-2002)",104,79,79,..,
