,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,"  USA, California, Los Angeles: Other White (1978-1982)",98,1,0.7,..,"  USA, California, Los Angeles: Other White (1978-1982)",0,0,0,0,"  USA, California, Los Angeles: Other White (1978-1982)",0,0,0,0,"  USA, California, Los Angeles: Other White (1978-1982)",0,0,0,0,"  USA, California, Los Angeles: Other White (1978-1982)",0,0,0,0,"  USA, California, Los Angeles: Other White (1978-1982)",0,0,0,0,"  USA, California, Los Angeles: Other White (1978-1982)",0,0,0,0,"  USA, California, Los Angeles: Other White (1978-1982)",0,0,0,0,"  USA, California, Los Angeles: Other White (1978-1982)",1,0.1,0.1,0,"  USA, California, Los Angeles: Other White (1978-1982)",1,0.2,0.2,0,"  USA, California, Los Angeles: Other White (1978-1982)",9,1.6,1.6,0.01,"  USA, California, Los Angeles: Other White (1978-1982)",5,0.8,0.8,0,"  USA, California, Los Angeles: Other White (1978-1982)",12,1.8,1.8,0.01,"  USA, California, Los Angeles: Other White (1978-1982)",14,2.6,2.6,0.01,"  USA, California, Los Angeles: Other White (1978-1982)",16,3.7,3.7,0.02,"  USA, California, Los Angeles: Other White (1978-1982)",15,5,5,0.03,"  USA, California, Los Angeles: Other White (1978-1982)",9,..,..,..,"  USA, California, Los Angeles: Other White (1978-1982)",7,..,..,..,"  USA, California, Los Angeles: Other White (1978-1982)",9,..,..,..,
North America,"  USA, California, San Francisco: Black (1978-1982)",11,1.1,1.3,..,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",1,1.6,1.6,0.01,"  USA, California, San Francisco: Black (1978-1982)",1,1.9,1.9,0.01,"  USA, California, San Francisco: Black (1978-1982)",1,2.3,2.3,0.01,"  USA, California, San Francisco: Black (1978-1982)",1,2.4,2.4,0.01,"  USA, California, San Francisco: Black (1978-1982)",3,7.2,7.2,0.04,"  USA, California, San Francisco: Black (1978-1982)",1,2.9,2.9,0.01,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Black (1978-1982)",1,9.9,9.9,0.05,"  USA, California, San Francisco: Black (1978-1982)",1,22.6,22.6,0.11,"  USA, California, San Francisco: Black (1978-1982)",1,36.3,36.3,..,
North America,"  USA, California, San Francisco: Chinese (1978-1982)",2,0.6,0.4,..,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",1,7.9,7.9,0.04,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",1,16.9,16.9,0.08,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Chinese (1978-1982)",0,0,0,..,
North America,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,..,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Filipino (1978-1982)",0,0,0,..,
North America,"  USA, California, San Francisco: Japanese (1978-1982)",1,1.1,0.7,..,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",1,17.1,17.1,0.09,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,0,"  USA, California, San Francisco: Japanese (1978-1982)",0,0,0,..,
North America,"  USA, California, San Francisco: White (1978-1982)",60,1,0.8,..,"  USA, California, San Francisco: White (1978-1982)",0,0,0,0,"  USA, California, San Francisco: White (1978-1982)",0,0,0,0,"  USA, California, San Francisco: White (1978-1982)",0,0,0,0,"  USA, California, San Francisco: White (1978-1982)",0,0,0,0,"  USA, California, San Francisco: White (1978-1982)",0,0,0,0,"  USA, California, San Francisco: White (1978-1982)",0,0,0,0,"  USA, California, San Francisco: White (1978-1982)",0,0,0,0,"  USA, California, San Francisco: White (1978-1982)",1,0.2,0.2,0,"  USA, California, San Francisco: White (1978-1982)",8,2.2,2.2,0.01,"  USA, California, San Francisco: White (1978-1982)",2,0.6,0.6,0,"  USA, California, San Francisco: White (1978-1982)",1,0.3,0.3,0,"  USA, California, San Francisco: White (1978-1982)",12,3.5,3.5,0.02,"  USA, California, San Francisco: White (1978-1982)",6,2.1,2.1,0.01,"  USA, California, San Francisco: White (1978-1982)",8,3.6,3.6,0.02,"  USA, California, San Francisco: White (1978-1982)",12,7.5,7.5,0.04,"  USA, California, San Francisco: White (1978-1982)",7,6.6,6.6,0.03,"  USA, California, San Francisco: White (1978-1982)",3,4.8,4.8,0.02,"  USA, California, San Francisco: White (1978-1982)",0,0,0,..,
North America,"  USA, Connecticut: Black (1978-1982)",3,0.6,0.8,..,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",1,4.3,4.3,0.02,"  USA, Connecticut: Black (1978-1982)",1,4.7,4.7,0.02,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",1,16.4,16.4,0.08,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,0,"  USA, Connecticut: Black (1978-1982)",0,0,0,..,
North America,"  USA, Connecticut: White (1978-1982)",64,0.9,0.7,..,"  USA, Connecticut: White (1978-1982)",0,0,0,0,"  USA, Connecticut: White (1978-1982)",0,0,0,0,"  USA, Connecticut: White (1978-1982)",0,0,0,0,"  USA, Connecticut: White (1978-1982)",0,0,0,0,"  USA, Connecticut: White (1978-1982)",0,0,0,0,"  USA, Connecticut: White (1978-1982)",0,0,0,0,"  USA, Connecticut: White (1978-1982)",1,0.2,0.2,0,"  USA, Connecticut: White (1978-1982)",0,0,0,0,"  USA, Connecticut: White (1978-1982)",2,0.5,0.5,0,"  USA, Connecticut: White (1978-1982)",2,0.5,0.5,0,"  USA, Connecticut: White (1978-1982)",4,1,1,0,"  USA, Connecticut: White (1978-1982)",6,1.5,1.5,0.01,"  USA, Connecticut: White (1978-1982)",7,2,2,0.01,"  USA, Connecticut: White (1978-1982)",13,4.8,4.8,0.02,"  USA, Connecticut: White (1978-1982)",9,4.8,4.8,0.02,"  USA, Connecticut: White (1978-1982)",10,8.5,8.5,0.04,"  USA, Connecticut: White (1978-1982)",6,8.7,8.7,0.04,"  USA, Connecticut: White (1978-1982)",4,8,8,..,
North America,"  USA, Georgia, Atlanta: Black (1978-1982)",8,0.7,1.1,..,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",1,2.4,2.4,0.01,"  USA, Georgia, Atlanta: Black (1978-1982)",1,2.9,2.9,0.01,"  USA, Georgia, Atlanta: Black (1978-1982)",1,3.4,3.4,0.02,"  USA, Georgia, Atlanta: Black (1978-1982)",1,4.1,4.1,0.02,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",3,20.7,20.7,0.1,"  USA, Georgia, Atlanta: Black (1978-1982)",1,12,12,0.06,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1978-1982)",0,0,0,..,
North America,"  USA, Georgia, Atlanta: White (1978-1982)",19,0.6,0.6,..,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: White (1978-1982)",1,0.4,0.4,0,"  USA, Georgia, Atlanta: White (1978-1982)",2,1.1,1.1,0.01,"  USA, Georgia, Atlanta: White (1978-1982)",2,1.2,1.2,0.01,"  USA, Georgia, Atlanta: White (1978-1982)",3,1.9,1.9,0.01,"  USA, Georgia, Atlanta: White (1978-1982)",1,0.7,0.7,0,"  USA, Georgia, Atlanta: White (1978-1982)",3,2.9,2.9,0.01,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,0,"  USA, Georgia, Atlanta: White (1978-1982)",1,2,2,0.01,"  USA, Georgia, Atlanta: White (1978-1982)",4,13.3,13.3,0.07,"  USA, Georgia, Atlanta: White (1978-1982)",2,12.6,12.6,0.06,"  USA, Georgia, Atlanta: White (1978-1982)",0,0,0,..,
North America,"  USA, Iowa (1978-1982)",49,0.7,0.5,..,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",0,0,0,0,"  USA, Iowa (1978-1982)",2,0.6,0.6,0,"  USA, Iowa (1978-1982)",5,1.4,1.4,0.01,"  USA, Iowa (1978-1982)",2,0.6,0.6,0,"  USA, Iowa (1978-1982)",9,2.9,2.9,0.01,"  USA, Iowa (1978-1982)",7,2.6,2.6,0.01,"  USA, Iowa (1978-1982)",4,1.9,1.9,0.01,"  USA, Iowa (1978-1982)",4,2.8,2.8,0.01,"  USA, Iowa (1978-1982)",8,8.8,8.8,0.04,"  USA, Iowa (1978-1982)",8,11.9,11.9,..,
North America,"  USA, Louisiana, New Orleans: Black (1978-1982)",5,0.6,0.7,..,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",1,3.1,3.1,0.02,"  USA, Louisiana, New Orleans: Black (1978-1982)",1,3.1,3.1,0.02,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",1,4.1,4.1,0.02,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",1,6.4,6.4,0.03,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1978-1982)",1,21.2,21.2,0.11,"  USA, Louisiana, New Orleans: Black (1978-1982)",0,0,0,..,
North America,"  USA, Louisiana, New Orleans: White (1978-1982)",16,1,0.9,..,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",2,2.3,2.3,0.01,"  USA, Louisiana, New Orleans: White (1978-1982)",2,2.4,2.4,0.01,"  USA, Louisiana, New Orleans: White (1978-1982)",2,2.2,2.2,0.01,"  USA, Louisiana, New Orleans: White (1978-1982)",2,2.2,2.2,0.01,"  USA, Louisiana, New Orleans: White (1978-1982)",1,1.4,1.4,0.01,"  USA, Louisiana, New Orleans: White (1978-1982)",1,1.9,1.9,0.01,"  USA, Louisiana, New Orleans: White (1978-1982)",1,2.6,2.6,0.01,"  USA, Louisiana, New Orleans: White (1978-1982)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1978-1982)",4,31.4,31.4,0.16,"  USA, Louisiana, New Orleans: White (1978-1982)",1,14.4,14.4,..,
North America,"  USA, Michigan, Detroit: Black (1978-1982)",14,0.7,0.7,..,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",2,2.1,2.1,0.01,"  USA, Michigan, Detroit: Black (1978-1982)",2,2.2,2.2,0.01,"  USA, Michigan, Detroit: Black (1978-1982)",3,4.1,4.1,0.02,"  USA, Michigan, Detroit: Black (1978-1982)",1,1.7,1.7,0.01,"  USA, Michigan, Detroit: Black (1978-1982)",3,7.8,7.8,0.04,"  USA, Michigan, Detroit: Black (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: Black (1978-1982)",2,16.9,16.9,0.08,"  USA, Michigan, Detroit: Black (1978-1982)",1,13.7,13.7,..,
North America,"  USA, Michigan, Detroit: White (1978-1982)",50,0.7,0.6,..,"  USA, Michigan, Detroit: White (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: White (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: White (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: White (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: White (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: White (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: White (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: White (1978-1982)",0,0,0,0,"  USA, Michigan, Detroit: White (1978-1982)",2,0.5,0.5,0,"  USA, Michigan, Detroit: White (1978-1982)",1,0.3,0.3,0,"  USA, Michigan, Detroit: White (1978-1982)",7,1.6,1.6,0.01,"  USA, Michigan, Detroit: White (1978-1982)",6,1.4,1.4,0.01,"  USA, Michigan, Detroit: White (1978-1982)",9,2.6,2.6,0.01,"  USA, Michigan, Detroit: White (1978-1982)",8,3.3,3.3,0.02,"  USA, Michigan, Detroit: White (1978-1982)",8,4.8,4.8,0.02,"  USA, Michigan, Detroit: White (1978-1982)",4,3.5,3.5,0.02,"  USA, Michigan, Detroit: White (1978-1982)",3,4.5,4.5,0.02,"  USA, Michigan, Detroit: White (1978-1982)",2,4.4,4.4,..,
North America,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,..,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,0,"  USA, New Mexico: American Indian (1978-1982)",0,0,0,..,
North America,"  USA, New Mexico: Hispanic (1978-1982)",3,0.3,0.3,..,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",1,1.6,1.6,0.01,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",1,2.5,2.5,0.01,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",1,7.7,7.7,0.04,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,0,"  USA, New Mexico: Hispanic (1978-1982)",0,0,0,..,
North America,"  USA, New Mexico: Other White (1978-1982)",14,0.8,0.6,..,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",1,1.1,1.1,0.01,"  USA, New Mexico: Other White (1978-1982)",0,0,0,0,"  USA, New Mexico: Other White (1978-1982)",3,3.3,3.3,0.02,"  USA, New Mexico: Other White (1978-1982)",1,1.1,1.1,0.01,"  USA, New Mexico: Other White (1978-1982)",1,1.2,1.2,0.01,"  USA, New Mexico: Other White (1978-1982)",3,4.3,4.3,0.02,"  USA, New Mexico: Other White (1978-1982)",2,4.1,4.1,0.02,"  USA, New Mexico: Other White (1978-1982)",1,3.8,3.8,0.02,"  USA, New Mexico: Other White (1978-1982)",2,15.9,15.9,0.08,"  USA, New Mexico: Other White (1978-1982)",0,0,0,..,
North America,"  USA, New York City (1978-1982)",211,1.3,0.9,..,"  USA, New York City (1978-1982)",0,0,0,0,"  USA, New York City (1978-1982)",0,0,0,0,"  USA, New York City (1978-1982)",0,0,0,0,"  USA, New York City (1978-1982)",0,0,0,0,"  USA, New York City (1978-1982)",0,0,0,0,"  USA, New York City (1978-1982)",0,0,0,0,"  USA, New York City (1978-1982)",4,0.3,0.3,0,"  USA, New York City (1978-1982)",1,0.1,0.1,0,"  USA, New York City (1978-1982)",3,0.3,0.3,0,"  USA, New York City (1978-1982)",10,1.2,1.2,0.01,"  USA, New York City (1978-1982)",8,0.9,0.9,0,"  USA, New York City (1978-1982)",21,2.4,2.4,0.01,"  USA, New York City (1978-1982)",28,3.7,3.7,0.02,"  USA, New York City (1978-1982)",27,4.2,4.2,0.02,"  USA, New York City (1978-1982)",30,6.1,6.1,0.03,"  USA, New York City (1978-1982)",32,9.3,9.3,0.05,"  USA, New York City (1978-1982)",27,13.8,13.8,0.07,"  USA, New York City (1978-1982)",20,16.1,16.1,..,
North America,"  USA, New York State (Less City) (1978-1982)",253,1,0.8,..,"  USA, New York State (Less City) (1978-1982)",0,0,0,0,"  USA, New York State (Less City) (1978-1982)",0,0,0,0,"  USA, New York State (Less City) (1978-1982)",0,0,0,0,"  USA, New York State (Less City) (1978-1982)",0,0,0,0,"  USA, New York State (Less City) (1978-1982)",0,0,0,0,"  USA, New York State (Less City) (1978-1982)",0,0,0,0,"  USA, New York State (Less City) (1978-1982)",0,0,0,0,"  USA, New York State (Less City) (1978-1982)",6,0.4,0.4,0,"  USA, New York State (Less City) (1978-1982)",8,0.6,0.6,0,"  USA, New York State (Less City) (1978-1982)",16,1.2,1.2,0.01,"  USA, New York State (Less City) (1978-1982)",15,1,1,0.01,"  USA, New York State (Less City) (1978-1982)",32,2.3,2.3,0.01,"  USA, New York State (Less City) (1978-1982)",39,3.3,3.3,0.02,"  USA, New York State (Less City) (1978-1982)",40,4.4,4.4,0.02,"  USA, New York State (Less City) (1978-1982)",25,3.8,3.8,0.02,"  USA, New York State (Less City) (1978-1982)",23,5.5,5.5,0.03,"  USA, New York State (Less City) (1978-1982)",24,9.8,9.8,0.05,"  USA, New York State (Less City) (1978-1982)",24,14,14.1,..,
North America,"  USA, Utah (1978-1982)",12,0.3,0.4,..,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",1,0.6,0.6,0,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",1,0.7,0.7,0,"  USA, Utah (1978-1982)",1,0.8,0.8,0,"  USA, Utah (1978-1982)",1,0.9,0.9,0,"  USA, Utah (1978-1982)",2,2.3,2.3,0.01,"  USA, Utah (1978-1982)",2,3.1,3.1,0.02,"  USA, Utah (1978-1982)",2,4.8,4.8,0.02,"  USA, Utah (1978-1982)",0,0,0,0,"  USA, Utah (1978-1982)",2,13.2,13.2,..,
