,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,Canada (1993-1997),566,0.8,0.6,..,Canada (1993-1997),0,0,0,0,Canada (1993-1997),0,0,0,0,Canada (1993-1997),0,0,0,0,Canada (1993-1997),0,0,0,0,Canada (1993-1997),0,0,0,0,Canada (1993-1997),0,0,0,0,Canada (1993-1997),4,0.1,0.1,0,Canada (1993-1997),1,0,0,0,Canada (1993-1997),13,0.2,0.2,0,Canada (1993-1997),27,0.5,0.5,0,Canada (1993-1997),40,1,1,0.01,Canada (1993-1997),56,1.7,1.7,0.01,Canada (1993-1997),72,2.4,2.4,0.01,Canada (1993-1997),106,4,4,0.02,Canada (1993-1997),95,4.5,4.5,0.02,Canada (1993-1997),78,5.7,5.7,0.03,Canada (1993-1997),43,5.2,5.2,0.03,Canada (1993-1997),31,6.2,6.2,..,
North America,"  USA, California, Los Angeles: Black (1993-1997)",35,1.5,1.5,..,"  USA, California, Los Angeles: Black (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Black (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Black (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Black (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Black (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Black (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Black (1993-1997)",1,0.4,0.4,0,"  USA, California, Los Angeles: Black (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Black (1993-1997)",2,1.2,1.2,0.01,"  USA, California, Los Angeles: Black (1993-1997)",2,1.6,1.6,0.01,"  USA, California, Los Angeles: Black (1993-1997)",5,4.5,4.5,0.02,"  USA, California, Los Angeles: Black (1993-1997)",1,1.1,1.1,0.01,"  USA, California, Los Angeles: Black (1993-1997)",5,6.7,6.7,0.03,"  USA, California, Los Angeles: Black (1993-1997)",4,5.9,5.9,0.03,"  USA, California, Los Angeles: Black (1993-1997)",7,14.8,14.8,0.07,"  USA, California, Los Angeles: Black (1993-1997)",1,3,3,0.01,"  USA, California, Los Angeles: Black (1993-1997)",4,22.6,22.6,0.11,"  USA, California, Los Angeles: Black (1993-1997)",3,29.2,29.2,..,
North America,"  USA, California, Los Angeles: Chinese (1993-1997)",3,0.4,0.4,..,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",1,2.5,2.5,0.01,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",1,4.3,4.3,0.02,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",1,8,8,0.04,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1993-1997)",0,0,0,..,
North America,"  USA, California, Los Angeles: Filipino (1993-1997)",2,0.3,0.4,..,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",1,3,3,0.02,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",1,10.3,10.3,0.05,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1993-1997)",0,0,0,..,
North America,"  USA, California, Los Angeles: Hispanic White (1993-1997)",14,0.2,0.4,..,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",1,0.2,0.2,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",1,0.3,0.3,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",1,0.5,0.5,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",1,0.6,0.6,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",3,2.1,2.1,0.01,"  USA, California, Los Angeles: Hispanic White (1993-1997)",1,1,1,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1993-1997)",4,13.4,13.4,0.07,"  USA, California, Los Angeles: Hispanic White (1993-1997)",2,12.6,12.6,0.06,"  USA, California, Los Angeles: Hispanic White (1993-1997)",0,0,0,..,
North America,"  USA, California, Los Angeles: Japanese (1993-1997)",2,0.6,0.3,..,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",1,4.4,4.4,0.02,"  USA, California, Los Angeles: Japanese (1993-1997)",1,6.6,6.6,0.03,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1993-1997)",0,0,0,..,
North America,"  USA, California, Los Angeles: Korean (1993-1997)",1,0.2,0.3,..,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",1,9.4,9.4,0.05,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Korean (1993-1997)",0,0,0,..,
North America,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",135,1.5,1,..,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",1,0.1,0.1,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",1,0.1,0.1,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",5,0.5,0.5,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",2,0.2,0.2,0,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",8,1.3,1.3,0.01,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",7,1.6,1.6,0.01,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",16,4.3,4.3,0.02,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",15,3.6,3.6,0.02,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",17,4,4,0.02,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",23,6.8,6.8,0.03,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",21,8.3,8.3,0.04,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",6,4.3,4.3,0.02,"  USA, California, Los Angeles: Non-Hispanic White (1993-1997)",13,13.9,13.9,..,
North America,"  USA, California, San Francisco: Black (1993-1997)",7,0.6,0.6,..,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",1,1.5,1.5,0.01,"  USA, California, San Francisco: Black (1993-1997)",1,2.1,2.1,0.01,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",1,2.9,2.9,0.01,"  USA, California, San Francisco: Black (1993-1997)",1,3,3,0.02,"  USA, California, San Francisco: Black (1993-1997)",2,8,8,0.04,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Black (1993-1997)",1,10.9,10.9,0.05,"  USA, California, San Francisco: Black (1993-1997)",0,0,0,..,
North America,"  USA, California, San Francisco: Hispanic White (1993-1997)",4,0.3,0.4,..,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",1,0.7,0.7,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",1,3.9,3.9,0.02,"  USA, California, San Francisco: Hispanic White (1993-1997)",1,5,5,0.03,"  USA, California, San Francisco: Hispanic White (1993-1997)",1,8.4,8.4,0.04,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1993-1997)",0,0,0,..,
North America,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",72,1.4,0.9,..,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",2,0.4,0.4,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",2,0.4,0.4,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",1,0.2,0.2,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",3,0.7,0.7,0,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",6,1.8,1.8,0.01,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",7,2.9,2.9,0.01,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",11,5.6,5.6,0.03,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",5,2.5,2.5,0.01,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",17,9.4,9.4,0.05,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",7,5,5,0.02,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",5,5.9,5.9,0.03,"  USA, California, San Francisco: Non-Hispanic White (1993-1997)",6,10.8,10.8,..,
North America,"  USA, Central Louisiana: Black (1993-1997)",5,2.5,2.1,..,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",1,5.7,5.7,0.03,"  USA, Central Louisiana: Black (1993-1997)",1,6.1,6.1,0.03,"  USA, Central Louisiana: Black (1993-1997)",1,6.7,6.7,0.03,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",1,26.2,26.2,0.13,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",0,0,0,0,"  USA, Central Louisiana: Black (1993-1997)",1,71.9,71.9,..,
North America,"  USA, Central Louisiana: White (1993-1997)",7,1.3,1.1,..,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",2,5.9,5.9,0.03,"  USA, Central Louisiana: White (1993-1997)",1,3.4,3.4,0.02,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",1,4.7,4.7,0.02,"  USA, Central Louisiana: White (1993-1997)",1,5.3,5.3,0.03,"  USA, Central Louisiana: White (1993-1997)",2,11.2,11.2,0.06,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,0,"  USA, Central Louisiana: White (1993-1997)",0,0,0,..,
North America,"  USA, Connecticut: Black (1993-1997)",8,1.1,1.6,..,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",1,4.3,4.3,0.02,"  USA, Connecticut: Black (1993-1997)",3,16.7,16.7,0.08,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",0,0,0,0,"  USA, Connecticut: Black (1993-1997)",1,14.9,14.9,0.07,"  USA, Connecticut: Black (1993-1997)",1,29.9,29.9,0.15,"  USA, Connecticut: Black (1993-1997)",2,82.4,82.4,..,
North America,"  USA, Connecticut: White (1993-1997)",109,1.6,1,..,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",4,0.7,0.7,0,"  USA, Connecticut: White (1993-1997)",0,0,0,0,"  USA, Connecticut: White (1993-1997)",9,2.2,2.2,0.01,"  USA, Connecticut: White (1993-1997)",13,4.2,4.2,0.02,"  USA, Connecticut: White (1993-1997)",17,6,6,0.03,"  USA, Connecticut: White (1993-1997)",15,5.4,5.4,0.03,"  USA, Connecticut: White (1993-1997)",16,6.6,6.6,0.03,"  USA, Connecticut: White (1993-1997)",12,6.4,6.4,0.03,"  USA, Connecticut: White (1993-1997)",14,12.7,12.7,0.06,"  USA, Connecticut: White (1993-1997)",9,12.6,12.6,..,
North America,"  USA, Georgia, Atlanta: Black (1993-1997)",9,0.5,0.5,..,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",2,1.3,1.3,0.01,"  USA, Georgia, Atlanta: Black (1993-1997)",2,1.8,1.8,0.01,"  USA, Georgia, Atlanta: Black (1993-1997)",2,2.4,2.4,0.01,"  USA, Georgia, Atlanta: Black (1993-1997)",2,3.7,3.7,0.02,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: Black (1993-1997)",1,13.9,13.9,0.07,"  USA, Georgia, Atlanta: Black (1993-1997)",0,0,0,..,
North America,"  USA, Georgia, Atlanta: White (1993-1997)",26,0.7,0.7,..,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: White (1993-1997)",1,0.3,0.3,0,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,0,"  USA, Georgia, Atlanta: White (1993-1997)",4,1.4,1.4,0.01,"  USA, Georgia, Atlanta: White (1993-1997)",1,0.4,0.4,0,"  USA, Georgia, Atlanta: White (1993-1997)",3,1.7,1.7,0.01,"  USA, Georgia, Atlanta: White (1993-1997)",7,5.4,5.4,0.03,"  USA, Georgia, Atlanta: White (1993-1997)",4,3.9,3.9,0.02,"  USA, Georgia, Atlanta: White (1993-1997)",2,2.7,2.7,0.01,"  USA, Georgia, Atlanta: White (1993-1997)",3,5.6,5.6,0.03,"  USA, Georgia, Atlanta: White (1993-1997)",1,3.3,3.3,0.02,"  USA, Georgia, Atlanta: White (1993-1997)",0,0,0,..,
North America,"  USA, Iowa (1993-1997)",51,0.7,0.5,..,"  USA, Iowa (1993-1997)",0,0,0,0,"  USA, Iowa (1993-1997)",0,0,0,0,"  USA, Iowa (1993-1997)",0,0,0,0,"  USA, Iowa (1993-1997)",0,0,0,0,"  USA, Iowa (1993-1997)",0,0,0,0,"  USA, Iowa (1993-1997)",0,0,0,0,"  USA, Iowa (1993-1997)",0,0,0,0,"  USA, Iowa (1993-1997)",3,0.5,0.5,0,"  USA, Iowa (1993-1997)",1,0.2,0.2,0,"  USA, Iowa (1993-1997)",3,0.7,0.7,0,"  USA, Iowa (1993-1997)",2,0.6,0.6,0,"  USA, Iowa (1993-1997)",4,1.3,1.3,0.01,"  USA, Iowa (1993-1997)",6,2.1,2.1,0.01,"  USA, Iowa (1993-1997)",3,1.1,1.1,0.01,"  USA, Iowa (1993-1997)",9,3.9,3.9,0.02,"  USA, Iowa (1993-1997)",9,5,5,0.03,"  USA, Iowa (1993-1997)",10,8.8,8.8,0.04,"  USA, Iowa (1993-1997)",1,1.2,1.2,..,
North America,"  USA, Louisiana, New Orleans: Black (1993-1997)",12,1.3,1.5,..,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",1,1.6,1.6,0.01,"  USA, Louisiana, New Orleans: Black (1993-1997)",1,2.1,2.1,0.01,"  USA, Louisiana, New Orleans: Black (1993-1997)",2,5.8,5.8,0.03,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",1,4,4,0.02,"  USA, Louisiana, New Orleans: Black (1993-1997)",3,12.9,12.9,0.06,"  USA, Louisiana, New Orleans: Black (1993-1997)",1,6.6,6.6,0.03,"  USA, Louisiana, New Orleans: Black (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: Black (1993-1997)",2,35.2,35.2,0.18,"  USA, Louisiana, New Orleans: Black (1993-1997)",1,25,25,..,
North America,"  USA, Louisiana, New Orleans: White (1993-1997)",21,1.5,1,..,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",2,1.6,1.6,0.01,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",2,2,2,0.01,"  USA, Louisiana, New Orleans: White (1993-1997)",0,0,0,0,"  USA, Louisiana, New Orleans: White (1993-1997)",3,4.6,4.6,0.02,"  USA, Louisiana, New Orleans: White (1993-1997)",2,3,3,0.02,"  USA, Louisiana, New Orleans: White (1993-1997)",4,6.4,6.4,0.03,"  USA, Louisiana, New Orleans: White (1993-1997)",3,6.2,6.2,0.03,"  USA, Louisiana, New Orleans: White (1993-1997)",2,6.1,6.1,0.03,"  USA, Louisiana, New Orleans: White (1993-1997)",2,11.1,11.1,0.06,"  USA, Louisiana, New Orleans: White (1993-1997)",1,9,9,..,
