,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
Asia,"  Japan, Miyagi Prefecture (1959-1960)",215,12,13.2,..,"  Japan, Miyagi Prefecture (1959-1960)",0,0,0,0,"  Japan, Miyagi Prefecture (1959-1960)",0,0,0,0,"  Japan, Miyagi Prefecture (1959-1960)",1,0.5,0.5,0,"  Japan, Miyagi Prefecture (1959-1960)",1,0.6,0.6,0,"  Japan, Miyagi Prefecture (1959-1960)",1,0.7,0.7,0,"  Japan, Miyagi Prefecture (1959-1960)",7,4.6,4.7,0.02,"  Japan, Miyagi Prefecture (1959-1960)",14,9.8,9.8,0.05,"  Japan, Miyagi Prefecture (1959-1960)",27,22.1,22.3,0.11,"  Japan, Miyagi Prefecture (1959-1960)",34,34.3,34.6,0.17,"  Japan, Miyagi Prefecture (1959-1960)",44,48.3,48.8,0.24,"  Japan, Miyagi Prefecture (1959-1960)",30,39.8,40.2,0.2,"  Japan, Miyagi Prefecture (1959-1960)",17,26.9,27.2,0.14,"  Japan, Miyagi Prefecture (1959-1960)",13,25.3,25.5,0.13,"  Japan, Miyagi Prefecture (1959-1960)",8,19.2,19.4,0.1,"  Japan, Miyagi Prefecture (1959-1960)",9,28.1,28.4,0.14,"  Japan, Miyagi Prefecture (1959-1960)",9,28.1,28.4,0.14,"  Japan, Miyagi Prefecture (1959-1960)",2,19.8,19.9,0.1,"  Japan, Miyagi Prefecture (1959-1960)",1,25.8,26,..,
Asia,  Singapore: Chinese (1950-1961),317,5.2,7.4,..,  Singapore: Chinese (1950-1961),0,0,0,0,  Singapore: Chinese (1950-1961),0,0,0,0,  Singapore: Chinese (1950-1961),0,0,0,0,  Singapore: Chinese (1950-1961),0,0,0,0,  Singapore: Chinese (1950-1961),2,0.4,0.4,0,  Singapore: Chinese (1950-1961),4,0.9,0.9,0,  Singapore: Chinese (1950-1961),15,4.3,4.3,0.02,  Singapore: Chinese (1950-1961),35,10.5,10.6,0.05,  Singapore: Chinese (1950-1961),46,14.3,14.5,0.07,  Singapore: Chinese (1950-1961),65,23.3,23.6,0.12,  Singapore: Chinese (1950-1961),50,22.5,22.8,0.11,  Singapore: Chinese (1950-1961),41,24.5,24.8,0.12,  Singapore: Chinese (1950-1961),27,21.9,22.2,0.11,  Singapore: Chinese (1950-1961),19,22,22.2,0.11,  Singapore: Chinese (1950-1961),9,..,..,..,  Singapore: Chinese (1950-1961),9,..,..,..,  Singapore: Chinese (1950-1961),0,..,..,..,  Singapore: Chinese (1950-1961),0,..,..,..,
,,2602,64,70.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7,0.7,0,0,4,1.4,1.4,0,0,6,2.1,2.1,0.01,0,31,12.2,12.3,0.05,0,100,38.5,38.8,0.19,0,220,86.3,87.2,0.43,0,320,146.3,147.9,0.73,0,434,197.9,200.1,1,0,461,218.9,221.3,1.1,0,321,201.1,203.4,1.02,0,287,213.9,216.3,1.08,0,159,184.8,186.8,0.94,0,119,169.5,171.4,0.85,0,119,169.5,171.4,0.85,0,33,156.5,158.1,0.79,0,15,132.2,133.6,0,
Europe,Denmark (1953-1957),6333,56.7,43.8,..,Denmark (1953-1957),0,0,0,0,Denmark (1953-1957),0,0,0,0,  Denmark (1953-1957),0,0,0,0,Denmark (1953-1957),1,0.1,0.1,0,Denmark (1953-1957),7,1,1,0,Denmark (1953-1957),30,4.1,4.1,0.02,Denmark (1953-1957),81,10.2,10.2,0.05,Denmark (1953-1957),293,37.9,37.9,0.19,Denmark (1953-1957),293,37.9,37.9,0.19,Denmark (1953-1957),797,105.2,105.2,0.53,Denmark (1953-1957),728,105.7,105.7,0.53,Denmark (1953-1957),714,115.1,115.1,0.58,Denmark (1953-1957),774,148.3,148.3,0.74,Denmark (1953-1957),764,176.7,176.7,0.88,Denmark (1953-1957),675,203.5,203.5,1.02,Denmark (1953-1957),490,225,225,1.12,Denmark (1953-1957),461,..,..,..,Denmark (1953-1957),0,..,..,..,
Europe,  Finland (1959-1961),2102,30.4,26.1,..,  Finland (1959-1961),0,0,0,0,  Finland (1959-1961),0,0,0,0,  Finland (1959-1961),0,0,0,0,  Finland (1959-1961),0,0,0,0,  Finland (1959-1961),6,1.3,1.3,0.01,  Finland (1959-1961),9,2,2,0.01,  Finland (1959-1961),32,6.9,6.9,0.03,  Finland (1959-1961),100,21.5,21.6,0.11,  Finland (1959-1961),100,21.5,21.6,0.11,  Finland (1959-1961),318,71.6,71.9,0.36,  Finland (1959-1961),295,68.3,68.6,0.34,  Finland (1959-1961),238,65.5,65.7,0.33,  Finland (1959-1961),280,92,92.4,0.46,  Finland (1959-1961),222,96.1,96.5,0.48,  Finland (1959-1961),184,102.1,102.5,0.51,  Finland (1959-1961),119,103.8,104.3,0.52,  Finland (1959-1961),60,105.8,106.3,0.53,  Finland (1959-1961),28,115.2,115.7,..,
Europe,  Iceland (1955-1963),315,39.8,38.4,..,  Iceland (1955-1963),0,0,0,0,  Iceland (1955-1963),0,0,0,0,  Iceland (1955-1963),0,0,0,0,  Iceland (1955-1963),0,0,0,0,  Iceland (1955-1963),1,1.9,1.9,0.01,  Iceland (1955-1963),5,9.5,9.5,0.05,  Iceland (1955-1963),10,18.8,18.9,0.09,  Iceland (1955-1963),17,35.6,35.7,0.18,  Iceland (1955-1963),17,35.6,35.7,0.18,  Iceland (1955-1963),46,114.3,114.7,0.57,  Iceland (1955-1963),37,104.3,104.7,0.52,  Iceland (1955-1963),37,117.1,117.5,0.59,  Iceland (1955-1963),34,116.6,117,0.58,  Iceland (1955-1963),31,116.4,116.7,0.58,  Iceland (1955-1963),21,117.3,117.6,0.59,  Iceland (1955-1963),31,246,246.8,1.23,  Iceland (1955-1963),14,172.8,173.4,0.87,  Iceland (1955-1963),12,202,202.7,..,
Europe,  Norway (1959-1961),2958,54.7,38.8,..,  Norway (1959-1961),0,0,0,0,  Norway (1959-1961),0,0,0,0,  Norway (1959-1961),0,0,0,0,  Norway (1959-1961),0,0,0,0,  Norway (1959-1961),0,0,0,0,  Norway (1959-1961),7,2.4,2.4,0.01,  Norway (1959-1961),34,10.3,10.3,0.05,  Norway (1959-1961),119,31.3,31.3,0.16,  Norway (1959-1961),119,31.3,31.3,0.16,  Norway (1959-1961),369,101.3,101.4,0.51,  Norway (1959-1961),318,93,93.2,0.47,  Norway (1959-1961),344,108.6,108.8,0.54,  Norway (1959-1961),390,136,136.2,0.68,  Norway (1959-1961),295,127.3,127.5,0.64,  Norway (1959-1961),291,163.1,163.4,0.82,  Norway (1959-1961),243,194.2,194.5,0.97,  Norway (1959-1961),163,211.1,211.4,1.06,  Norway (1959-1961),101,221.8,222.1,..,
Europe,  Slovenia (1956-1960),1000,24.4,21.3,..,  Slovenia (1956-1960),0,0,0,0,  Slovenia (1956-1960),0,0,0,0,  Slovenia (1956-1960),0,0,0,0,  Slovenia (1956-1960),1,0.3,0.3,0,  Slovenia (1956-1960),2,0.6,0.6,0,  Slovenia (1956-1960),7,2,2,0.01,  Slovenia (1956-1960),36,11,11,0.05,  Slovenia (1956-1960),48,18.7,18.7,0.09,  Slovenia (1956-1960),48,18.7,18.7,0.09,  Slovenia (1956-1960),161,60.4,60.4,0.3,  Slovenia (1956-1960),134,54,54,0.27,  Slovenia (1956-1960),128,57.8,57.8,0.29,  Slovenia (1956-1960),121,67.3,67.3,0.34,  Slovenia (1956-1960),108,79.2,79.2,0.4,  Slovenia (1956-1960),81,76.4,76.4,0.38,  Slovenia (1956-1960),57,87,87,0.43,  Slovenia (1956-1960),20,60.3,60.3,0.3,  Slovenia (1956-1960),10,71.7,71.7,..,
Europe,  Sweden (1959-1961),7529,66.9,45.2,..,  Sweden (1959-1961),0,0,0,0,  Sweden (1959-1961),0,0,0,0,  Sweden (1959-1961),2,0.2,0.2,0,  Sweden (1959-1961),0,0,0,0,  Sweden (1959-1961),5,0.7,0.7,0,  Sweden (1959-1961),19,2.9,2.9,0.01,  Sweden (1959-1961),79,11.1,11.1,0.06,  Sweden (1959-1961),249,30.7,30.7,0.15,  Sweden (1959-1961),249,30.7,30.7,0.15,  Sweden (1959-1961),869,109,109,0.54,  Sweden (1959-1961),913,117.2,117.2,0.59,  Sweden (1959-1961),849,121.1,121.1,0.61,  Sweden (1959-1961),1000,164.2,164.2,0.82,  Sweden (1959-1961),929,181.3,181.3,0.91,  Sweden (1959-1961),875,214.8,214.8,1.07,  Sweden (1959-1961),625,226.3,226.3,1.13,  Sweden (1959-1961),390,248.5,248.5,1.24,  Sweden (1959-1961),172,220.7,220.7,..,
Europe,"  The Netherlands, Three Provinces (1960-1962)",1733,62.3,44.6,..,"  The Netherlands, Three Provinces (1960-1962)",0,0,0,0,"  The Netherlands, Three Provinces (1960-1962)",0,0,0,0,"  The Netherlands, Three Provinces (1960-1962)",0,0,0,0,"  The Netherlands, Three Provinces (1960-1962)",0,0,0,0,"  The Netherlands, Three Provinces (1960-1962)",1,0.6,0.6,0,"  The Netherlands, Three Provinces (1960-1962)",5,3,3,0.02,"  The Netherlands, Three Provinces (1960-1962)",19,11,11,0.06,"  The Netherlands, Three Provinces (1960-1962)",56,29.9,30,0.15,"  The Netherlands, Three Provinces (1960-1962)",56,29.9,30,0.15,"  The Netherlands, Three Provinces (1960-1962)",199,110.6,111,0.55,"  The Netherlands, Three Provinces (1960-1962)",199,112.3,112.7,0.56,"  The Netherlands, Three Provinces (1960-1962)",206,123.9,124.3,0.62,"  The Netherlands, Three Provinces (1960-1962)",220,150.3,150.9,0.75,"  The Netherlands, Three Provinces (1960-1962)",204,165.7,166.3,0.83,"  The Netherlands, Three Provinces (1960-1962)",194,203.8,204.5,1.02,"  The Netherlands, Three Provinces (1960-1962)",155,236.2,237.1,1.19,"  The Netherlands, Three Provinces (1960-1962)",82,219.4,220.1,1.1,"  The Netherlands, Three Provinces (1960-1962)",51,260.7,261.6,..,
Europe,"  UK, England, Mersey (1959-1963)",4278,59.4,40.3,..,"  UK, England, Mersey (1959-1963)",0,0,0,0,"  UK, England, Mersey (1959-1963)",0,0,0,0,"  UK, England, Mersey (1959-1963)",0,0,0,0,"  UK, England, Mersey (1959-1963)",2,0.4,0.4,0,"  UK, England, Mersey (1959-1963)",3,0.7,0.7,0,"  UK, England, Mersey (1959-1963)",25,6,6,0.03,"  UK, England, Mersey (1959-1963)",74,16.8,16.8,0.08,"  UK, England, Mersey (1959-1963)",197,41.8,41.8,0.21,"  UK, England, Mersey (1959-1963)",197,41.8,41.8,0.21,"  UK, England, Mersey (1959-1963)",465,96.1,96.1,0.48,"  UK, England, Mersey (1959-1963)",508,105.1,105.1,0.53,"  UK, England, Mersey (1959-1963)",536,119.7,119.7,0.6,"  UK, England, Mersey (1959-1963)",527,129.9,129.9,0.65,"  UK, England, Mersey (1959-1963)",489,141.4,141.4,0.71,"  UK, England, Mersey (1959-1963)",438,158,158,0.79,"  UK, England, Mersey (1959-1963)",350,177.2,177.2,0.89,"  UK, England, Mersey (1959-1963)",375,..,..,..,"  UK, England, Mersey (1959-1963)",0,..,..,..,
Europe,"  UK, England, South Thames Region (1960-1962)",9653,74.2,46.1,..,"  UK, England, South Thames Region (1960-1962)",0,0,0,0,"  UK, England, South Thames Region (1960-1962)",0,0,0,0,"  UK, England, South Thames Region (1960-1962)",1,0.1,0.1,0,"  UK, England, South Thames Region (1960-1962)",0,0,0,0,"  UK, England, South Thames Region (1960-1962)",6,0.8,0.8,0,"  UK, England, South Thames Region (1960-1962)",27,3.7,3.7,0.02,"  UK, England, South Thames Region (1960-1962)",157,20.2,20.3,0.1,"  UK, England, South Thames Region (1960-1962)",367,43,43.1,0.22,"  UK, England, South Thames Region (1960-1962)",367,43,43.1,0.22,"  UK, England, South Thames Region (1960-1962)",1126,123.4,123.9,0.62,"  UK, England, South Thames Region (1960-1962)",1077,116.8,117.2,0.59,"  UK, England, South Thames Region (1960-1962)",1137,132.1,132.6,0.66,"  UK, England, South Thames Region (1960-1962)",1145,146.5,147,0.73,"  UK, England, South Thames Region (1960-1962)",1100,159.4,159.9,0.8,"  UK, England, South Thames Region (1960-1962)",1036,176.1,176.7,0.88,"  UK, England, South Thames Region (1960-1962)",850,191.7,192.4,0.96,"  UK, England, South Thames Region (1960-1962)",502,184.9,185.6,0.93,"  UK, England, South Thames Region (1960-1962)",384,238.2,239,..,
Europe,"  UK, England, South Western Region (1960-1962)",3132,69.7,43.9,..,"  UK, England, South Western Region (1960-1962)",0,0,0,0,"  UK, England, South Western Region (1960-1962)",0,0,0,0,"  UK, England, South Western Region (1960-1962)",0,0,0,0,"  UK, England, South Western Region (1960-1962)",1,0.3,0.3,0,"  UK, England, South Western Region (1960-1962)",3,1.2,1.2,0.01,"  UK, England, South Western Region (1960-1962)",16,6.6,6.6,0.03,"  UK, England, South Western Region (1960-1962)",39,15,15.1,0.08,"  UK, England, South Western Region (1960-1962)",133,45.4,45.4,0.23,"  UK, England, South Western Region (1960-1962)",133,45.4,45.4,0.23,"  UK, England, South Western Region (1960-1962)",371,121.5,121.6,0.61,"  UK, England, South Western Region (1960-1962)",372,119.2,119.3,0.6,"  UK, England, South Western Region (1960-1962)",369,124.3,124.3,0.62,"  UK, England, South Western Region (1960-1962)",438,157.4,157.5,0.79,"  UK, England, South Western Region (1960-1962)",351,141.5,141.6,0.71,"  UK, England, South Western Region (1960-1962)",354,171.8,171.9,0.86,"  UK, England, South Western Region (1960-1962)",242,162.6,162.7,0.81,"  UK, England, South Western Region (1960-1962)",154,166.5,166.6,0.83,"  UK, England, South Western Region (1960-1962)",97,180.5,180.6,..,
Europe,"  UK, England, West Midlands Region (1960-1962)",4756,65.9,46.7,..,"  UK, England, West Midlands Region (1960-1962)",0,0,0,0,"  UK, England, West Midlands Region (1960-1962)",0,0,0,0,"  UK, England, West Midlands Region (1960-1962)",0,0,0,0,"  UK, England, West Midlands Region (1960-1962)",1,0.2,0.2,0,"  UK, England, West Midlands Region (1960-1962)",9,2,2,0.01,"  UK, England, West Midlands Region (1960-1962)",20,4.5,4.5,0.02,"  UK, England, West Midlands Region (1960-1962)",90,19,19,0.1,"  UK, England, West Midlands Region (1960-1962)",219,42.3,42.3,0.21,"  UK, England, West Midlands Region (1960-1962)",219,42.3,42.3,0.21,"  UK, England, West Midlands Region (1960-1962)",564,113.6,113.6,0.57,"  UK, England, West Midlands Region (1960-1962)",590,123.5,123.5,0.62,"  UK, England, West Midlands Region (1960-1962)",588,135.9,136,0.68,"  UK, England, West Midlands Region (1960-1962)",541,142.6,142.7,0.71,"  UK, England, West Midlands Region (1960-1962)",512,164.8,164.9,0.82,"  UK, England, West Midlands Region (1960-1962)",441,181.6,181.7,0.91,"  UK, England, West Midlands Region (1960-1962)",368,212,212.2,1.06,"  UK, England, West Midlands Region (1960-1962)",261,259.2,259.3,1.3,"  UK, England, West Midlands Region (1960-1962)",142,279.4,279.6,..,
,,43789,604.4,435.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.3,0.3,0,0,6,1.3,1.3,0,0,43,10.8,10.8,0.04,0,170,46.7,46.7,0.23,0,651,150.3,150.6,0.75,0,1798,378.1,378.5,1.9,0,1798,378.1,378.5,1.9,0,5285,1127,1128.8,5.64,0,5171,1119.4,1121.2,5.62,0,5146,1221.1,1222.9,6.12,0,5470,1451.1,1453.4,7.25,0,5005,1549.8,1552,7.76,0,4590,1768.5,1771,8.85,0,3530,2062,2065.5,10.31,0,2482,1628.5,1631.5,8.16,0,997,1790.2,1793.7,0,
Oceania ,New Zealand (1960-1962),1915,52.8,47.2,..,New Zealand (1960-1962),0,0,0,0,New Zealand (1960-1962),0,0,0,0,New Zealand (1960-1962),0,0,0,0,New Zealand (1960-1962),0,0,0,0,New Zealand (1960-1962),3,1.3,1.3,0.01,New Zealand (1960-1962),16,7.5,7.5,0.04,New Zealand (1960-1962),34,15,15,0.07,New Zealand (1960-1962),119,51.4,51.4,0.26,New Zealand (1960-1962),194,88,88,0.44,New Zealand (1960-1962),260,123.4,123.4,0.62,New Zealand (1960-1962),208,111,111,0.56,New Zealand (1960-1962),195,124.3,124.3,0.62,New Zealand (1960-1962),194,143.7,143.7,0.72,New Zealand (1960-1962),207,175.3,175.3,0.88,New Zealand (1960-1962),177,180.5,180.5,0.9,New Zealand (1960-1962),151,209.4,209.4,1.05,New Zealand (1960-1962),95,227.5,227.5,1.14,New Zealand (1960-1962),62,288.2,288.2,..,
Oceania ,"  USA, Hawaii (1960-1963)",358,30.4,37.2,..,"  USA, Hawaii (1960-1963)",0,0,0,0,"  USA, Hawaii (1960-1963)",0,0,0,0,"  USA, Hawaii (1960-1963)",0,0,0,0,"  USA, Hawaii (1960-1963)",0,0,0,0,"  USA, Hawaii (1960-1963)",2,2.5,2.5,0.01,"  USA, Hawaii (1960-1963)",8,9,9,0.05,"  USA, Hawaii (1960-1963)",23,23.2,23.2,0.12,"  USA, Hawaii (1960-1963)",32,33.2,33.2,0.17,"  USA, Hawaii (1960-1963)",61,80.6,80.6,0.4,"  USA, Hawaii (1960-1963)",68,122.1,122.1,0.61,"  USA, Hawaii (1960-1963)",43,105.5,105.5,0.53,"  USA, Hawaii (1960-1963)",34,95.4,95.4,0.48,"  USA, Hawaii (1960-1963)",32,111.1,111.1,0.56,"  USA, Hawaii (1960-1963)",21,96.7,96.7,0.48,"  USA, Hawaii (1960-1963)",13,88.6,88.6,0.44,"  USA, Hawaii (1960-1963)",13,137.7,137.7,0.69,"  USA, Hawaii (1960-1963)",4,76.9,76.9,0.38,"  USA, Hawaii (1960-1963)",4,142.9,142.9,..,
Oceania ,"  USA, Hawaii: Hawaiian (1960-1963)",54,26.4,47.2,..,"  USA, Hawaii: Hawaiian (1960-1963)",0,0,0,0,"  USA, Hawaii: Hawaiian (1960-1963)",0,0,0,0,"  USA, Hawaii: Hawaiian (1960-1963)",0,0,0,0,"  USA, Hawaii: Hawaiian (1960-1963)",0,0,0,0,"  USA, Hawaii: Hawaiian (1960-1963)",1,6.9,6.9,0.03,"  USA, Hawaii: Hawaiian (1960-1963)",0,0,0,0,"  USA, Hawaii: Hawaiian (1960-1963)",3,23.1,23.1,0.12,"  USA, Hawaii: Hawaiian (1960-1963)",4,35,35,0.17,"  USA, Hawaii: Hawaiian (1960-1963)",6,61,61,0.3,"  USA, Hawaii: Hawaiian (1960-1963)",11,141,141,0.71,"  USA, Hawaii: Hawaiian (1960-1963)",7,115.1,115.1,0.58,"  USA, Hawaii: Hawaiian (1960-1963)",6,128.2,128.2,0.64,"  USA, Hawaii: Hawaiian (1960-1963)",7,218.8,218.8,1.09,"  USA, Hawaii: Hawaiian (1960-1963)",6,254.2,254.2,1.27,"  USA, Hawaii: Hawaiian (1960-1963)",1,71.4,71.4,0.36,"  USA, Hawaii: Hawaiian (1960-1963)",2,238.1,238.1,1.19,"  USA, Hawaii: Hawaiian (1960-1963)",0,0,0,0,"  USA, Hawaii: Hawaiian (1960-1963)",0,0,0,..,
Oceania ,"  USA, Hawaii: Japanese (1960-1963)",90,21.8,20.1,..,"  USA, Hawaii: Japanese (1960-1963)",0,0,0,0,"  USA, Hawaii: Japanese (1960-1963)",0,0,0,0,"  USA, Hawaii: Japanese (1960-1963)",0,0,0,0,"  USA, Hawaii: Japanese (1960-1963)",0,0,0,0,"  USA, Hawaii: Japanese (1960-1963)",0,0,0,0,"  USA, Hawaii: Japanese (1960-1963)",2,6.9,6.9,0.03,"  USA, Hawaii: Japanese (1960-1963)",9,22.7,22.7,0.11,"  USA, Hawaii: Japanese (1960-1963)",14,34.9,34.9,0.17,"  USA, Hawaii: Japanese (1960-1963)",25,77.2,77.2,0.39,"  USA, Hawaii: Japanese (1960-1963)",14,62.1,62.1,0.31,"  USA, Hawaii: Japanese (1960-1963)",4,28.2,28.2,0.14,"  USA, Hawaii: Japanese (1960-1963)",8,58,58,0.29,"  USA, Hawaii: Japanese (1960-1963)",5,39.8,39.8,0.2,"  USA, Hawaii: Japanese (1960-1963)",3,29.1,29.1,0.15,"  USA, Hawaii: Japanese (1960-1963)",1,13.9,13.9,0.07,"  USA, Hawaii: Japanese (1960-1963)",1,21.4,21.4,0.11,"  USA, Hawaii: Japanese (1960-1963)",2,68.5,68.5,0.34,"  USA, Hawaii: Japanese (1960-1963)",2,147.1,147.1,..,
Oceania ,"  USA, Hawaii: White (1960-1963)",163,45.6,58,..,"  USA, Hawaii: White (1960-1963)",0,0,0,0,"  USA, Hawaii: White (1960-1963)",0,0,0,0,"  USA, Hawaii: White (1960-1963)",0,0,0,0,"  USA, Hawaii: White (1960-1963)",0,0,0,0,"  USA, Hawaii: White (1960-1963)",1,3.2,3.2,0.02,"  USA, Hawaii: White (1960-1963)",5,16.2,16.2,0.08,"  USA, Hawaii: White (1960-1963)",9,30.1,30.1,0.15,"  USA, Hawaii: White (1960-1963)",7,22.9,22.9,0.11,"  USA, Hawaii: White (1960-1963)",21,92.9,92.9,0.46,"  USA, Hawaii: White (1960-1963)",33,189.2,189.2,0.95,"  USA, Hawaii: White (1960-1963)",23,168.1,168.1,0.84,"  USA, Hawaii: White (1960-1963)",16,157.5,157.5,0.79,"  USA, Hawaii: White (1960-1963)",17,206.3,206.3,1.03,"  USA, Hawaii: White (1960-1963)",10,162.3,162.3,0.81,"  USA, Hawaii: White (1960-1963)",9,195.7,195.7,0.98,"  USA, Hawaii: White (1960-1963)",8,277.8,277.8,1.39,"  USA, Hawaii: White (1960-1963)",2,131.6,131.6,0.66,"  USA, Hawaii: White (1960-1963)",2,227.3,227.3,..,
,,2580,177,209.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13.9,13.9,0.07,0,31,39.6,39.6,0.2,0,78,114.1,114.1,0.57,0,176,177.4,177.4,0.88,0,307,399.7,399.7,1.99,0,386,637.8,637.8,3.2,0,285,527.9,527.9,2.65,0,259,563.4,563.4,2.82,0,255,719.7,719.7,3.6,0,247,717.6,717.6,3.59,0,201,550.1,550.1,2.75,0,175,884.4,884.4,4.43,0,103,504.5,504.5,2.52,0,70,805.5,805.5,0,
