,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,https://ci5.iarc.fr/CI5-XI/Pages/summary_table_site_sel.aspx
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,
Europe," Spain, Cuenca",394,92.5 (4.66),53.4 (3.08),..," Spain, Cuenca",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Cuenca",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Cuenca",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Cuenca",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Cuenca",1,3.9 (3.87),3.9 (3.87),0.02 (0.019)," Spain, Cuenca",4,14.9 (7.45),14.9 (7.45),0.07 (0.037)," Spain, Cuenca",5,17.3 (7.76),17.3 (7.76),0.09 (0.039)," Spain, Cuenca",15,51.0 (13.17),51.0 (13.17),0.26 (0.066)," Spain, Cuenca",36,115.5 (19.25),115.5 (19.25),0.58 (0.096)," Spain, Cuenca",49,158.3 (22.62),158.3 (22.62),0.79 (0.113)," Spain, Cuenca",46,183.2 (27.02),183.2 (27.02),0.92 (0.135)," Spain, Cuenca",29,140.1 (26.02),140.1 (26.02),0.70 (0.130)," Spain, Cuenca",27,133.3 (25.65),133.3 (25.65),0.67 (0.128)," Spain, Cuenca",35,162.7 (27.50),162.7 (27.50),0.81 (0.138)," Spain, Cuenca",32,136.2 (24.08),136.2 (24.08),0.68 (0.120)," Spain, Cuenca",50,200.0 (28.28),200.0 (28.28),1.00 (0.141)," Spain, Cuenca",37,182.6 (30.02),182.6 (30.02),0.91 (0.150)," Spain, Cuenca",28,151.0 (28.55),151.0 (28.55),..,
Europe," Spain, Girona",1982,108.1 (2.43),66.6 (1.61),..," Spain, Girona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Girona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Girona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Girona",1,1.2 (1.17),1.2 (1.17),0.01 (0.006)," Spain, Girona",1,1.0 (0.99),1.0 (0.99),0.00 (0.005)," Spain, Girona",12,9.2 (2.67),9.2 (2.67),0.05 (0.013)," Spain, Girona",37,23.5 (3.87),23.5 (3.87),0.12 (0.019)," Spain, Girona",89,58.3 (6.17),58.3 (6.17),0.29 (0.031)," Spain, Girona",174,122.5 (9.29),122.5 (9.29),0.61 (0.046)," Spain, Girona",243,182.3 (11.69),182.3 (11.69),0.91 (0.058)," Spain, Girona",240,199.9 (12.90),199.9 (12.90),1.00 (0.065)," Spain, Girona",213,206.1 (14.12),206.1 (14.12),1.03 (0.071)," Spain, Girona",198,211.2 (15.01),211.2 (15.01),1.06 (0.075)," Spain, Girona",166,216.7 (16.82),216.7 (16.82),1.08 (0.084)," Spain, Girona",145,216.2 (17.95),216.2 (17.95),1.08 (0.090)," Spain, Girona",171,241.1 (18.44),241.1 (18.44),1.21 (0.092)," Spain, Girona",143,247.4 (20.69),247.4 (20.69),1.24 (0.103)," Spain, Girona",149,267.3 (21.90),267.3 (21.90),..,
Europe," Spain, Granada",2213,95.9 (2.04),61.7 (1.39),..," Spain, Granada",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Granada",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Granada",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Granada",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Granada",1,0.7 (0.70),0.7 (0.70),0.00 (0.004)," Spain, Granada",17,10.4 (2.52),10.4 (2.52),0.05 (0.013)," Spain, Granada",45,24.9 (3.71),24.9 (3.71),0.12 (0.019)," Spain, Granada",91,51.2 (5.37),51.2 (5.37),0.26 (0.027)," Spain, Granada",188,104.2 (7.60),104.2 (7.60),0.52 (0.038)," Spain, Granada",295,171.1 (9.96),171.1 (9.96),0.86 (0.050)," Spain, Granada",319,212.5 (11.90),212.5 (11.90),1.06 (0.059)," Spain, Granada",239,195.7 (12.66),195.7 (12.66),0.98 (0.063)," Spain, Granada",228,201.2 (13.32),201.2 (13.32),1.01 (0.067)," Spain, Granada",199,198.0 (14.03),198.0 (14.03),0.99 (0.070)," Spain, Granada",170,179.6 (13.78),179.6 (13.78),0.90 (0.069)," Spain, Granada",182,188.1 (13.94),188.1 (13.94),0.94 (0.070)," Spain, Granada",147,206.6 (17.04),206.6 (17.04),1.03 (0.085)," Spain, Granada",92,166.5 (17.36),166.5 (17.36),..,
Europe," Spain, La Rioja",936,117.5 (3.84),67.6 (2.43),..," Spain, La Rioja",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, La Rioja",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, La Rioja",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, La Rioja",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, La Rioja",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, La Rioja",5,9.5 (4.27),9.5 (4.27),0.05 (0.021)," Spain, La Rioja",7,10.9 (4.11),10.9 (4.11),0.05 (0.021)," Spain, La Rioja",44,69.3 (10.45),69.3 (10.45),0.35 (0.052)," Spain, La Rioja",61,99.3 (12.71),99.3 (12.71),0.50 (0.064)," Spain, La Rioja",112,190.2 (17.97),190.2 (17.97),0.95 (0.090)," Spain, La Rioja",114,212.4 (19.89),212.4 (19.89),1.06 (0.099)," Spain, La Rioja",95,212.4 (21.79),212.4 (21.79),1.06 (0.109)," Spain, La Rioja",90,217.5 (22.92),217.5 (22.92),1.09 (0.115)," Spain, La Rioja",86,236.7 (25.53),236.7 (25.53),1.18 (0.128)," Spain, La Rioja",77,238.1 (27.14),238.1 (27.14),1.19 (0.136)," Spain, La Rioja",87,239.9 (25.72),239.9 (25.72),1.20 (0.129)," Spain, La Rioja",84,279.4 (30.48),279.4 (30.48),1.40 (0.152)," Spain, La Rioja",74,244.0 (28.37),244.0 (28.37),..,
Europe," Spain, Mallorca",1685,98.0 (2.39),63.3 (1.63),..," Spain, Mallorca",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Mallorca",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Mallorca",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Mallorca",1,1.2 (1.20),1.2 (1.20),0.01 (0.006)," Spain, Mallorca",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Mallorca",8,6.2 (2.19),6.2 (2.19),0.03 (0.011)," Spain, Mallorca",40,26.6 (4.20),26.6 (4.20),0.13 (0.021)," Spain, Mallorca",77,51.2 (5.84),51.2 (5.84),0.26 (0.029)," Spain, Mallorca",150,108.1 (8.83),108.1 (8.83),0.54 (0.044)," Spain, Mallorca",223,178.7 (11.97),178.7 (11.97),0.89 (0.060)," Spain, Mallorca",192,176.5 (12.74),176.5 (12.74),0.88 (0.064)," Spain, Mallorca",199,210.6 (14.93),210.6 (14.93),1.05 (0.075)," Spain, Mallorca",202,230.9 (16.25),230.9 (16.25),1.15 (0.081)," Spain, Mallorca",142,199.7 (16.76),199.7 (16.76),1.00 (0.084)," Spain, Mallorca",118,194.5 (17.90),194.5 (17.90),0.97 (0.090)," Spain, Mallorca",116,203.6 (18.90),203.6 (18.90),1.02 (0.095)," Spain, Mallorca",107,239.1 (23.12),239.1 (23.12),1.20 (0.116)," Spain, Mallorca",110,254.5 (24.26),254.5 (24.26),..,
Europe," Spain, Murcia",2032,94.3 (2.09),64.7 (1.52),..," Spain, Murcia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Murcia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Murcia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Murcia",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Murcia",1,0.7 (0.74),0.7 (0.74),0.00 (0.004)," Spain, Murcia",13,7.6 (2.12),7.6 (2.12),0.04 (0.011)," Spain, Murcia",51,26.8 (3.76),26.8 (3.76),0.13 (0.019)," Spain, Murcia",99,54.8 (5.51),54.8 (5.51),0.27 (0.028)," Spain, Murcia",204,119.0 (8.33),119.0 (8.33),0.59 (0.042)," Spain, Murcia",264,176.7 (10.88),176.7 (10.88),0.88 (0.054)," Spain, Murcia",251,200.6 (12.66),200.6 (12.66),1.00 (0.063)," Spain, Murcia",213,201.1 (13.78),201.1 (13.78),1.01 (0.069)," Spain, Murcia",215,214.7 (14.64),214.7 (14.64),1.07 (0.073)," Spain, Murcia",181,217.7 (16.18),217.7 (16.18),1.09 (0.081)," Spain, Murcia",147,183.2 (15.11),183.2 (15.11),0.92 (0.076)," Spain, Murcia",190,252.2 (18.29),252.2 (18.29),1.26 (0.091)," Spain, Murcia",119,211.7 (19.41),211.7 (19.41),1.06 (0.097)," Spain, Murcia",84,194.6 (21.23),194.6 (21.23),..,
Europe," Spain, Navarra",1058,112.1 (3.45),68.8 (2.30),..," Spain, Navarra",1,2.0 (2.03),2.0 (2.03),0.01 (0.010)," Spain, Navarra",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Navarra",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Navarra",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Navarra",1,2.0 (2.00),2.0 (2.00),0.01 (0.010)," Spain, Navarra",4,6.0 (3.02),6.0 (3.02),0.03 (0.015)," Spain, Navarra",18,22.9 (5.39),22.9 (5.39),0.11 (0.027)," Spain, Navarra",56,73.5 (9.82),73.5 (9.82),0.37 (0.049)," Spain, Navarra",95,129.3 (13.27),129.3 (13.27),0.65 (0.066)," Spain, Navarra",147,217.3 (17.92),217.3 (17.92),1.09 (0.090)," Spain, Navarra",121,201.2 (18.29),201.2 (18.29),1.01 (0.091)," Spain, Navarra",101,189.5 (18.85),189.5 (18.85),0.95 (0.094)," Spain, Navarra",110,215.7 (20.57),215.7 (20.57),1.08 (0.103)," Spain, Navarra",105,257.7 (25.15),257.7 (25.15),1.29 (0.126)," Spain, Navarra",54,138.5 (18.84),138.5 (18.84),0.69 (0.094)," Spain, Navarra",92,230.5 (24.04),230.5 (24.04),1.15 (0.120)," Spain, Navarra",73,220.7 (25.83),220.7 (25.83),1.10 (0.129)," Spain, Navarra",80,236.8 (26.47),236.8 (26.47),..,
Europe," Spain, Tarragona",2270,115.1 (2.42),71.8 (1.61),..," Spain, Tarragona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Tarragona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Tarragona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Tarragona",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Spain, Tarragona",1,0.9 (0.91),0.9 (0.91),0.00 (0.005)," Spain, Tarragona",15,10.7 (2.76),10.7 (2.76),0.05 (0.014)," Spain, Tarragona",39,22.9 (3.66),22.9 (3.67),0.11 (0.018)," Spain, Tarragona",94,57.5 (5.93),57.6 (5.94),0.29 (0.030)," Spain, Tarragona",195,129.7 (9.29),130.0 (9.31),0.65 (0.047)," Spain, Tarragona",261,186.9 (11.57),187.2 (11.59),0.94 (0.058)," Spain, Tarragona",295,234.5 (13.65),234.9 (13.68),1.17 (0.068)," Spain, Tarragona",253,226.3 (14.23),226.7 (14.25),1.13 (0.071)," Spain, Tarragona",227,218.7 (14.52),219.1 (14.54),1.10 (0.073)," Spain, Tarragona",233,270.2 (17.70),270.7 (17.73),1.35 (0.089)," Spain, Tarragona",153,207.0 (16.73),207.3 (16.76),1.04 (0.084)," Spain, Tarragona",202,267.1 (18.79),267.6 (18.83),1.34 (0.094)," Spain, Tarragona",152,250.4 (20.31),250.8 (20.34),1.25 (0.102)," Spain, Tarragona",146,251.3 (20.80),251.7 (20.83),..,
Europe," Switzerland, Fribourg",977,140.7 (4.50),90.7 (3.03),..," Switzerland, Fribourg",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Fribourg",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Fribourg",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Fribourg",1,2.2 (2.17),2.2 (2.17),0.01 (0.011)," Switzerland, Fribourg",1,2.2 (2.19),2.2 (2.19),0.01 (0.011)," Switzerland, Fribourg",7,15.7 (5.93),15.7 (5.93),0.08 (0.030)," Switzerland, Fribourg",19,41.3 (9.48),41.3 (9.48),0.21 (0.047)," Switzerland, Fribourg",39,76.4 (12.24),76.4 (12.24),0.38 (0.061)," Switzerland, Fribourg",69,120.9 (14.55),120.9 (14.55),0.60 (0.073)," Switzerland, Fribourg",120,215.7 (19.69),215.7 (19.69),1.08 (0.098)," Switzerland, Fribourg",129,276.9 (24.38),276.9 (24.38),1.38 (0.122)," Switzerland, Fribourg",101,253.6 (25.24),253.6 (25.24),1.27 (0.126)," Switzerland, Fribourg",116,313.0 (29.06),313.0 (29.06),1.56 (0.145)," Switzerland, Fribourg",116,377.6 (35.06),377.6 (35.06),1.89 (0.175)," Switzerland, Fribourg",86,365.8 (39.45),365.8 (39.45),1.83 (0.197)," Switzerland, Fribourg",70,353.3 (42.23),353.3 (42.23),1.77 (0.211)," Switzerland, Fribourg",52,318.0 (44.10),318.0 (44.10),1.59 (0.221)," Switzerland, Fribourg",51,304.9 (42.70),304.9 (42.70),..,
Europe," Switzerland, Geneva",1822,155.0 (3.63),91.9 (2.28),..," Switzerland, Geneva",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Geneva",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Geneva",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Geneva",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Geneva",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Geneva",4,5.0 (2.51),5.0 (2.51),0.03 (0.013)," Switzerland, Geneva",25,27.9 (5.59),27.9 (5.59),0.14 (0.028)," Switzerland, Geneva",70,75.8 (9.06),75.8 (9.06),0.38 (0.045)," Switzerland, Geneva",107,114.1 (11.03),114.1 (11.03),0.57 (0.055)," Switzerland, Geneva",181,198.5 (14.76),198.5 (14.76),0.99 (0.074)," Switzerland, Geneva",206,267.6 (18.65),267.6 (18.65),1.34 (0.093)," Switzerland, Geneva",168,248.4 (19.16),248.4 (19.16),1.24 (0.096)," Switzerland, Geneva",226,346.6 (23.06),346.6 (23.06),1.73 (0.115)," Switzerland, Geneva",264,459.2 (28.26),459.2 (28.26),2.30 (0.141)," Switzerland, Geneva",192,420.5 (30.35),420.5 (30.35),2.10 (0.152)," Switzerland, Geneva",143,361.4 (30.22),361.4 (30.22),1.81 (0.151)," Switzerland, Geneva",123,381.0 (34.36),381.0 (34.36),1.91 (0.172)," Switzerland, Geneva",113,319.9 (30.09),319.9 (30.09),..,
Europe," Switzerland, Graubunden and Glarus",795,137.0 (4.86),72.3 (2.78),..," Switzerland, Graubunden and Glarus",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Graubunden and Glarus",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Graubunden and Glarus",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Graubunden and Glarus",1,3.0 (2.95),3.0 (2.95),0.01 (0.015)," Switzerland, Graubunden and Glarus",1,2.8 (2.82),2.8 (2.82),0.01 (0.014)," Switzerland, Graubunden and Glarus",2,5.6 (3.95),5.6 (3.95),0.03 (0.020)," Switzerland, Graubunden and Glarus",10,27.5 (8.71),27.5 (8.71),0.14 (0.044)," Switzerland, Graubunden and Glarus",10,25.7 (8.11),25.7 (8.11),0.13 (0.041)," Switzerland, Graubunden and Glarus",33,73.8 (12.84),73.8 (12.84),0.37 (0.064)," Switzerland, Graubunden and Glarus",62,134.0 (17.02),134.0 (17.02),0.67 (0.085)," Switzerland, Graubunden and Glarus",79,187.7 (21.11),187.7 (21.11),0.94 (0.106)," Switzerland, Graubunden and Glarus",84,226.1 (24.67),226.1 (24.67),1.13 (0.123)," Switzerland, Graubunden and Glarus",108,308.0 (29.63),308.0 (29.63),1.54 (0.148)," Switzerland, Graubunden and Glarus",108,356.2 (34.27),356.2 (34.27),1.78 (0.171)," Switzerland, Graubunden and Glarus",93,367.2 (38.08),367.2 (38.08),1.84 (0.190)," Switzerland, Graubunden and Glarus",85,377.8 (40.98),377.8 (40.98),1.89 (0.205)," Switzerland, Graubunden and Glarus",62,335.8 (42.65),335.8 (42.65),1.68 (0.213)," Switzerland, Graubunden and Glarus",57,301.8 (39.98),301.8 (39.98),..,
Europe," Switzerland, Neuchatel",696,157.5 (5.97),87.3 (3.63),..," Switzerland, Neuchatel",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Neuchatel",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Neuchatel",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Neuchatel",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Neuchatel",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Neuchatel",1,4.0 (4.01),4.0 (4.01),0.02 (0.020)," Switzerland, Neuchatel",7,25.6 (9.66),25.6 (9.66),0.13 (0.048)," Switzerland, Neuchatel",17,54.0 (13.10),54.0 (13.10),0.27 (0.065)," Switzerland, Neuchatel",45,133.4 (19.89),133.4 (19.89),0.67 (0.099)," Switzerland, Neuchatel",78,239.5 (27.12),239.5 (27.12),1.20 (0.136)," Switzerland, Neuchatel",78,269.6 (30.53),269.6 (30.53),1.35 (0.153)," Switzerland, Neuchatel",56,212.6 (28.41),212.6 (28.41),1.06 (0.142)," Switzerland, Neuchatel",77,296.0 (33.73),296.0 (33.73),1.48 (0.169)," Switzerland, Neuchatel",86,377.0 (40.66),377.0 (40.66),1.89 (0.203)," Switzerland, Neuchatel",66,355.8 (43.80),355.8 (43.80),1.78 (0.219)," Switzerland, Neuchatel",72,402.0 (47.37),402.0 (47.37),2.01 (0.237)," Switzerland, Neuchatel",52,344.2 (47.73),344.2 (47.73),1.72 (0.239)," Switzerland, Neuchatel",61,361.2 (46.25),361.2 (46.25),..,
Europe," Switzerland, St Gall-Appenzell",1694,123.6 (3.00),70.8 (1.84),..," Switzerland, St Gall-Appenzell",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, St Gall-Appenzell",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, St Gall-Appenzell",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, St Gall-Appenzell",1,1.2 (1.19),1.2 (1.19),0.01 (0.006)," Switzerland, St Gall-Appenzell",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, St Gall-Appenzell",7,7.9 (3.00),7.9 (3.00),0.04 (0.015)," Switzerland, St Gall-Appenzell",8,9.1 (3.21),9.1 (3.21),0.05 (0.016)," Switzerland, St Gall-Appenzell",49,53.4 (7.62),53.4 (7.62),0.27 (0.038)," Switzerland, St Gall-Appenzell",86,81.5 (8.79),81.5 (8.79),0.41 (0.044)," Switzerland, St Gall-Appenzell",160,146.8 (11.61),146.8 (11.61),0.73 (0.058)," Switzerland, St Gall-Appenzell",165,171.9 (13.38),171.9 (13.38),0.86 (0.067)," Switzerland, St Gall-Appenzell",183,220.3 (16.28),220.3 (16.28),1.10 (0.081)," Switzerland, St Gall-Appenzell",207,271.4 (18.86),271.4 (18.86),1.36 (0.094)," Switzerland, St Gall-Appenzell",263,391.0 (24.11),391.0 (24.11),1.96 (0.121)," Switzerland, St Gall-Appenzell",196,350.4 (25.03),350.4 (25.03),1.75 (0.125)," Switzerland, St Gall-Appenzell",126,263.4 (23.47),263.4 (23.47),1.32 (0.117)," Switzerland, St Gall-Appenzell",122,308.9 (27.97),308.9 (27.97),1.54 (0.140)," Switzerland, St Gall-Appenzell",121,290.1 (26.37),290.1 (26.37),..,
Europe," Switzerland, Ticino",1535,176.8 (4.51),90.1 (2.53),..," Switzerland, Ticino",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Ticino",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Ticino",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Ticino",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Ticino",1,2.3 (2.32),2.3 (2.32),0.01 (0.012)," Switzerland, Ticino",4,8.8 (4.39),8.8 (4.39),0.04 (0.022)," Switzerland, Ticino",16,30.6 (7.64),30.6 (7.64),0.15 (0.038)," Switzerland, Ticino",45,71.6 (10.67),71.6 (10.67),0.36 (0.053)," Switzerland, Ticino",93,130.0 (13.48),130.0 (13.48),0.65 (0.067)," Switzerland, Ticino",141,201.4 (16.96),201.4 (16.96),1.01 (0.085)," Switzerland, Ticino",136,229.5 (19.68),229.5 (19.68),1.15 (0.098)," Switzerland, Ticino",142,263.5 (22.11),263.5 (22.11),1.32 (0.111)," Switzerland, Ticino",186,337.9 (24.78),337.9 (24.78),1.69 (0.124)," Switzerland, Ticino",222,427.2 (28.67),427.2 (28.67),2.14 (0.143)," Switzerland, Ticino",156,349.7 (28.00),349.7 (28.00),1.75 (0.140)," Switzerland, Ticino",166,440.4 (34.18),440.4 (34.18),2.20 (0.171)," Switzerland, Ticino",111,367.8 (34.91),367.8 (34.91),1.84 (0.175)," Switzerland, Ticino",116,329.4 (30.59),329.4 (30.59),..,
Europe," Switzerland, Valais",1217,154.1 (4.42),87.6 (2.67),..," Switzerland, Valais",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Valais",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Valais",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Valais",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Valais",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Valais",4,8.0 (4.02),8.0 (4.02),0.04 (0.020)," Switzerland, Valais",15,30.4 (7.84),30.4 (7.84),0.15 (0.039)," Switzerland, Valais",26,49.4 (9.69),49.4 (9.69),0.25 (0.048)," Switzerland, Valais",61,101.0 (12.94),101.0 (12.94),0.51 (0.065)," Switzerland, Valais",130,204.2 (17.91),204.2 (17.91),1.02 (0.090)," Switzerland, Valais",145,261.5 (21.72),261.5 (21.72),1.31 (0.109)," Switzerland, Valais",129,263.2 (23.17),263.2 (23.17),1.32 (0.116)," Switzerland, Valais",184,377.9 (27.86),377.9 (27.86),1.89 (0.139)," Switzerland, Valais",173,402.4 (30.60),402.4 (30.60),2.01 (0.153)," Switzerland, Valais",112,332.4 (31.41),332.4 (31.41),1.66 (0.157)," Switzerland, Valais",85,294.1 (31.90),294.1 (31.90),1.47 (0.160)," Switzerland, Valais",81,362.6 (40.28),362.6 (40.28),1.81 (0.201)," Switzerland, Valais",72,331.1 (39.02),331.1 (39.02),..,
Europe," Switzerland, Vaud",2939,162.3 (2.99),96.1 (1.89),..," Switzerland, Vaud",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Vaud",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Vaud",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Vaud",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Vaud",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Vaud",12,10.5 (3.03),10.5 (3.03),0.05 (0.015)," Switzerland, Vaud",45,35.9 (5.35),35.9 (5.35),0.18 (0.027)," Switzerland, Vaud",95,69.8 (7.16),69.8 (7.16),0.35 (0.036)," Switzerland, Vaud",185,129.7 (9.54),129.7 (9.54),0.65 (0.048)," Switzerland, Vaud",278,199.2 (11.95),199.2 (11.95),1.00 (0.060)," Switzerland, Vaud",329,275.1 (15.17),275.1 (15.17),1.38 (0.076)," Switzerland, Vaud",290,278.6 (16.36),278.6 (16.36),1.39 (0.082)," Switzerland, Vaud",361,351.9 (18.52),351.9 (18.52),1.76 (0.093)," Switzerland, Vaud",409,467.8 (23.13),467.8 (23.13),2.34 (0.116)," Switzerland, Vaud",279,413.0 (24.73),413.0 (24.73),2.07 (0.124)," Switzerland, Vaud",249,415.6 (26.34),415.6 (26.34),2.08 (0.132)," Switzerland, Vaud",188,368.7 (26.89),368.7 (26.89),1.84 (0.134)," Switzerland, Vaud",219,389.6 (26.33),389.6 (26.33),..,
Europe," Switzerland, Zurich",5092,147.9 (2.07),85.1 (1.27),..," Switzerland, Zurich",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Zurich",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Zurich",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Zurich",1,0.6 (0.61),0.6 (0.61),0.00 (0.003)," Switzerland, Zurich",0,0.0 (0.00),0.0 (0.00),0.00 (0.000)," Switzerland, Zurich",25,10.2 (2.04),10.2 (2.04),0.05 (0.010)," Switzerland, Zurich",71,26.9 (3.19),26.9 (3.19),0.13 (0.016)," Switzerland, Zurich",141,53.3 (4.49),53.3 (4.49),0.27 (0.022)," Switzerland, Zurich",335,119.0 (6.50),119.0 (6.50),0.59 (0.032)," Switzerland, Zurich",542,200.9 (8.63),200.9 (8.63),1.00 (0.043)," Switzerland, Zurich",519,223.5 (9.81),223.5 (9.81),1.12 (0.049)," Switzerland, Zurich",484,232.6 (10.57),232.6 (10.57),1.16 (0.053)," Switzerland, Zurich",614,313.5 (12.65),313.5 (12.65),1.57 (0.063)," Switzerland, Zurich",720,417.3 (15.55),417.3 (15.55),2.09 (0.078)," Switzerland, Zurich",546,387.6 (16.59),387.6 (16.59),1.94 (0.083)," Switzerland, Zurich",465,381.9 (17.71),381.9 (17.71),1.91 (0.089)," Switzerland, Zurich",342,342.1 (18.50),342.1 (18.50),1.71 (0.092)," Switzerland, Zurich",287,283.3 (16.72),283.3 (16.72),..,
