,Breast(C50)-Female age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Continent,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,Population,Cases,Crude Rate,ASR (W),Cumulative Rate,https://ci5.iarc.fr/CI5I-X/Pages/table2_sel.aspx
North America,"  USA, California, Los Angeles: Chinese (1988-1992)",266,42.8,36.8,..,"  USA, California, Los Angeles: Chinese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Chinese (1988-1992)",1,1.6,1.6,0.01,"  USA, California, Los Angeles: Chinese (1988-1992)",11,16.4,16.4,0.08,"  USA, California, Los Angeles: Chinese (1988-1992)",34,52.3,52.3,0.26,"  USA, California, Los Angeles: Chinese (1988-1992)",42,77.6,77.6,0.39,"  USA, California, Los Angeles: Chinese (1988-1992)",33,99.8,99.8,0.5,"  USA, California, Los Angeles: Chinese (1988-1992)",27,100.5,100.5,0.5,"  USA, California, Los Angeles: Chinese (1988-1992)",20,86.6,86.6,0.43,"  USA, California, Los Angeles: Chinese (1988-1992)",24,107.5,107.5,0.54,"  USA, California, Los Angeles: Chinese (1988-1992)",16,81.4,81.4,0.41,"  USA, California, Los Angeles: Chinese (1988-1992)",24,156.6,156.6,0.78,"  USA, California, Los Angeles: Chinese (1988-1992)",21,205.5,205.5,1.03,"  USA, California, Los Angeles: Chinese (1988-1992)",6,105.2,105.2,0.53,"  USA, California, Los Angeles: Chinese (1988-1992)",7,197.5,197.5,..,
North America,"  USA, California, Los Angeles: Filipino (1988-1992)",480,82.2,69.3,..,"  USA, California, Los Angeles: Filipino (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Filipino (1988-1992)",4,8.1,8.1,0.04,"  USA, California, Los Angeles: Filipino (1988-1992)",22,37.8,37.8,0.19,"  USA, California, Los Angeles: Filipino (1988-1992)",33,55.7,55.7,0.28,"  USA, California, Los Angeles: Filipino (1988-1992)",84,154.4,154.4,0.77,"  USA, California, Los Angeles: Filipino (1988-1992)",75,188.9,188.9,0.94,"  USA, California, Los Angeles: Filipino (1988-1992)",70,236.2,236.2,1.18,"  USA, California, Los Angeles: Filipino (1988-1992)",38,176.8,176.8,0.88,"  USA, California, Los Angeles: Filipino (1988-1992)",35,171.9,171.9,0.86,"  USA, California, Los Angeles: Filipino (1988-1992)",51,271.1,271.1,1.36,"  USA, California, Los Angeles: Filipino (1988-1992)",28,203.9,203.9,1.02,"  USA, California, Los Angeles: Filipino (1988-1992)",26,261.6,261.6,1.31,"  USA, California, Los Angeles: Filipino (1988-1992)",12,254.8,254.8,1.27,"  USA, California, Los Angeles: Filipino (1988-1992)",2,120.5,120.5,..,
North America,"  USA, California, Los Angeles: Hispanic White (1988-1992)",3186,41.7,57.4,..,"  USA, California, Los Angeles: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Hispanic White (1988-1992)",8,1,1,0,"  USA, California, Los Angeles: Hispanic White (1988-1992)",40,4.9,4.9,0.02,"  USA, California, Los Angeles: Hispanic White (1988-1992)",135,18.9,18.9,0.09,"  USA, California, Los Angeles: Hispanic White (1988-1992)",266,47,47,0.23,"  USA, California, Los Angeles: Hispanic White (1988-1992)",319,75.4,75.4,0.38,"  USA, California, Los Angeles: Hispanic White (1988-1992)",406,133.3,133.3,0.67,"  USA, California, Los Angeles: Hispanic White (1988-1992)",332,141.6,141.7,0.71,"  USA, California, Los Angeles: Hispanic White (1988-1992)",364,184.5,184.5,0.92,"  USA, California, Los Angeles: Hispanic White (1988-1992)",340,193.4,193.4,0.97,"  USA, California, Los Angeles: Hispanic White (1988-1992)",332,245.2,245.2,1.23,"  USA, California, Los Angeles: Hispanic White (1988-1992)",262,285.1,285.2,1.43,"  USA, California, Los Angeles: Hispanic White (1988-1992)",187,268.5,268.6,1.34,"  USA, California, Los Angeles: Hispanic White (1988-1992)",125,290,290.1,1.45,"  USA, California, Los Angeles: Hispanic White (1988-1992)",69,200.4,200.5,..,
North America,"  USA, California, Los Angeles: Japanese (1988-1992)",319,94.8,63,..,"  USA, California, Los Angeles: Japanese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Japanese (1988-1992)",1,4.5,4.5,0.02,"  USA, California, Los Angeles: Japanese (1988-1992)",4,12.5,12.5,0.06,"  USA, California, Los Angeles: Japanese (1988-1992)",4,12,12,0.06,"  USA, California, Los Angeles: Japanese (1988-1992)",10,34.1,34.1,0.17,"  USA, California, Los Angeles: Japanese (1988-1992)",31,115.7,115.7,0.58,"  USA, California, Los Angeles: Japanese (1988-1992)",33,163.2,163.2,0.82,"  USA, California, Los Angeles: Japanese (1988-1992)",36,198.6,198.6,0.99,"  USA, California, Los Angeles: Japanese (1988-1992)",40,177.9,177.9,0.89,"  USA, California, Los Angeles: Japanese (1988-1992)",40,173.8,173.8,0.87,"  USA, California, Los Angeles: Japanese (1988-1992)",58,288.6,288.6,1.44,"  USA, California, Los Angeles: Japanese (1988-1992)",27,220.6,220.6,1.1,"  USA, California, Los Angeles: Japanese (1988-1992)",18,289.6,289.6,1.45,"  USA, California, Los Angeles: Japanese (1988-1992)",10,318,318,1.59,"  USA, California, Los Angeles: Japanese (1988-1992)",7,119.7,119.7,..,
North America,"  USA, California, Los Angeles: Korean (1988-1992)",97,25.8,21.4,..,"  USA, California, Los Angeles: Korean (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Korean (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Korean (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Korean (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Korean (1988-1992)",3,10.6,10.6,0.05,"  USA, California, Los Angeles: Korean (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Korean (1988-1992)",3,7.4,7.4,0.04,"  USA, California, Los Angeles: Korean (1988-1992)",15,43.4,43.4,0.22,"  USA, California, Los Angeles: Korean (1988-1992)",18,58.7,58.7,0.29,"  USA, California, Los Angeles: Korean (1988-1992)",20,78.8,78.8,0.39,"  USA, California, Los Angeles: Korean (1988-1992)",14,70,70,0.35,"  USA, California, Los Angeles: Korean (1988-1992)",8,52.9,52.9,0.26,"  USA, California, Los Angeles: Korean (1988-1992)",1,7.6,7.6,0.04,"  USA, California, Los Angeles: Korean (1988-1992)",2,17.8,17.8,0.09,"  USA, California, Los Angeles: Korean (1988-1992)",8,90.5,90.5,0.45,"  USA, California, Los Angeles: Korean (1988-1992)",3,50.1,50.1,0.25,"  USA, California, Los Angeles: Korean (1988-1992)",1,33.9,33.9,0.17,"  USA, California, Los Angeles: Korean (1988-1992)",1,73.8,73.8,..,
North America,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",15823,172.5,103.7,..,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",5,0.8,0.8,0,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",54,6.7,6.7,0.03,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",217,26.2,26.2,0.13,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",483,63.9,63.9,0.32,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",906,128.9,128.9,0.64,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",1294,225.5,225.6,1.13,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",1306,274.7,274.8,1.37,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",1473,329,329.1,1.65,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",1939,407.3,407.4,2.04,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",2229,451,451.1,2.26,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",2088,508.6,508.7,2.54,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",1741,507.8,507.9,2.54,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",1162,481.9,482,2.41,"  USA, California, Los Angeles: Non-Hispanic White (1988-1992)",923,403.5,403.6,..,
North America,"  USA, California, San Francisco: Black (1988-1992)",1056,94.2,83.7,..,"  USA, California, San Francisco: Black (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Black (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Black (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Black (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Black (1988-1992)",1,1.2,1.2,0.01,"  USA, California, San Francisco: Black (1988-1992)",8,7.7,7.7,0.04,"  USA, California, San Francisco: Black (1988-1992)",35,32.7,32.7,0.16,"  USA, California, San Francisco: Black (1988-1992)",73,74.9,74.9,0.37,"  USA, California, San Francisco: Black (1988-1992)",108,132.6,132.6,0.66,"  USA, California, San Francisco: Black (1988-1992)",113,193.2,193.2,0.97,"  USA, California, San Francisco: Black (1988-1992)",113,240.7,240.7,1.2,"  USA, California, San Francisco: Black (1988-1992)",109,266.6,266.6,1.33,"  USA, California, San Francisco: Black (1988-1992)",114,282.1,282.1,1.41,"  USA, California, San Francisco: Black (1988-1992)",128,321.6,321.6,1.61,"  USA, California, San Francisco: Black (1988-1992)",99,321.1,321.1,1.61,"  USA, California, San Francisco: Black (1988-1992)",84,373.3,373.3,1.87,"  USA, California, San Francisco: Black (1988-1992)",34,272.9,272.9,1.36,"  USA, California, San Francisco: Black (1988-1992)",37,364.2,364.2,..,
North America,"  USA, California, San Francisco: Chinese (1988-1992)",459,70.8,55.2,..,"  USA, California, San Francisco: Chinese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Chinese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Chinese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Chinese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Chinese (1988-1992)",1,2,2,0.01,"  USA, California, San Francisco: Chinese (1988-1992)",6,10.2,10.2,0.05,"  USA, California, San Francisco: Chinese (1988-1992)",17,26.8,26.8,0.13,"  USA, California, San Francisco: Chinese (1988-1992)",33,53.3,53.3,0.27,"  USA, California, San Francisco: Chinese (1988-1992)",38,69.4,69.4,0.35,"  USA, California, San Francisco: Chinese (1988-1992)",48,158.2,158.2,0.79,"  USA, California, San Francisco: Chinese (1988-1992)",41,129.8,129.8,0.65,"  USA, California, San Francisco: Chinese (1988-1992)",42,134.7,134.7,0.67,"  USA, California, San Francisco: Chinese (1988-1992)",50,162.7,162.7,0.81,"  USA, California, San Francisco: Chinese (1988-1992)",55,204.4,204.4,1.02,"  USA, California, San Francisco: Chinese (1988-1992)",47,251.4,251.4,1.26,"  USA, California, San Francisco: Chinese (1988-1992)",39,292.7,292.7,1.46,"  USA, California, San Francisco: Chinese (1988-1992)",17,210.2,210.2,1.05,"  USA, California, San Francisco: Chinese (1988-1992)",25,447.9,447.9,..,
North America,"  USA, California, San Francisco: Filipino (1988-1992)",333,76.2,65.3,..,"  USA, California, San Francisco: Filipino (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Filipino (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Filipino (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Filipino (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Filipino (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Filipino (1988-1992)",3,7.8,7.8,0.04,"  USA, California, San Francisco: Filipino (1988-1992)",11,26.3,26.3,0.13,"  USA, California, San Francisco: Filipino (1988-1992)",29,73.2,73.2,0.37,"  USA, California, San Francisco: Filipino (1988-1992)",39,103.7,103.7,0.52,"  USA, California, San Francisco: Filipino (1988-1992)",51,191,191,0.96,"  USA, California, San Francisco: Filipino (1988-1992)",38,168.4,168.4,0.84,"  USA, California, San Francisco: Filipino (1988-1992)",35,193,193,0.96,"  USA, California, San Francisco: Filipino (1988-1992)",39,214.8,214.8,1.07,"  USA, California, San Francisco: Filipino (1988-1992)",36,238.5,238.5,1.19,"  USA, California, San Francisco: Filipino (1988-1992)",25,242.7,242.7,1.21,"  USA, California, San Francisco: Filipino (1988-1992)",17,226,226,1.13,"  USA, California, San Francisco: Filipino (1988-1992)",7,194.7,194.7,0.97,"  USA, California, San Francisco: Filipino (1988-1992)",3,211.9,211.9,..,
North America,"  USA, California, San Francisco: Hispanic White (1988-1992)",815,65.3,70.8,..,"  USA, California, San Francisco: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Hispanic White (1988-1992)",14,10.6,10.6,0.05,"  USA, California, San Francisco: Hispanic White (1988-1992)",33,27.6,27.6,0.14,"  USA, California, San Francisco: Hispanic White (1988-1992)",40,42.2,42.2,0.21,"  USA, California, San Francisco: Hispanic White (1988-1992)",65,87.1,87.1,0.44,"  USA, California, San Francisco: Hispanic White (1988-1992)",87,153.6,153.6,0.77,"  USA, California, San Francisco: Hispanic White (1988-1992)",92,195.1,195.1,0.98,"  USA, California, San Francisco: Hispanic White (1988-1992)",88,216.3,216.3,1.08,"  USA, California, San Francisco: Hispanic White (1988-1992)",95,256.8,256.8,1.28,"  USA, California, San Francisco: Hispanic White (1988-1992)",89,290.5,290.5,1.45,"  USA, California, San Francisco: Hispanic White (1988-1992)",79,349.8,349.8,1.75,"  USA, California, San Francisco: Hispanic White (1988-1992)",64,370,370,1.85,"  USA, California, San Francisco: Hispanic White (1988-1992)",43,380.9,380.9,1.9,"  USA, California, San Francisco: Hispanic White (1988-1992)",26,272.1,272.1,..,
North America,"  USA, California, San Francisco: Japanese (1988-1992)",138,109.7,68.4,..,"  USA, California, San Francisco: Japanese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Japanese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Japanese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Japanese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Japanese (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Japanese (1988-1992)",2,17.3,17.3,0.09,"  USA, California, San Francisco: Japanese (1988-1992)",5,37.9,37.9,0.19,"  USA, California, San Francisco: Japanese (1988-1992)",5,41.2,41.2,0.21,"  USA, California, San Francisco: Japanese (1988-1992)",14,134.8,134.8,0.67,"  USA, California, San Francisco: Japanese (1988-1992)",12,145.9,145.9,0.73,"  USA, California, San Francisco: Japanese (1988-1992)",10,152,152,0.76,"  USA, California, San Francisco: Japanese (1988-1992)",20,212.2,212.2,1.06,"  USA, California, San Francisco: Japanese (1988-1992)",18,180.3,180.3,0.9,"  USA, California, San Francisco: Japanese (1988-1992)",23,314.8,314.8,1.57,"  USA, California, San Francisco: Japanese (1988-1992)",15,341.7,341.7,1.71,"  USA, California, San Francisco: Japanese (1988-1992)",8,378.4,378.4,1.89,"  USA, California, San Francisco: Japanese (1988-1992)",2,182.5,182.5,0.91,"  USA, California, San Francisco: Japanese (1988-1992)",4,230.9,230.9,..,
North America,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",9080,165.4,103.3,..,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",1,0.4,0.4,0,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",5,1.5,1.5,0.01,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",25,5.3,5.3,0.03,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",108,21.1,21.1,0.11,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",349,68.9,68.9,0.34,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",672,137.4,137.4,0.69,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",835,222.4,222.4,1.11,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",754,268.7,268.7,1.34,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",804,330.2,330.2,1.65,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",1013,393.6,393.6,1.97,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",1274,477.7,477.7,2.39,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",1059,470.2,470.2,2.35,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",924,494.5,494.5,2.47,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",687,503.5,503.5,2.52,"  USA, California, San Francisco: Non-Hispanic White (1988-1992)",570,429.9,429.9,..,
North America,"  USA, Central California: Hispanic (1988-1992)",629,36.8,53.6,..,"  USA, Central California: Hispanic (1988-1992)",0,0,0,0,"  USA, Central California: Hispanic (1988-1992)",0,0,0,0,"  USA, Central California: Hispanic (1988-1992)",0,0,0,0,"  USA, Central California: Hispanic (1988-1992)",0,0,0,0,"  USA, Central California: Hispanic (1988-1992)",2,1.3,1.3,0.01,"  USA, Central California: Hispanic (1988-1992)",12,7.5,7.5,0.04,"  USA, Central California: Hispanic (1988-1992)",36,24.6,24.6,0.12,"  USA, Central California: Hispanic (1988-1992)",59,50.4,50.4,0.25,"  USA, Central California: Hispanic (1988-1992)",65,75,75,0.37,"  USA, Central California: Hispanic (1988-1992)",76,122.5,122.5,0.61,"  USA, Central California: Hispanic (1988-1992)",73,150.3,150.3,0.75,"  USA, Central California: Hispanic (1988-1992)",61,144.9,144.9,0.72,"  USA, Central California: Hispanic (1988-1992)",57,152,152,0.76,"  USA, Central California: Hispanic (1988-1992)",69,238.7,238.7,1.19,"  USA, Central California: Hispanic (1988-1992)",49,258.1,258.1,1.29,"  USA, Central California: Hispanic (1988-1992)",27,195.5,195.5,0.98,"  USA, Central California: Hispanic (1988-1992)",27,324.6,324.6,1.62,"  USA, Central California: Hispanic (1988-1992)",16,256.5,256.5,..,
North America,"  USA, Central California: Non-Hispanic White (1988-1992)",4665,131,86.2,..,"  USA, Central California: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, Central California: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, Central California: Non-Hispanic White (1988-1992)",0,0,0,0,"  USA, Central California: Non-Hispanic White (1988-1992)",1,0.5,0.5,0,"  USA, Central California: Non-Hispanic White (1988-1992)",1,0.4,0.4,0,"  USA, Central California: Non-Hispanic White (1988-1992)",17,6.2,6.2,0.03,"  USA, Central California: Non-Hispanic White (1988-1992)",71,23.5,23.5,0.12,"  USA, Central California: Non-Hispanic White (1988-1992)",145,51.5,51.5,0.26,"  USA, Central California: Non-Hispanic White (1988-1992)",269,106.7,106.7,0.53,"  USA, Central California: Non-Hispanic White (1988-1992)",379,187.8,187.9,0.94,"  USA, Central California: Non-Hispanic White (1988-1992)",355,210.8,210.8,1.05,"  USA, Central California: Non-Hispanic White (1988-1992)",414,256.1,256.1,1.28,"  USA, Central California: Non-Hispanic White (1988-1992)",563,329.6,329.6,1.65,"  USA, Central California: Non-Hispanic White (1988-1992)",670,387.8,387.9,1.94,"  USA, Central California: Non-Hispanic White (1988-1992)",656,453.8,453.8,2.27,"  USA, Central California: Non-Hispanic White (1988-1992)",567,496.1,496.2,2.48,"  USA, Central California: Non-Hispanic White (1988-1992)",330,429.5,429.6,2.15,"  USA, Central California: Non-Hispanic White (1988-1992)",226,331.8,331.9,..,
North America,"  USA, Central Louisiana: Black (1988-1992)",123,59.8,58.1,..,"  USA, Central Louisiana: Black (1988-1992)",0,0,0,0,"  USA, Central Louisiana: Black (1988-1992)",0,0,0,0,"  USA, Central Louisiana: Black (1988-1992)",0,0,0,0,"  USA, Central Louisiana: Black (1988-1992)",0,0,0,0,"  USA, Central Louisiana: Black (1988-1992)",1,5.7,5.7,0.03,"  USA, Central Louisiana: Black (1988-1992)",5,28.2,28.2,0.14,"  USA, Central Louisiana: Black (1988-1992)",4,24.6,24.6,0.12,"  USA, Central Louisiana: Black (1988-1992)",10,68.9,68.9,0.34,"  USA, Central Louisiana: Black (1988-1992)",8,73.3,73.3,0.37,"  USA, Central Louisiana: Black (1988-1992)",9,110.1,110.1,0.55,"  USA, Central Louisiana: Black (1988-1992)",8,109.9,109.9,0.55,"  USA, Central Louisiana: Black (1988-1992)",14,205.1,205.1,1.03,"  USA, Central Louisiana: Black (1988-1992)",16,238.1,238.1,1.19,"  USA, Central Louisiana: Black (1988-1992)",14,226,226,1.13,"  USA, Central Louisiana: Black (1988-1992)",12,222,222,1.11,"  USA, Central Louisiana: Black (1988-1992)",11,242.9,242.9,1.21,"  USA, Central Louisiana: Black (1988-1992)",5,174.6,174.6,0.87,"  USA, Central Louisiana: Black (1988-1992)",6,209.4,209.4,..,
North America,"  USA, Central Louisiana: White (1988-1992)",521,90.2,62.3,..,"  USA, Central Louisiana: White (1988-1992)",0,0,0,0,"  USA, Central Louisiana: White (1988-1992)",0,0,0,0,"  USA, Central Louisiana: White (1988-1992)",0,0,0,0,"  USA, Central Louisiana: White (1988-1992)",0,0,0,0,"  USA, Central Louisiana: White (1988-1992)",0,0,0,0,"  USA, Central Louisiana: White (1988-1992)",2,4.4,4.4,0.02,"  USA, Central Louisiana: White (1988-1992)",9,20.1,20.1,0.1,"  USA, Central Louisiana: White (1988-1992)",19,46.6,46.6,0.23,"  USA, Central Louisiana: White (1988-1992)",30,83.1,83.1,0.42,"  USA, Central Louisiana: White (1988-1992)",38,121.3,121.3,0.61,"  USA, Central Louisiana: White (1988-1992)",44,157.4,157.4,0.79,"  USA, Central Louisiana: White (1988-1992)",49,183.7,183.7,0.92,"  USA, Central Louisiana: White (1988-1992)",65,246.1,246.1,1.23,"  USA, Central Louisiana: White (1988-1992)",71,274.4,274.4,1.37,"  USA, Central Louisiana: White (1988-1992)",62,285,285,1.43,"  USA, Central Louisiana: White (1988-1992)",56,319,319,1.6,"  USA, Central Louisiana: White (1988-1992)",47,386.4,386.4,1.93,"  USA, Central Louisiana: White (1988-1992)",29,303.4,303.4,..,
North America,"  USA, Connecticut: Black (1988-1992)",604,82,84.5,..,"  USA, Connecticut: Black (1988-1992)",0,0,0,0,"  USA, Connecticut: Black (1988-1992)",0,0,0,0,"  USA, Connecticut: Black (1988-1992)",0,0,0,0,"  USA, Connecticut: Black (1988-1992)",0,0,0,0,"  USA, Connecticut: Black (1988-1992)",1,1.4,1.4,0.01,"  USA, Connecticut: Black (1988-1992)",7,9.4,9.4,0.05,"  USA, Connecticut: Black (1988-1992)",22,32.9,32.9,0.16,"  USA, Connecticut: Black (1988-1992)",37,64.5,64.5,0.32,"  USA, Connecticut: Black (1988-1992)",63,126.3,126.3,0.63,"  USA, Connecticut: Black (1988-1992)",73,186.1,186.1,0.93,"  USA, Connecticut: Black (1988-1992)",73,224,224,1.12,"  USA, Connecticut: Black (1988-1992)",71,268.6,268.6,1.34,"  USA, Connecticut: Black (1988-1992)",66,298.1,298.1,1.49,"  USA, Connecticut: Black (1988-1992)",67,355.8,355.8,1.78,"  USA, Connecticut: Black (1988-1992)",43,321.7,321.7,1.61,"  USA, Connecticut: Black (1988-1992)",34,343.6,343.6,1.72,"  USA, Connecticut: Black (1988-1992)",21,372.9,372.9,1.86,"  USA, Connecticut: Black (1988-1992)",26,557.6,557.6,..,
North America,"  USA, Connecticut: White (1988-1992)",11135,146.9,93.3,..,"  USA, Connecticut: White (1988-1992)",0,0,0,0,"  USA, Connecticut: White (1988-1992)",0,0,0,0,"  USA, Connecticut: White (1988-1992)",0,0,0,0,"  USA, Connecticut: White (1988-1992)",0,0,0,0,"  USA, Connecticut: White (1988-1992)",6,1.1,1.1,0.01,"  USA, Connecticut: White (1988-1992)",49,8.1,8.1,0.04,"  USA, Connecticut: White (1988-1992)",144,21.9,21.9,0.11,"  USA, Connecticut: White (1988-1992)",394,65.3,65.3,0.33,"  USA, Connecticut: White (1988-1992)",704,124.4,124.4,0.62,"  USA, Connecticut: White (1988-1992)",934,200.6,200.6,1,"  USA, Connecticut: White (1988-1992)",849,230.9,230.9,1.15,"  USA, Connecticut: White (1988-1992)",991,283.7,283.7,1.42,"  USA, Connecticut: White (1988-1992)",1327,360.9,360.9,1.8,"  USA, Connecticut: White (1988-1992)",1452,402.9,402.9,2.01,"  USA, Connecticut: White (1988-1992)",1425,443,443,2.21,"  USA, Connecticut: White (1988-1992)",1254,485.8,485.8,2.43,"  USA, Connecticut: White (1988-1992)",892,503.2,503.2,2.52,"  USA, Connecticut: White (1988-1992)",714,427.1,427.1,..,
